,index,chembl_id,pubchem_cid,smiles,parent_smiles,chembl_tox,withdrawn,standardized_smiles,scaffolds
1768,8816,CHEMBL41355,121892,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,Safe,0,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,CCCC(C)CC1CCC(CCC2CCC(C)CC2)CC1C
134,1097,CHEMBL345524,68723,O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,Safe,1,O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,CC(CCCC1CCC(C2CCCC(C(C)(C)C)C2)CC1)C1CCCCC1CC1CCCC2CC(C(C)(C)C)CCC12
1710,8484,CHEMBL820,2478,CS(=O)(=O)OCCCCOS(C)(=O)=O,CS(=O)(=O)OCCCCOS(C)(=O)=O,toxic_hema,0,CS(=O)(=O)OCCCCOS(C)(=O)=O,CC(C)(C)CCCCCCC(C)(C)C
1042,5477,CHEMBL1697851,6762,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,Safe,0,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CC(C)CCCC1CCC(CCCC2C3CCCCC3CC3CCC(C)CC32)CC1
1923,9522,CHEMBL21,5333,Nc1ccc(S(N)(=O)=O)cc1,Nc1ccc(S(N)(=O)=O)cc1,Safe,0,Nc1ccc(S(N)(=O)=O)cc1,CC1CCC(C(C)(C)C)CC1
819,4289,CHEMBL1201236,34359,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,Safe,0,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,CCC(C)(CC1CCC(C)C(C)C1)C(C)C
2084,10311,CHEMBL1488,6194,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,Safe,0,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,CCCC(CCC)C1CCC(C)CC1C
1314,6823,CHEMBL493,31101,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,Safe,0,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,CC(C)CC1C(C)C2CCCC2C2(C)CC(CC(C)C3CC(C)C4CC5C(C)CC6CCCC(C4C3)C65)(C(C)C)C(C)C12
1218,6331,CHEMBL408,5591,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,Safe,1,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,CC1CC(C)C(CC2CCC(CCC3(C)CCC4C(C)C(C)C(C)C(C)C4C3)CC2)C1
525,2928,CHEMBL409153,6918485,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,Safe,0,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,CCC1CCC(C2CCC(C(C)C(C)(CC3CCCC3)C3CC(C)CCC3C)C2)CC1
672,3633,CHEMBL659,9651,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,Safe,0,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,CCC1CCC2CC(C)CCC34CCC(C)CC3CC1C24
1214,6305,CHEMBL643,4927,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,toxic_immune+infections+toxic_respiratory+toxic_vascular,0,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CC(C)C(C)CC1C2CCCCC2CC2CCCCC21
606,3357,CHEMBL1239,2345,O=C(OCc1ccccc1)c1ccccc1,O=C(OCc1ccccc1)c1ccccc1,Safe,0,O=C(OCc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1
1612,8074,CHEMBL2218896,39860,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,Safe,0,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,CCCCCCC(C)(C)C1CC(C)C2C(C1)CC(C)(C)C1CCC(C)CC21
1904,9452,CHEMBL750,5734,N=S(=O)(O)Cc1noc2ccccc12,N=S(=O)(O)Cc1noc2ccccc12,Safe,0,N=S(=O)(O)Cc1noc2ccccc12,CC(C)(C)CC1CCC2CCCCC21
65,713,CHEMBL460,23897,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,Safe,0,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,CCC1C(C)CC2CCC(CC3CCCCC3)C(C)C21
1390,7196,CHEMBL3188267,25145656,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,Safe,0,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,CCC(C)C1CCC(C2CCC3CCC(CC4CCC5CCCCC5C4)C3C2)CC1C
214,1454,CHEMBL162036,21102,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,Safe,0,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CC(C)CC1CCC(CC(C)C2CCCCC2CC(C)C)CC1
2150,10623,CHEMBL220491,68844,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,Safe,0,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CCCCCC1CC(CCC)C2CC(C(C)(C)C)CC2C1(C)C
2154,10649,CHEMBL95889,248,C[N+](C)(C)CC(=O)O,C[N+](C)(C)CC(=O)O,Safe,0,C[N+](C)(C)CC(=O)O,CC(C)CC(C)(C)C
1458,7496,CHEMBL1005,60815,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,Safe,0,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,CCC(C)CCC1CCC(C(C)CC)(C(C(C)CC)C2CCCCC2)CC1
1113,5844,CHEMBL1214124,9924495,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,Safe,0,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,CCC1CCCCC1C1CC(C2CCCCC2)CC(C2CCCCC2)C1C
2105,10422,CHEMBL1104,3202,CC[N+](C)(C)c1cccc(O)c1,CC[N+](C)(C)c1cccc(O)c1,Safe,0,CC[N+](C)(C)c1cccc(O)c1,CCC(C)(C)C1CCCC(C)C1
262,1656,CHEMBL370805,446220,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Safe,0,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,CCC(C)C1C(CC(C)C2CCCCC2)CC2CCC1C2C
0,258,CHEMBL1742471,65869,N=C(N)Nc1nc(CSCCN/C=N/S(=O)(=O)c2ccc(Br)cc2)cs1,N=C(N)Nc1nc(CSCCN/C=N/S(=O)(=O)c2ccc(Br)cc2)cs1,Safe,1,N=C(N)Nc1nc(CSCCN/C=N/S(=O)(=O)c2ccc(Br)cc2)cs1,CC(C)CC1CCC(CCCCCCCC(C)(C)C2CCC(C)CC2)C1
1976,9777,CHEMBL1983350,5311454,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,Safe,0,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,CC(CCC1CCC2CCCC2C1)C(C)(C)C
109,972,CHEMBL957,104865,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,toxic_hepa+toxic_teratogen,0,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,CCCCC1CC(C2CCCCC2)CC(CC(C)(C)C2CCC(C(C)(C)C)CC2)C1CC1CCCCC1CC
1260,6567,CHEMBL189963,5330286,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,Safe,0,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,CC(C)C1C(C)C2CCC(CC3CCC(C4CCCCC4)CC3)CC2C(C2CCCC2)C1C
1898,9440,CHEMBL1201224,9570757,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,Safe,0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,CCCC(C(C)CC1C(C)C2C1CCC(CCC1CCCC1C)C2C(C)C)C1CCC(C)C1
1354,7054,CHEMBL1201016,6526396,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Safe,0,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,CCCC1CCC2C(CC(C)C(CCC)C3CCC(C)C3)C(C)C2C1C(C)CC(C)CC(C)CC(C)C
1393,7204,CHEMBL341812,15250,CC(C)Cc1ccc(CC(=O)O)cc1,CC(C)Cc1ccc(CC(=O)O)cc1,Safe,1,CC(C)Cc1ccc(CC(=O)O)cc1,CC(C)CC1CCC(CC(C)C)CC1
1639,8173,CHEMBL1201794,643976,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,Safe,0,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,CC1CC(C)C2CC3CC(C)C(C)CC3C(CC(C)C(C)C(C)CCC(C)(C)C)C2C1
2069,10232,CHEMBL2336071,44599207,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,Safe,0,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,CCC1CC(C(C)CCCC2CCC(C3CCCCC3)C(C(C)(C)C)C2)CCC1CC1CC(C(C)C)C1
403,2316,CHEMBL3,89594,CN1CCC[C@H]1c1cccnc1,CN1CCC[C@H]1c1cccnc1,Safe,0,CN1CCC[C@H]1c1cccnc1,CC1CCCC1C1CCCCC1
832,4352,CHEMBL712,2197,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,Safe,0,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,CCC1CCC(C2C(C)C3CCCCC3C2C)CC1
2052,10154,CHEMBL1201218,5284527,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1,Safe,0,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1,CCCC(C(C)CC1C(C)C2C1CCC(CCC1CCCC1C)C2C(C)C)C1CCCCC1
1472,7549,CHEMBL1622,6037,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,Safe,0,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,CC(C)CCC(CC(C)C1CCC(CCC2CCC3CC(C)CC(C)C3C2)CC1)C(C)C
1474,7558,CHEMBL679,5816,CNC[C@H](O)c1ccc(O)c(O)c1,CNC[C@H](O)c1ccc(O)c(O)c1,Safe,0,CNC[C@H](O)c1ccc(O)c(O)c1,CCCC(C)C1CCC(C)C(C)C1
1191,6226,CHEMBL830,3009,NCCCC(N)(C(=O)O)C(F)F,NCCCC(N)(C(=O)O)C(F)F,Safe,0,NCCCC(N)(C(=O)O)C(F)F,CCCCC(C)(C(C)C)C(C)C
2024,9999,CHEMBL1201308,3729,CC(C)NC(C)Cc1ccc(I)cc1,CC(C)NC(C)Cc1ccc(I)cc1,Safe,0,CC(C)NC(C)Cc1ccc(I)cc1,CC(C)CC(C)CC1CCC(C)CC1
20,382,CHEMBL1650818,missing,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,Safe,0,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,CC(CCCC(C)C(C)(C)C)C1C2C(C)C(CCC3CCCCCC3)C2CC1(C)C
492,2764,CHEMBL1434,missing,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,Safe,0,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O,CC(C)C1CCC(C)C2C(C)C3C(CC12)CC1C(C(C)C)C(C)C(C(C)C)C(C)C1(C)C3C
1289,6702,CHEMBL238071,11643449,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,Safe,0,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CCC1CC2C(C)C3C(C)(C(C)C)C(C)C4(CC)CCCC5CCC3(C2CC1C1(C(C)CC)CC2CC(CCC3C6CCCCC6CC31)CC(C)(CC)C2)C54
1635,8161,CHEMBL169901,2966,N=C(N)N1CCc2ccccc2C1,N=C(N)N1CCc2ccccc2C1,Safe,0,N=C(N)N1CCc2ccccc2C1,CC(C)C1CCC2CCCCC2C1
55,669,CHEMBL579205,10107393,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,Safe,0,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,CCC1CCC(C2CC3CCC(C)CC3C2)CC1C
231,1495,CHEMBL42336,6137,CSCC[C@H](N)C(=O)O,CSCC[C@H](N)C(=O)O,Safe,0,CSCC[C@H](N)C(=O)O,CCCCC(C)C(C)C
755,4018,CHEMBL1419,5210,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,Safe,1,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,CC(C)CC(C(C)C)C1(C2CCC(C)CC2)CCC1
761,4042,CHEMBL1337,115355,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],Safe,0,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],CC(C)C1CC(C(C)(C)C)CCC1C(C)C1C(C)CCCC1C
1128,5944,CHEMBL1201196,65863,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,Safe,0,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,CC1CCC(C(CCC2CCC3C(C)CCCC23)CC2CCCC2)C(C)C1
928,4901,CHEMBL1024,3690,O=P1(NCCCl)OCCCN1CCCl,O=P1(NCCCl)OCCCN1CCCl,toxic_hema+toxic_nephro+toxic_neuro,0,O=P1(NCCCl)OCCCN1CCCl,CCCCC1(C)CCCCC1CCC
735,3941,CHEMBL633,2157,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,toxic_cardio+toxic_hepa+toxic_respiratory,0,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCC1CC2CCCCC2C1C(C)C1CC(C)C(CCCC(CC)CC)C(C)C1
1913,9492,CHEMBL55,4735,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,Safe,0,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,CC(C)C1CCC(CCCCCCCC2CCC(C(C)C)CC2)CC1
965,5086,CHEMBL406,3702,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,Safe,0,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,CC(CC1C(C)CC2CCCCC21)C1CCC(C)C(C(C)(C)C)C1
263,1660,CHEMBL267744,38409,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,Safe,1,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,CC(C)CCC1CCC(C(C)C2CCCC2)C(C)C1C
633,3466,CHEMBL404849,5354,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,Safe,1,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,CCCCCCCCCC(C)C(C)C1CCC(CC(C)C)CC1
1152,6034,CHEMBL218394,10324367,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,Safe,0,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,CC(CC(C(C)C1CC2C(C1C(C)CC(CC1CCC1)C(C)C(C)C)C2(C)C)C(C)(C)C)CC(C)(C)C
1096,5739,CHEMBL462547,5641,CCOC(N)=O,CCOC(N)=O,Safe,1,CCOC(N)=O,CCCC(C)C
842,4417,CHEMBL1194325,11434515,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,Safe,0,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,CC(CC1CC2(CCCCC3CCCCC3)CCC1CC2)C(C)(C1CCCC1)C1CCCC1
1325,6899,CHEMBL1237072,6473883,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,Safe,0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,CCCCCCC1CC2C(C)CC(C)(C)C(CC3CC(C)CC(C(C)C)C3C)C(C)C(CC3CC(C)C(C)C(C)(CC)C3)C(C)C(C)CC(CC)C(C)(C)C(C1)C2C
1132,5963,CHEMBL1736,2528,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,Safe,0,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,CC(C)CC1C(C)C(C(C)C)C(C)C(C(C)C(C)C)C1C
655,3568,CHEMBL1372,65359,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,Safe,0,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,CC(C)CCC(C)C(CCCCC(CC(C)CCC(C)C(C)C)C(C)CCC(C)C)CC(C)CCC(C)C(C)C
1594,8017,CHEMBL1200661,5282175,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)OC(C)C,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)OC(C)C,Safe,0,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)OC(C)C,CCCCCCCC(C)CCC1C(C)CC(C)C1CCCCCCC(C)CC(C)C
1690,8410,CHEMBL1592,54892,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,toxic_teratogen,0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,CCCC(C)C(CCC1CCCCC1)CC(C)C(C)C1CC2CCCCC2CC1C(C)C
1491,7620,CHEMBL517,3114,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,toxic_cardio,0,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,CC(C)C(CCC(C(C)C)(C1CCCCC1)C1CCCCC1)C(C)C
186,1339,CHEMBL282121,4031,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,Safe,0,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,CCC1CCC(CC(C)C(CC)CCCCCC(C)C2CCC(CC)C(CC)C2)CC1
