chembl_id,drugbank_id,canonical_smiles_ap,canonical_smiles_ap_nonstereo,orginal_smiles,mw_ap,rule_of_5,rule_of_5_label,in_drugbank,in_chembl,wd_drugbank,wd_chembl,wd_withdrawn,drugbank_three_class,sum,wd_consensus_1,wd_consensus_2,wd_consensus_3,standardized_smiles,scaffolds
CHEMBL1251,DB06785,C(=NCCCC[C@@H](C(=O)N1[C@H](C(=O)N[C@@H](C(=O)N)C)CCC1)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C)Cc2cc3c(cc2)cccc3)Cc4ccc(Cl)cc4)Cc5cnccc5)CO)Cc6ccc(O)cc6)CCCCN=C(NCC)NCC)CC(C)C)(NCC)NCC,C(=NCCCCC(C(=O)N1C(C(=O)NC(C(=O)N)C)CCC1)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)Cc2cc3c(cc2)cccc3)Cc4ccc(Cl)cc4)Cc5cnccc5)CO)Cc6ccc(O)cc6)CCCCN=C(NCC)NCC)CC(C)C)(NCC)NCC,CCNC(NCC)=NCCCC[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,1570.35441,3,Hb; Mw; NO,yes,yes,0,0,,AD,0,0,0,0,CCNC(=NCCCCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1cccnc1)NC(=O)C(Cc1ccc(Cl)cc1)NC(=O)C(Cc1ccc2ccccc2c1)NC(C)=O)C(=O)NC(CC(C)C)C(=O)NC(CCCCN=C(NCC)NCC)C(=O)N1CCCC1C(=O)NC(C)C(N)=O)NCC,CCCC(CCC)CCCCCC(CC(C)C(CC1CCC(C)CC1)CC(C)C(CC)CC(C)C(CC1CCCCC1)CC(C)C(CC1CCC(C)CC1)CC(C)C(CC(C)C)CC1CCC2CCCCC2C1)C(C)CC(CC(C)C)C(C)CC(CCCCCC(CCC)CCC)C(C)C1CCCC1C(C)CC(C)C(C)C
CHEMBL1454946,DB08974,C(=O)(OC)Nc1nc2c(ccc(C(=O)c3ccc(F)cc3)c2)[nH]1,C(=O)(OC)Nc1nc2c(ccc(C(=O)c3ccc(F)cc3)c2)[nH]1,COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C1=CC=C(F)C=C1,313.28994,0,,yes,yes,1,,1,WD,2,1,1,0,COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,CCC(C)CC1CC2CCC(C(C)C3CCC(C)CC3)CC2C1
CHEMBL494753,DB04574,O=S(=O)(Oc1cc2c(cc1)[C@@H]3[C@H]([C@H]4[C@@](C(=O)CC4)(CC3)C)CC2)O,O=S(=O)(Oc1cc2c(cc1)C3C(C4C(C(=O)CC4)(CC3)C)CC2)O,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,350.43614,0,,yes,yes,0,0,,AD,0,0,0,0,CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O,CC1CCC2C3CCC4CC(CC(C)(C)C)CCC4C3CCC12C
CHEMBL2110771,,C(C(c1ccccc1)(c2ccccc2)CC[N+](CC)(C)C)(=O)N,C(C(c1ccccc1)(c2ccccc2)CC[N+](CC)(C)C)(=O)N,CC[N+](C)(C)CCC(C(N)=O)(c1ccccc1)c1ccccc1,311.44999,0,,no,yes,,0,,,0,0,0,0,CC[N+](C)(C)CCC(C(N)=O)(c1ccccc1)c1ccccc1,CCC(C)(C)CCC(C(C)C)(C1CCCCC1)C1CCCCC1
CHEMBL1311,DB01020,O=[N+](O[C@H]1[C@H]2OC[C@H](O)[C@H]2OC1)[O-],O=[N+](OC1C2OCC(O)C2OC1)[O-],O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,191.14143,0,,yes,yes,0,0,,AD,0,0,0,0,O=[N+]([O-])OC1COC2C(O)COC12,CC(C)CC1CCC2C(C)CCC12
CHEMBL426559,DB11629,C(=O)(O)C[C@@H]1c2c(c3c(c(S(=O)(=O)C)cc(F)c3)n2Cc4ccc(Cl)cc4)CC1,C(=O)(O)CC1c2c(c3c(c(S(=O)(=O)C)cc(F)c3)n2Cc4ccc(Cl)cc4)CC1,CS(=O)(=O)C1=C2N(CC3=CC=C(Cl)C=C3)C3=C(CC[C@@H]3CC(O)=O)C2=CC(F)=C1,435.90423,0,,yes,yes,1,,,DISCONT,0,0,0,0,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)C(CC(=O)O)CC3,CC(C)CC1CCC2C3CC(C)CC(C(C)(C)C)C3C(CC3CCC(C)CC3)C12
CHEMBL957,DB00559,C(c1ccc(S(=O)(=O)Nc2c(Oc3c(OC)cccc3)c(OCCO)nc(-c4ncccn4)n2)cc1)(C)(C)C,C(c1ccc(S(=O)(=O)Nc2c(Oc3c(OC)cccc3)c(OCCO)nc(-c4ncccn4)n2)cc1)(C)(C)C,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,551.62473,2,Mw; NO,yes,yes,0,0,,AD,0,0,0,0,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,CCCCC1CC(C2CCCCC2)CC(CC(C)(C)C2CCC(C(C)(C)C)CC2)C1CC1CCCCC1CC
CHEMBL261772,DB13092,C(=O)(C1C(=O)[C@]2(C(=C3C(=O)c4c(c(Cl)ccc4O)C([C@H]3[C@H](O)[C@H]2[C@H](N(C)C)C=1O)=C)O)O)N,C(=O)(C1C(=O)C2(C(=C3C(=O)c4c(c(Cl)ccc4O)C(C3C(O)C2C(N(C)C)C=1O)=C)O)O)N,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O,476.87317,1,Hb,yes,yes,investigational,0,,,0,0,0,0,C=C1c2c(Cl)ccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,CC(C)C1C(C)C(C(C)C)C2C(C)C3C(C)C4C(C)CCC(C)C4C(C)C3C(C)C2(C)C1C
CHEMBL3291398,DB12825,C(=O)(O[C@H]1[C@@]2(C(CC[C@@]3([C@H]2C(=O)CC3)[C@H]([C@@H]([C@](C=C)(C1)C)O)C)C)C)CS[C@H]4[C@H](O)C[C@H](N)CC4,C(=O)(OC1C2(C3C(=O)CCC3(C(C(C(C=C)(C1)C)O)C)CCC2C)C)CSC4C(O)CC(N)CC4,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,507.73715,1,Mw,yes,yes,0,0,,AD,0,0,0,0,C=CC1(C)CC(OC(=O)CSC2CCC(N)CC2O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,CCC1(C)CC(CC(C)CCC2CCC(C)CC2C)C2(C)C(C)CCC3(CCC(C)C32)C(C)C1C
CHEMBL415,DB01242,N(CCCN1c2c(ccc(Cl)c2)CCc3c1cccc3)(C)C,N(CCCN1c2c(ccc(Cl)c2)CCc3c1cccc3)(C)C,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,314.86061,1,LP,yes,yes,0,0,,AD,0,0,0,0,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CC(C)CCCC1C2CCCCC2CCC2CCC(C)CC21
CHEMBL110458,DB05018,O[C@H]1[C@@H](O)[C@H](NC[C@@H]1O)CO,OC1C(O)C(NCC1O)CO,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,163.17451,0,,yes,yes,0,0,,AD,0,0,0,0,OCC1NCC(O)C(O)C1O,CCC1CCC(C)C(C)C1C
CHEMBL603,DB00549,C(=O)(OC1CCCC1)Nc2cc3c(n(cc3Cc4c(OC)cc(C(=O)NS(=O)(=O)c5c(cccc5)C)cc4)C)cc2,C(=O)(OC1CCCC1)Nc2cc3c(n(cc3Cc4c(OC)cc(C(=O)NS(=O)(=O)c5c(cccc5)C)cc4)C)cc2,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,575.68761,1,Mw,yes,yes,0,0,,AD,0,0,0,0,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,CCC1CC(C(C)CC(C)(C)C2CCCCC2C)CCC1CC1CC(C)C2CCC(CC(C)CC3CCCC3)CC12
CHEMBL1650559,DB12615,C(=O)([C@@H](O)CCN)N[C@H]1[C@H](O[C@H]2OC[C@](O)([C@H](NC)[C@H]2O)C)[C@@H](O)[C@H](O[C@H]3OC(=CC[C@H]3N)CNCCO)[C@@H](N)C1,C(=O)(C(O)CCN)NC1C(OC2OCC(O)(C(NC)C2O)C)C(O)C(OC3OC(=CCC3N)CNCCO)C(N)C1,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,592.69426,3,Hb; Mw; NO,yes,yes,0,0,,AD,0,0,0,0,CNC1C(O)C(OC2C(NC(=O)C(O)CCN)CC(N)C(OC3OC(CNCCO)=CCC3N)C2O)OCC1(C)O,CCCCCC1CCC(C)C(CC2C(C)CC(CC(C)C(C)CCC)C(CC3CCC(C)(C)C(CC)C3C)C2C)C1
CHEMBL3305985,,c12c(N3/C=C4\[C@H]5[C@]6(c7c(N5/C=C8\[C@H]3[C@@]19[C@H]%10[N@+](CC=C)(C/C(=C/CO)/[C@@H]\8C%10)CC9)cccc7)[C@H]%11[N@+](CC=C)(C/C(=C/CO)/[C@@H]\4C%11)CC6)cccc2,c12c(N3C=C4C5C6(c7c(N5C=C8C3C19C%10[N+](CC=C)(CC(=CCO)C8C%10)CC9)cccc7)C%11[N+](CC=C)(CC(=CCO)C4C%11)CC6)cccc2,C=CC[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,666.9125,1,Mw,no,yes,,0,,,0,0,0,0,C=CC[N+]12CCC34c5ccccc5N5C=C6C7CC8C9(CC[N+]8(CC=C)CC7=CCO)c7ccccc7N(C=C(C(CC31)C(=CCO)C2)C54)C69,CCCC1CC2(CCC)CCC34C5CCCCC5C5CC6C7CC8C(CCC)(CCC89C8CCCCC8C(CC(C1CC23)C54)C69)CC7CCC
CHEMBL3137321,DB15465,C(=O)(OC1=CC[C@@H]2[C@]34c5c(c(OC)ccc5C[C@H]2N(CC3)C)O[C@@H]14)c6ccccc6,C(=O)(OC1=CCC2C34c5c(c(OC)ccc5CC2N(CC3)C)OC14)c6ccccc6,COc1ccc2c3c1O[C@H]1C(OC(=O)c4ccccc4)=CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341,403.48105,0,,yes,yes,0,0,,AD,0,0,0,0,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,CCC1CCC2CC3C(C)CCC45C(CC1C24)C(CC(C)C1CCCCC1)CCC35
CHEMBL1131,DB00459,C(=O)(/C=C(/C=C/C=C(/C=C/c1c(c(c(OC)cc1C)C)C)\C)\C)O,C(=O)(C=C(C=CC=C(C=Cc1c(c(c(OC)cc1C)C)C)C)C)O,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,326.43852,0,,yes,yes,0,0,1,AD,1,1,0,0,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,CCC1CC(C)C(CCC(C)CCCC(C)CC(C)C)C(C)C1C
CHEMBL1200690,DB14642,C(=O)(N1[C@H](C(=O)NC(C(=O)NCC(=O)N)CCCCN)CCC1)[C@H]2NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CSSC2)Cc3ccc(O)cc3)Cc4ccccc4)CCC(=O)N)CC(=O)N,C(=O)(N1C(C(=O)NC(C(=O)NCC(=O)N)CCCCN)CCC1)C2NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)CSSC2)Cc3ccc(O)cc3)Cc4ccccc4)CCC(=O)N)CC(=O)N,[H]N([H])C(=O)C[C@]1([H])NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](N)CSSC[C@H](NC1=O)C(=O)N1CCC[C@H]1C(=O)NC([H])(CCCCN)C(=O)NCC(N)=O,1056.23655,3,Hb; Mw; NO,yes,yes,0,0,,AD,0,0,0,0,NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,CCCCCC(CC(C)C1CCCC1C(C)C1CCCCC(C)C(C)CC(CC2CCC(C)CC2)C(C)CC(CC2CCCCC2)C(C)CC(CCC(C)C)C(C)CC(CC(C)C)C(C)C1)C(C)CCC(C)C
CHEMBL1420,DB00733,N(=C/c1[n+](cccc1)C)\O,N(=Cc1[n+](cccc1)C)O,C[n+]1ccccc1C=NO,137.16223,0,,yes,yes,0,0,,AD,0,0,0,0,C[n+]1ccccc1C=NO,CCCC1CCCCC1C
CHEMBL17157,DB00342,C(c1ccccc1)(c2ccccc2)(O)C3CCN(CCCC(c4ccc(C(C)(C)C)cc4)O)CC3,C(c1ccccc1)(c2ccccc2)(O)C3CCN(CCCC(c4ccc(C(C)(C)C)cc4)O)CC3,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,471.68747,1,LP,yes,yes,1,1,1,WD,3,1,1,1,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CC(CCCC1CCC(C(C)(C2CCCCC2)C2CCCCC2)CC1)C1CCC(C(C)(C)C)CC1
CHEMBL16073,DB03783,C(=O)(Nc1ccc(OCC)cc1)C,C(=O)(Nc1ccc(OCC)cc1)C,CCOc1ccc(NC(C)=O)cc1,179.22011,0,,yes,yes,1,1,1,WD,3,1,1,1,CCOc1ccc(NC(C)=O)cc1,CCCC1CCC(CC(C)C)CC1
CHEMBL471737,DB09083,N(C[C@@H]1c2c(cc(OC)c(OC)c2)C1)(CCCN3C(=O)Cc4c(cc(OC)c(OC)c4)CC3)C,N(CC1c2c(cc(OC)c(OC)c2)C1)(CCCN3C(=O)Cc4c(cc(OC)c(OC)c4)CC3)C,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,468.59702,0,,yes,yes,0,0,,AD,0,0,0,0,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)CC1Cc3cc(OC)c(OC)cc31)CC2,CCC1CC2CCC(CCCC(C)CC3CC4CC(CC)C(CC)CC34)C(C)CC2CC1CC
CHEMBL418995,DB04836,C(=O)(O)CCCCCCNC1c2c(cccc2)CCc3c1cccc3,C(=O)(O)CCCCCCNC1c2c(cccc2)CCc3c1cccc3,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,337.46489,0,,yes,yes,1,1,1,WD,3,1,1,1,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,CC(C)CCCCCCCC1C2CCCCC2CCC2CCCCC21
CHEMBL1200538,DB14649,C(=O)(OCC(=O)[C@@]1([C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@@H]1C)C)O)C,C(=O)(OCC(=O)C1(C2(C(C3C(F)(C4(C(=CC(=O)C=C4)CC3)C)C(O)C2)CC1C)C)O)C,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,434.50827,0,,yes,yes,0,0,,AD,0,0,0,0,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CC(C)CCC(C)C1(C)C(C)CC2C3CCC4CC(C)CCC4(C)C3(C)C(C)CC21C
CHEMBL92401,DB04818,C(=O)(c1ccncc1)NNC(C)C,C(=O)(c1ccncc1)NNC(C)C,CC(C)NNC(=O)c1ccncc1,179.22301,0,,yes,yes,1,0,,DISCONT,0,0,0,0,CC(C)NNC(=O)c1ccncc1,CC(C)CCC(C)C1CCCCC1
CHEMBL2103827,DB06262,C(=O)([C@H]([C@@H](c1cc(c(O)cc1)O)O)N)O,C(=O)(C(C(c1cc(c(O)cc1)O)O)N)O,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,213.19127,1,Hb,yes,yes,0,0,,AD,0,0,0,0,NC(C(=O)O)C(O)c1ccc(O)c(O)c1,CC(C)C(C)C(C)C1CCC(C)C(C)C1
CHEMBL1078261,DB12278,C(C(OCCC)(c1ccccc1)c2ccccc2)(=O)OC3CCN(CC3)C,C(C(OCCC)(c1ccccc1)c2ccccc2)(=O)OC3CCN(CC3)C,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,367.49133,0,,yes,yes,0,0,,AD,0,0,0,0,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,CCCCC(C(C)CC1CCC(C)CC1)(C1CCCCC1)C1CCCCC1
CHEMBL1079604,DB00660,O=C1OC(COc2cc(cc(c2)C)C)CN1,O=C1OC(COc2cc(cc(c2)C)C)CN1,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,221.25765,0,,yes,yes,0,0,,AD,0,0,0,0,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,CC1CCC(CCC2CC(C)CC(C)C2)C1
CHEMBL1685,DB01209,c12c(ccc(O)c1)C[C@H]3[C@@H]([C@@]2(CCCCC3)C)N,c12c(ccc(O)c1)CC3C(C2(CCCCC3)C)N,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N,245.36701,0,,yes,yes,0,0,,AD,0,0,0,0,CC12CCCCCC(Cc3ccc(O)cc31)C2N,CC1CCC2CC3CCCCCC(C)(C3C)C2C1
CHEMBL1521,DB00962,C(#N)c1c2N=CC=C(c3cc(N(C(=O)C)CC)ccc3)n2nc1,C(#N)c1c2N=CC=C(c3cc(N(C(=O)C)CC)ccc3)n2nc1,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,305.34115,0,,yes,yes,0,0,,AD,0,0,0,0,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CCC1CCC2C1CCCC2C1CCCC(C(CC)C(C)C)C1
CHEMBL1201198,,O=C1C(c2nnn[nH]2)=CN=C3C(=CC=CN13)C,O=C1C(c2nnn[nH]2)=CN=C3C(=CC=CN13)C,Cc1cccn2c(=O)c(-c3nnn[nH]3)cnc12,228.21436,0,,no,yes,,0,,,0,0,0,0,Cc1cccn2c(=O)c(-c3nnn[nH]3)cnc12,CC1CCCC2C(C)C(C3CCCC3)CCC12
CHEMBL1200600,DB00324,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)[C@H](C3)C)C)[C@@H](O)C2)CC1)C)O)C,C(=O)(C1(C2(C(C3C(F)(C4(C(=CC(=O)C=C4)C(C3)C)C)C(O)C2)CC1)C)O)C,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,376.47133,0,,yes,yes,0,0,,AD,0,0,0,0,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CC1CCC2(C)C(C1)C(C)CC1C3CCC(C)(C(C)C)C3(C)CC(C)C12C
CHEMBL2028661,DB08822,C(=O)(OCC1=C(OC(=O)O1)C)c2c3c(nc(OCC)n3Cc4ccc(-c5c(C6=NOC(=O)N6)cccc5)cc4)ccc2,C(=O)(OCC1=C(OC(=O)O1)C)c2c3c(nc(OCC)n3Cc4ccc(-c5c(C6=NOC(=O)N6)cccc5)cc4)ccc2,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,568.54628,2,Mw; NO,yes,yes,0,0,,AD,0,0,0,0,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,CCCC1CC2CCCC(C(C)CCC3CC(C)CC3C)C2C1CC1CCC(C2CCCCC2C2CCC(C)C2)CC1
CHEMBL1182833,DB01226,C(=O)(OCCC[N+]1([C@@H](c2c(cc(OC)c(OC)c2)CC1)Cc3cc(OC)c(OC)c(OC)c3)C)CC/C=C/CCC(=O)OCCC[N+]4([C@@H](c5c(cc(OC)c(OC)c5)CC4)Cc6cc(OC)c(OC)c(OC)c6)C,C(=O)(OCCC[N+]1(C(c2c(cc(OC)c(OC)c2)CC1)Cc3cc(OC)c(OC)c(OC)c3)C)CCC=CCCC(=O)OCCC[N+]4(C(c5c(cc(OC)c(OC)c5)CC4)Cc6cc(OC)c(OC)c(OC)c6)C,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,1029.2864,2,Mw; NO,yes,yes,0,0,,AD,0,0,0,0,COc1cc2c(cc1OC)C(Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CCC=CCCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3C1Cc1cc(OC)c(OC)c(OC)c1)CC2,CCC1CC2CCC(C)(CCCCC(C)CCCCCCC(C)CCCCC3(C)CCC4CC(CC)C(CC)CC4C3CC3CC(CC)C(CC)C(CC)C3)C(CC3CC(CC)C(CC)C(CC)C3)C2CC1CC
CHEMBL238804,DB11362,C(=O)(NS(=O)(=O)C)COCCCCN(c1nc(c(-c2ccccc2)nc1)-c3ccccc3)C(C)C,C(=O)(NS(=O)(=O)C)COCCCCN(c1nc(c(-c2ccccc2)nc1)-c3ccccc3)C(C)C,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,496.63204,0,,yes,yes,0,0,,AD,0,0,0,0,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,CC(CCCCCCC(C(C)C)C1CCC(C2CCCCC2)C(C2CCCCC2)C1)CC(C)(C)C
CHEMBL1198857,DB09082,O(Cc1c(Cl)cccc1Cl)CCOCCCCCCNC[C@@H](c2cc(c(O)cc2)CO)O,O(Cc1c(Cl)cccc1Cl)CCOCCCCCCNCC(c2cc(c(O)cc2)CO)O,OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,486.43911,0,,yes,yes,0,0,,AD,0,0,0,0,OCc1cc(C(O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,CCC1CC(C(C)CCCCCCCCCCCCCC2C(C)CCCC2C)CCC1C
CHEMBL1000,DB00341,C(=O)(O)COCCN1CCN(C(c2ccc(Cl)cc2)c3ccccc3)CC1,C(=O)(O)COCCN1CCN(C(c2ccc(Cl)cc2)c3ccccc3)CC1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,388.89695,0,,yes,yes,0,0,,AD,0,0,0,0,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CC(C)CCCCC1CCC(C(C2CCCCC2)C2CCC(C)CC2)CC1
CHEMBL1200969,DB01126,C(=O)(Nc1c(C(F)(F)F)ccc(C(F)(F)F)c1)[C@@H]2[C@@]3([C@H]([C@H]4[C@@H]([C@]5(C=CC(=O)N[C@@H]5CC4)C)CC3)CC2)C,C(=O)(Nc1c(C(F)(F)F)ccc(C(F)(F)F)c1)C2C3(C(C4C(C5(C=CC(=O)NC5CC4)C)CC3)CC2)C,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F,528.5414,2,Mw; LP,yes,yes,0,0,,AD,0,0,0,0,CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CCC12,CC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)CC4CC(C(C)(C)C)CCC4C(C)(C)C)CCC32)C1
CHEMBL3889654,DB14723,C(=O)(N1C[C@@H](O)CC1)Nc2c3N=C(N4[C@@H](c5c(F)ccc(F)c5)CCC4)C=Cn3nc2,C(=O)(N1CC(O)CC1)Nc2c3N=C(N4C(c5c(F)ccc(F)c5)CCC4)C=Cn3nc2,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,428.44424,0,,yes,yes,0,0,,AD,0,0,0,0,O=C(Nc1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12)N1CCC(O)C1,CC1CCC(C(C)CC2CCC3CCC(C4CCCC4C4CC(C)CCC4C)CC32)C1
CHEMBL1200542,DB06780,C(=O)(OCC(=O)[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)C,C(=O)(OCC(=O)C1C2(C(C3C(C4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)C,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,372.50794,0,,yes,yes,0,0,,AD,0,0,0,0,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC(C)CCC(C)C1CCC2C3CCC4CC(C)CCC4(C)C3CCC12C
CHEMBL867,DB08946,C(=O)(C(Cc1c(I)c(c(I)cc1I)N)CC)O,C(=O)(C(Cc1c(I)c(c(I)cc1I)N)CC)O,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,570.93524,1,Mw,yes,yes,1,0,,DISCONT,0,0,0,0,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,CCC(CC1C(C)CC(C)C(C)C1C)C(C)C
