chembl_id,drugbank_id,canonical_smiles_ap,canonical_smiles_ap_nonstereo,orginal_smiles,mw_ap,rule_of_5,rule_of_5_label,in_drugbank,in_chembl,wd_drugbank,wd_chembl,wd_withdrawn,drugbank_three_class,sum,wd_consensus_1,wd_consensus_2,wd_consensus_3,standardized_smiles,scaffolds
CHEMBL279898,DB00824,O=C1c2c(nc[nH]2)N(C(=O)N1)CCC,O=C1c2c(nc[nH]2)N(C(=O)N1)CCC,CCCN1C2=C(NC=N2)C(=O)NC1=O,194.1941,0,,yes,yes,0,,,AD,0,0,0,0,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,CCCC1C(C)CC(C)C2CCCC12
CHEMBL3989866,DB11799,C(=O)(C1C(=O)C(=C2C(=O)N3[C@H](O[C@H]4C[C@@H]3CC4)CN2C=1)O)NCc5c(F)cc(F)cc5F,C(=O)(C1C(=O)C(=C2C(=O)N3C(OC4CC3CC4)CN2C=1)O)NCc5c(F)cc(F)cc5F,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2,449.38886,0,,yes,yes,0,0,,AD,0,0,0,0,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1C3CCC(C3)OC1C2,CC1CC(C)C(CCC(C)C2CC3CC4CC5CCC(C5)C4C(C)C3C(C)C2C)C(C)C1
CHEMBL1575,DB01196,C(N(CCCl)CCCl)(=O)Oc1cc2c(cc1)[C@@H]3[C@H]([C@H]4[C@@]([C@@H](O)CC4)(CC3)C)CC2,C(N(CCCl)CCCl)(=O)Oc1cc2c(cc1)C3C(C4C(C(O)CC4)(CC3)C)CC2,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H],440.41327,1,LP,yes,yes,0,,,AD,0,0,0,0,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O,CCCC(CCC)C(C)CC1CCC2C(CCC3C2CCC2(C)C(C)CCC32)C1
CHEMBL1697826,DB13213,C(=O)(c1cc2c(Sc3c(N2CCCN4CCN(CC4)C)cccc3)cc1)CCC,C(=O)(c1cc2c(Sc3c(N2CCCN4CCN(CC4)C)cccc3)cc1)CCC,CCCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,409.59697,0,,yes,yes,0,,,AD,0,0,0,0,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,CCCC(C)C1CCC2CC3CCCCC3C(CCCC3CCC(C)CC3)C2C1
CHEMBL1601669,DB01436,C1(/C(=C\C=C2\[C@H]3[C@@]([C@@H]([C@@H](CCCC(C)C)C)CC3)(CCC\2)C)/C[C@@H](O)C[C@@H]1O)=C,C1(C(C(O)CC(O)C1)=C)=CC=C2C3C(C(C(CCCC(C)C)C)CC3)(CCC2)C,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O,400.64918,1,LP,yes,yes,0,0,,AD,0,0,0,0,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,CC(C)CCCC(C)C1CCC2C(CCC3CC(C)CC(C)C3C)CCCC12C
CHEMBL1874750,,C(=O)(N1CCN(CC(=O)N2CCCC2)CC1)/C=C/c3cc(OC)c(OC)c(OC)c3,C(=O)(N1CCN(CC(=O)N2CCCC2)CC1)C=Cc3cc(OC)c(OC)c(OC)c3,COc1cc(/C=C/C(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC,417.50837,0,,no,yes,,1,1,WD,2,1,1,0,COc1cc(C=CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC,CCC1CC(CCC(C)C2CCC(CC(C)C3CCCC3)CC2)CC(CC)C1CC
CHEMBL980,DB00874,O(c1c(OC)cccc1)CC(O)CO,O(c1c(OC)cccc1)CC(O)CO,COc1ccccc1OCC(O)CO,198.22018,0,,yes,yes,0,0,,AD,0,0,0,0,COc1ccccc1OCC(O)CO,CCC(C)CCC1CCCCC1CC
CHEMBL1471,DB00673,C(F)(F)(F)c1cc(C(F)(F)F)cc([C@H](O[C@H]2OCCN([C@H]2c3ccc(F)cc3)CC4=NNC(=O)N4)C)c1,C(F)(F)(F)c1cc(C(F)(F)F)cc(C(OC2OCCN(C2c3ccc(F)cc3)CC4=NNC(=O)N4)C)c1,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,534.43647,2,Mw; LP,yes,yes,0,0,,AD,0,0,0,0,CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC1CCC(C2C(CC3CCC(C)C3)CCCC2CC(C)C2CC(C(C)(C)C)CC(C(C)(C)C)C2)CC1
CHEMBL407,DB01205,C(=O)(OCC)c1c2n(-c3c(C(=O)N(C2)C)cc(F)cc3)cn1,C(=O)(OCC)c1c2n(-c3c(C(=O)N(C2)C)cc(F)cc3)cn1,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,303.29478,0,,yes,yes,0,0,,AD,0,0,0,0,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CCCC(C)C1CCC2C1CC(C)C(C)C1CC(C)CCC12
CHEMBL1729,DB00604,C(=O)(c1c(OC)cc(c(Cl)c1)N)NC2C(OC)CN(CCCOc3ccc(F)cc3)CC2,C(=O)(c1c(OC)cc(c(Cl)c1)N)NC2C(OC)CN(CCCOc3ccc(F)cc3)CC2,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,465.95553,0,,yes,yes,1,1,1,WD,3,1,1,1,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,CCC1CC(CCCCC2CCC(C)CC2)CCC1CC(C)C1CC(C)C(C)CC1CC
CHEMBL671,DB04572,P(=S)(N1CC1)(N2CC2)N3CC3,P(=S)(N1CC1)(N2CC2)N3CC3,S=P(N1CC1)(N1CC1)N1CC1,189.22014,0,,yes,yes,0,0,,AD,0,0,0,0,S=P(N1CC1)(N1CC1)N1CC1,CC(C1CC1)(C1CC1)C1CC1
CHEMBL1163,DB01072,C(=O)(OC)N[C@H](C(=O)NN(Cc1ccc(-c2ncccc2)cc1)C[C@@H]([C@@H](NC(=O)[C@H](C(C)(C)C)NC(=O)OC)Cc3ccccc3)O)C(C)(C)C,C(=O)(OC)NC(C(=O)NN(Cc1ccc(-c2ncccc2)cc1)CC(C(NC(=O)C(C(C)(C)C)NC(=O)OC)Cc3ccccc3)O)C(C)(C)C,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,704.87224,2,Mw; NO,yes,yes,0,0,,AD,0,0,0,0,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,CCC(C)CC(C(C)CC(CC1CCC(C2CCCCC2)CC1)CC(C)C(CC1CCCCC1)CC(C)C(CC(C)CC)C(C)(C)C)C(C)(C)C
CHEMBL770,DB00797,C1(=NCCN1)Cc2ccccc2,C1(=NCCN1)Cc2ccccc2,c1ccc(CC2=NCCN2)cc1,160.22004,0,,yes,yes,0,0,,AD,0,0,0,0,c1ccc(CC2=NCCN2)cc1,C1CCC(CC2CCCC2)CC1
CHEMBL1201222,DB01255,C(=O)([C@H](CCCCN)N)N[C@H](Cc1ccccc1)C,C(=O)(C(CCCCN)N)NC(Cc1ccccc1)C,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,263.38525,0,,yes,yes,0,0,,AD,0,0,0,0,CC(Cc1ccccc1)NC(=O)C(N)CCCCN,CCCCCC(C)C(C)CC(C)CC1CCCCC1
CHEMBL134342,DB00166,C(=O)(O)CCCC[C@H]1SSCC1,C(=O)(O)CCCCC1SSCC1,OC(=O)CCCC[C@@H]1CCSS1,206.32718,0,,yes,yes,0,,,AD,0,0,0,0,O=C(O)CCCCC1CCSS1,CC(C)CCCCC1CCCC1
CHEMBL2010507,DB13624,O(c1c(cccc1)CC(NC)C)C,O(c1c(cccc1)CC(NC)C)C,CNC(C)Cc1ccccc1OC,179.26369,0,,yes,yes,0,0,,AD,0,0,0,0,CNC(C)Cc1ccccc1OC,CCC(C)CC1CCCCC1CC
CHEMBL3989944,DB14783,C(=O)(OCCN1C(=O)CCC1=O)/C=C/C(=O)OC,C(=O)(OCCN1C(=O)CCC1=O)C=CC(=O)OC,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,255.22881,0,,yes,yes,0,0,,AD,0,0,0,0,COC(=O)C=CC(=O)OCCN1C(=O)CCC1=O,CCC(C)CCC(C)CCCC1C(C)CCC1C
CHEMBL2364968,DB01049,C(=O)(N[C@]1(C(=O)N2[C@](O1)(O)[C@H]3N(C(=O)[C@@H]2Cc4ccccc4)CCC3)C(C)C)[C@H]5CN([C@H]6[C@@H](c7c8c(ccc7)[nH]cc8C6)C5)C,C(=O)(NC1(C(=O)N2C(O1)(O)C3N(C(=O)C2Cc4ccccc4)CCC3)C(C)C)C5CN(C6C(c7c8c(ccc7)[nH]cc8C6)C5)C,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CCC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,611.74577,1,Mw,yes,yes,0,0,,AD,0,0,0,0,CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O,CC(CC1(C(C)C)CC2(C)C3CCCC3C(C)C(CC3CCCCC3)C2C1C)C1CC(C)C2CC3CCC4CCCC(C2C1)C43
CHEMBL249856,DB04880,C(=O)(C1=C(NC(=O)N1)C)c2ccc(SC)cc2,C(=O)(C1=C(NC(=O)N1)C)c2ccc(SC)cc2,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,248.30504,0,,yes,yes,0,0,,AD,0,0,0,0,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,CCC1CCC(C(C)C2CC(C)CC2C)CC1
CHEMBL1064,DB00641,C(C(CC)(C)C)(=O)O[C@@H]1[C@H]2C(C=C[C@@H]([C@@H]2CC[C@H]3OC(=O)C[C@H](O)C3)C)=C[C@@H](C1)C,C(C(CC)(C)C)(=O)OC1C2C(C=CC(C2CCC3OC(=O)CC(O)C3)C)=CC(C1)C,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,418.57736,0,,yes,yes,0,0,,AD,0,0,0,0,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,CCC(C)(C)C(C)CC1CC(C)CC2CCC(C)C(CCC3CC(C)CC(C)C3)C21
CHEMBL296306,DB00581,O([C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO)[C@H]2[C@@H]([C@@](O[C@@H]2CO)(O)CO)O,O(C1OC(C(O)C(O)C1O)CO)C2C(C(OC2CO)(O)CO)O,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,342.30194,2,Hb; NO,yes,yes,0,0,,AD,0,0,0,0,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,CCC1CC(CC2C(CC)CC(C)(CC)C2C)C(C)C(C)C1C
CHEMBL1213420,DB09215,O=C1C2=C(c3c(S(=O)(=O)N2C)cccc3)OC(=O)N1c4ncccc4,O=C1C2=C(c3c(S(=O)(=O)N2C)cccc3)OC(=O)N1c4ncccc4,CN1C2=C(OC(=O)N(C2=O)C2=CC=CC=N2)C2=CC=CC=C2S1(=O)=O,357.34637,0,,yes,yes,1,,1,WD,2,1,1,0,CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,CC1CC2C3CCCCC3C(C)(C)C(C)C2C(C)C1C1CCCCC1
CHEMBL2107430,,C(c1c(F)cccc1)(c2ccc(F)cc2)(c3ccccc3)n4cncc4,C(c1c(F)cccc1)(c2ccc(F)cc2)(c3ccccc3)n4cncc4,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1,346.38192,1,LP,no,yes,,0,,,0,0,0,0,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1,CC1CCC(C(C2CCCCC2)(C2CCCC2)C2CCCCC2C)CC1
CHEMBL1200368,DB00522,C(=O)(c1ccccc1)N[C@H](C(=O)Nc2ccc(C(=O)O)cc2)Cc3ccc(O)cc3,C(=O)(c1ccccc1)NC(C(=O)Nc2ccc(C(=O)O)cc2)Cc3ccc(O)cc3,O=C(O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,404.4251,0,,yes,yes,1,0,,DISCONT,0,0,0,0,O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,CC1CCC(CC(CC(C)C2CCCCC2)C(C)CC2CCC(C(C)C)CC2)CC1
CHEMBL595,DB01132,O=C1SC(C(=O)N1)Cc2ccc(OCCc3ncc(cc3)CC)cc2,O=C1SC(C(=O)N1)Cc2ccc(OCCc3ncc(cc3)CC)cc2,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,356.4459,0,,yes,yes,0,0,1,AD,1,1,0,0,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,CCC1CCC(CCCC2CCC(CC3CC(C)CC3C)CC2)CC1
CHEMBL1676,DB08906,C(=O)(O[C@@]1(C(=O)SCF)[C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)[C@@H](F)C3)C)[C@@H](O)C2)C[C@H]1C)C)c5occc5,C(=O)(OC1(C(=O)SCF)C2(C(C3C(F)(C4(C(=CC(=O)C=C4)C(F)C3)C)C(O)C2)CC1C)C)c5occc5,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,538.58643,1,Mw,yes,yes,0,0,,AD,0,0,0,0,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)SCF,CCCC(C)C1(CC(C)C2CCCC2)C(C)CC2C3CC(C)C4CC(C)CCC4(C)C3(C)C(C)CC21C
CHEMBL524,DB00723,O(c1c(C(C(N)C)O)cc(OC)cc1)C,O(c1c(C(C(N)C)O)cc(OC)cc1)C,COc1ccc(OC)c(C(O)C(C)N)c1,211.26249,0,,yes,yes,0,0,,AD,0,0,0,0,COc1ccc(OC)c(C(O)C(C)N)c1,CCC1CCC(CC)C(C(C)C(C)C)C1
CHEMBL206253,DB09048,C(C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(C)C)(N(c2c(-c3c(cccc3)C)cc(nc2)N4CCN(CC4)C)C)=O,C(C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(C)C)(N(c2c(-c3c(cccc3)C)cc(nc2)N4CCN(CC4)C)C)=O,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,578.60464,2,Mw; LP,yes,yes,0,0,,AD,0,0,0,0,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC1CCC(C2CCC(C(C)C(C)C(C)(C)C3CC(C(C)(C)C)CC(C(C)(C)C)C3)C(C3CCCCC3C)C2)CC1
CHEMBL1617,DB01220,C(=O)(O[C@H]1[C@@H]([C@H](O)[C@@H]([C@@H](O)[C@H](/C=C/C=C(\C(=O)Nc2c3c(c4c5C(=O)[C@](Oc5c(c(c4c2O)O)C)(O/C=C/[C@H](OC)[C@H]1C)C)nc6n3C=CC(=C6)C)/C)C)C)C)C,C(=O)(OC1C(C(O)C(C(O)C(C=CC=C(C(=O)Nc2c3c(c4c5C(=O)C(Oc5c(c(c4c2O)O)C)(OC=CC(OC)C1C)C)nc6n3C=CC(=C6)C)C)C)C)C)C,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,785.89727,2,Mw; NO,yes,yes,0,0,,AD,0,0,0,0,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,CCC1CCCC2(C)CC3C(C)C(C)C4C(C)C(CC(C)C(C)CCCC(C)C(C)C(C)C(C)C(C)C(CC(C)C)C1C)C1C5CCC(C)CC5CC1C4C3C2C
CHEMBL1619,DB00242,Clc1nc2c(c(n1)N)ncn2[C@@H]3O[C@@H]([C@@H](O)C3)CO,Clc1nc2c(c(n1)N)ncn2C3OC(C(O)C3)CO,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,285.69134,0,,yes,yes,0,0,,AD,0,0,0,0,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,CCC1CC(C2CCC3C(C)CC(C)CC32)CC1C
CHEMBL2105456,DB13286,C(N(c1ccccc1)Nc2ccccc2)(=O)C(C(=O)O)CCCC,C(N(c1ccccc1)Nc2ccccc2)(=O)C(C(=O)O)CCCC,CCCCC(C(O)=O)C(=O)N(NC1=CC=CC=C1)C1=CC=CC=C1,326.39784,0,,yes,yes,0,,,AD,0,0,0,0,CCCCC(C(=O)O)C(=O)N(Nc1ccccc1)c1ccccc1,CCCCC(C(C)C)C(C)C(CC1CCCCC1)C1CCCCC1
CHEMBL1201340,DB13720,C(c1ccccc1)(c2ccccc2)=C3CC[N+](CC3)(C)C,C(c1ccccc1)(c2ccccc2)=C3CC[N+](CC3)(C)C,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,278.41998,0,,yes,yes,1,0,,DISCONT,0,0,0,0,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,CC1(C)CCC(C(C2CCCCC2)C2CCCCC2)CC1
CHEMBL1088977,DB00118,C(=O)([O-])[C@H](CC[S+](C[C@H]1O[C@@H](n2c3c(c(ncn3)N)nc2)[C@H](O)[C@@H]1O)C)N,C(=O)([O-])C(CC[S+](CC1OC(n2c3c(c(ncn3)N)nc2)C(O)C1O)C)N,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,398.44304,2,Hb; NO,yes,yes,0,0,,AD,0,0,0,0,C[S+](CCC(N)C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,CC(CCC(C)C(C)C)CC1CC(C2CCC3C(C)CCCC32)C(C)C1C
CHEMBL1474963,,C(=O)(c1c2c(oc1CC)cccc2)c3ccc(O)cc3,C(=O)(c1c2c(oc1CC)cccc2)c3ccc(O)cc3,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,266.29848,0,,no,yes,,1,1,WD,2,1,1,0,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,CCC1CC2CCCCC2C1C(C)C1CCC(C)CC1
CHEMBL1323,DB01264,C(=O)(O[C@@H]1[C@H]2[C@@H](OC1)OCC2)N[C@H]([C@H](O)CN(S(=O)(=O)c3ccc(cc3)N)CC(C)C)Cc4ccccc4,C(=O)(OC1C2C(OC1)OCC2)NC(C(O)CN(S(=O)(=O)c3ccc(cc3)N)CC(C)C)Cc4ccccc4,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,547.67449,1,Mw,yes,yes,0,0,,AD,0,0,0,0,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,CC(C)CC(CC(C)C(CC(C)CC1CCC2CCCC21)CC1CCCCC1)C(C)(C)C1CCC(C)CC1
CHEMBL254857,,C(=O)(N1CCN(Cc2cc3c(OCO3)cc2)CC1)COc4ccc(Cl)cc4,C(=O)(N1CCN(Cc2cc3c(OCO3)cc2)CC1)COc4ccc(Cl)cc4,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,388.85337,0,,no,yes,,1,1,WD,2,1,1,0,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,CC1CCC(CCC(C)C2CCC(CC3CCC4CCCC4C3)CC2)CC1
CHEMBL1096885,DB00385,C(C(F)(F)F)(=O)N[C@@H]1[C@H](O)[C@@H](O[C@@H](O[C@@H]2c3c(c4C(=O)c5c(OC)cccc5C(=O)c4c(c3C[C@](C(=O)COC(=O)CCCC)(O)C2)O)O)C1)C,C(C(F)(F)F)(=O)NC1C(O)C(OC(OC2c3c(c4C(=O)c5c(OC)cccc5C(=O)c4c(c3CC(C(=O)COC(=O)CCCC)(O)C2)O)O)C1)C,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,723.65842,2,Mw; NO,yes,yes,0,0,,AD,0,0,0,0,CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,CCCCC(C)CCC(C)C1(C)CC(CC2CC(C)C(C)C(CC(C)C(C)(C)C)C2)C2C(C)C3C(C)C4C(CC)CCCC4C(C)C3C(C)C2C1
CHEMBL3039597,DB00798,O(C1OC(C(NC)C)CCC1N)C2C(O)C(OC3OCC(O)(C(NC)C3O)C)C(N)CC2N,O(C1OC(C(NC)C)CCC1N)C2C(O)C(OC3OCC(O)(C(NC)C3O)C)C(N)CC2N,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,477.60511,2,Hb; NO,yes,yes,0,,,AD,0,0,0,0,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,CCC(C)C1CCC(C)C(CC2C(C)CC(C)C(CC3CCC(C)(C)C(CC)C3C)C2C)C1
CHEMBL15770,DB00605,C(=O)(O)CC1c2c(/C(/C=1C)=C\c3ccc(S(=O)C)cc3)ccc(F)c2,C(=O)(O)CC1c2c(C(C=1C)=Cc3ccc(S(=O)C)cc3)ccc(F)c2,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,356.41809,0,,yes,yes,0,0,,AD,0,0,0,0,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,CC(C)CC1C(C)C(CC2CCC(C(C)C)CC2)C2CCC(C)CC12
CHEMBL1214,DB00578,C(=O)(C(C(=O)O)c1ccccc1)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C,C(=O)(C(C(=O)O)c1ccccc1)NC2C(=O)N3C(C(=O)O)C(SC32)(C)C,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,378.40596,0,,yes,yes,0,0,,AD,0,0,0,0,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,CC(C)C(C(C)CC1C(C)C2C1CC(C)(C)C2C(C)C)C1CCCCC1
CHEMBL198362,DB06228,C(=O)(c1sc(Cl)cc1)NC[C@@H]2OC(=O)N(c3ccc(N4C(=O)COCC4)cc3)C2,C(=O)(c1sc(Cl)cc1)NCC2OC(=O)N(c3ccc(N4C(=O)COCC4)cc3)C2,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,435.88846,0,,yes,yes,0,0,,AD,0,0,0,0,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,CC1CCC(C(C)CCC2CC(C)C(C3CCC(C4CCCCC4C)CC3)C2)C1
CHEMBL956,DB00870,C(=O)(c1sccc1)c2ccc(C(C(=O)O)C)cc2,C(=O)(c1sccc1)c2ccc(C(C(=O)O)C)cc2,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,260.31324,0,,yes,yes,1,1,1,WD,3,1,1,1,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CC(C)C(C)C1CCC(C(C)C2CCCC2)CC1
CHEMBL52440,DB00514,O(c1cc2c(cc1)C[C@@H]3N(CC[C@@]24[C@@H]3CCCC4)C)C,O(c1cc2c(cc1)CC3N(CCC24C3CCCC4)C)C,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,271.40515,0,,yes,yes,0,0,,AD,0,0,0,0,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,CCC1CCC2CC3C(C)CCC4(CCCCC34)C2C1
CHEMBL1190,DB01245,[N+](CCCCCCCCCC[N+](C)(C)C)(C)(C)C,[N+](CCCCCCCCCC[N+](C)(C)C)(C)(C)C,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,258.49386,0,,yes,yes,0,0,,AD,0,0,0,0,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,CC(C)(C)CCCCCCCCCCC(C)(C)C
