,index,chembl_id,Phase,Smiles,market,standardized_smiles,scaffolds
1804,1804,CHEMBL2104940,0,CCC(C)N(CC(O)c1cccn1Cc1ccccc1Cl)C(C)CC,0,CCC(C)N(CC(O)c1cccn1Cc1ccccc1Cl)C(C)CC,CCC(C)C(CC(C)C1CCCC1CC1CCCCC1C)C(C)CC
8,8,CHEMBL560592,3,NCC(=O)N1C[C@H](NC(=O)c2ccccc2)C[C@H]1C(=O)O,0,NCC(=O)N1C[C@H](NC(=O)c2ccccc2)C[C@H]1C(=O)O,CCC(C)C1CC(CC(C)C2CCCCC2)CC1C(C)C
2245,2245,CHEMBL2104734,3,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,0,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,CC(C)CC(C)CC1C2CCCCC2C(C)(C)C2CCCCC12
220,220,CHEMBL2107427,0,COc1ccc(C(=O)COC(=O)/C=C(C)\C=C\C=C(C)\C=C\C2=C(C)CCCC2(C)C)cc1,0,COc1ccc(C(=O)COC(=O)/C=C(C)\C=C\C=C(C)\C=C\C2=C(C)CCCC2(C)C)cc1,CCC1CCC(C(C)CCC(C)CC(C)CCCC(C)CCC2C(C)CCCC2(C)C)CC1
8943,8943,CHEMBL2218905,0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC2CCCO2)C1c1ccccc1[N+](=O)[O-],0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC2CCCO2)C1c1ccccc1[N+](=O)[O-],CCC(C)C1C(C)CC(C)C(C(C)CCC2CCCC2)C1C1CCCCC1C(C)C
6387,6387,CHEMBL487,3,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1,0,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1,CCC(C1CCCCC1)C(C1CCC(CCCC(C)C)CC1)C1CCCC(C)C1
1840,1840,CHEMBL594,4,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,1,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,CCCCCC1C2CCCCC2CC1C1CCCC(C)CC1
832,832,CHEMBL1257015,4,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,1,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,CCC1CCC(C(C)CCC2CCCCC2)CC1C(C)CCC1CCCCC1
2167,2167,CHEMBL539697,4,CCCCCCOC(=O)/N=C(\N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,1,CCCCCCOC(=O)/N=C(\N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,CCCCCCCC(C)CC(C)C1CCC(CCC2CC3CC(C(C)C(CCC(C)CCC)C4CCCCC4)CCC3C2C)CC1
9348,9348,CHEMBL2103987,0,CC1(C)C2=CC[C@H]3[C@@H]4CC[C@](C)(O)[C@@]4(C)CC[C@@H]3[C@@]2(C)Cc2cnoc21,0,CC1(C)C2=CC[C@H]3[C@@H]4CC[C@](C)(O)[C@@]4(C)CC[C@@H]3[C@@]2(C)Cc2cnoc21,CC1(C)C2CCCC2CC2(C)C3CCC4(C)C(CCC4(C)C)C3CCC12
3053,3053,CHEMBL2104570,0,CN(CCO)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,0,CN(CCO)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,CCCC(C)C1CC2C(C)C(C)C(C)C(C)C2C1C
4196,4196,CHEMBL2105353,0,CC(OC(N)=O)C(C)C(C)OC(N)=O,0,CC(OC(N)=O)C(C)C(C)OC(N)=O,CC(C)CC(C)C(C)C(C)CC(C)C
2591,2591,CHEMBL15023,4,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,1,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,CC1CCC(C(C)CCCC2CCC(C)(C3CCCC(C(C)(C)C)C3)CC2)CC1
255,255,CHEMBL3545085,1,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,0,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,CC1CCC(C2CC(CCC3CCC(C(C)C)C3)CC(CC3CCC(C4CC4)C3)C2)CC1
260,260,CHEMBL4297385,2,COC[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C,0,COC[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C,CCCC1C(C2CCC(C)C(C)C2)CC2CCC1C2C
2509,2509,CHEMBL3989641,0,Cc1cc(C)n(C(=O)N[C@@H]2C[C@@H]3c4cccc5c4c(cn5C)C[C@H]3N(C)C2)n1,0,Cc1cc(C)n(C(=O)N[C@@H]2C[C@@H]3c4cccc5c4c(cn5C)C[C@H]3N(C)C2)n1,CC1CC(C)C(C(C)CC2CC(C)C3CC4CC(C)C5CCCC(C3C2)C45)C1
6050,6050,CHEMBL2106127,0,CN1CCN(C(=O)c2cc(S(=O)(=O)N(C)C)ccc2N)CC1,0,CN1CCN(C(=O)c2cc(S(=O)(=O)N(C)C)ccc2N)CC1,CC1CCC(C(C)C2CC(C(C)(C)C(C)C)CCC2C)CC1
7982,7982,CHEMBL201960,4,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,1,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,CCCC(C1CCCC1)C(C)C1CCC(C)CC1
4220,4220,CHEMBL2105547,0,Cc1ccccc1C(=O)NC(c1ccncc1)C(NC(=O)c1ccccc1C)c1ccncc1,0,Cc1ccccc1C(=O)NC(c1ccncc1)C(NC(=O)c1ccccc1C)c1ccncc1,CC1CCCCC1C(C)CC(C1CCCCC1)C(CC(C)C1CCCCC1C)C1CCCCC1
8446,8446,CHEMBL2110795,0,N#Cc1ccc(OCC(O)COc2cccc3oc(-c4nnn[nH]4)cc(=O)c23)cc1,0,N#Cc1ccc(OCC(O)COc2cccc3oc(-c4nnn[nH]4)cc(=O)c23)cc1,CCC1CCC(CCC(C)CCC2CCCC3CC(C4CCCC4)CC(C)C23)CC1
8082,8082,CHEMBL3989894,0,Cc1nnc(C(CCN2CC3CCC2CC3)(c2ccccc2)c2ccccc2)o1,0,Cc1nnc(C(CCN2CC3CCC2CC3)(c2ccccc2)c2ccccc2)o1,CC1CCC(C(CCC2CC3CCC2CC3)(C2CCCCC2)C2CCCCC2)C1
5684,5684,CHEMBL459324,4,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,1,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,CC(C)CC1CCC2CC3C(C)CCC45C(CC1C24)C(CC(C)C)CCC35
4627,4627,CHEMBL3137316,2,Cc1ncccc1NC(=O)c1ccc2c(c1)CC[C@@H]1C[C@@](OP(=O)(O)O)(C(F)(F)F)CC[C@@]21Cc1ccccc1,0,Cc1ncccc1NC(=O)c1ccc2c(c1)CC[C@@H]1C[C@@](OP(=O)(O)O)(C(F)(F)F)CC[C@@]21Cc1ccccc1,CC1CCCCC1CC(C)C1CCC2C(CCC3CC(CC(C)(C)C)(C(C)(C)C)CCC32CC2CCCCC2)C1
1172,1172,CHEMBL267744,4,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,1,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,CC(C)CCC1CCC(C(C)C2CCCC2)C(C)C1C
9465,9465,CHEMBL18797,0,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,0,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,CCC1CCC(CC2C(C)C(CC(C)C)C3CC(C)CCC32)CC1
513,513,CHEMBL3989508,0,CC(=O)N[C@@H](CCC(=O)C=[N+]=[N-])C(=O)O,0,CC(=O)N[C@@H](CCC(=O)C=[N+]=[N-])C(=O)O,CCCC(C)CCC(CC(C)C)C(C)C
561,561,CHEMBL318153,0,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,0,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,CCC1CC(C2CC(CC)C(C)CC2C)CC1C
9452,9452,CHEMBL1987462,4,CCCCNCC(O)c1ccc(O)cc1,1,CCCCNCC(O)c1ccc(O)cc1,CCCCCCC(C)C1CCC(C)CC1
9884,9884,CHEMBL2106809,0,O=C1CCCCC1c1c(O)ccc2ccccc12,0,O=C1CCCCC1c1c(O)ccc2ccccc12,CC1CCCCC1C1C(C)CCC2CCCCC21
7420,7420,CHEMBL1014,4,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CCCC1CC2CCCC(C(C)CC(C)CC(C)CC3CCCCC3)C2C1CC1CCC(C2CCCCC2C2CCCC2)CC1
2057,2057,CHEMBL1463345,4,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]21CCC(=O)O1,1,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]21CCC(=O)O1,CC1CCC2(C)C(CCC3C2CCC2(C)C3CCC23CCC(C)C3)C1
7791,7791,CHEMBL175633,0,CC(C)N1CCN(c2ccc(N3CCN(c4ccc(OC[C@H]5OC[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)C1=O,0,CC(C)N1CCN(c2ccc(N3CCN(c4ccc(OC[C@H]5OC[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)C1=O,CC1CCC(C2(CC3CCCC3)CCC(CCC3CCC(C4CCC(C5CCC(C6CCC(C(C)C)C6C)CC5)CC4)CC3)C2)C(C)C1
8462,8462,CHEMBL49429,3,Cc1ccc(F)cc1C(=O)Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc32)c(Cl)c1,0,Cc1ccc(F)cc1C(=O)Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc32)c(Cl)c1,CC1CCC(C)C(C(C)CC2CCC(C(C)C3CC4CCCC4CC4CCCCC43)C(C)C2)C1
7604,7604,CHEMBL2107166,0,CN(C)S(=O)(=O)c1cc(-c2cs/c(=N/c3ccccc3)n2C)ccc1Cl,0,CN(C)S(=O)(=O)c1cc(-c2cs/c(=N/c3ccccc3)n2C)ccc1Cl,CC1CCC(C2CCC(CC3CCCCC3)C2C)CC1C(C)(C)C(C)C
9668,9668,CHEMBL2104620,0,CC(CC(=O)Nc1ccc(Cl)cc1Cl)N1CCCCC1,0,CC(CC(=O)Nc1ccc(Cl)cc1Cl)N1CCCCC1,CC1CCC(CC(C)CC(C)C2CCCCC2)C(C)C1
8466,8466,CHEMBL3707311,2,CCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@@]21C,0,CCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@@]21C,CCC(C)C1(C)C(C)CC2C3CCC4CC(C)CCC4(C)C3CCC21C
4191,4191,CHEMBL452461,2,O=c1c2c(c1=O)N(CCP(=O)(O)O)CCCN2,0,O=c1c2c(c1=O)N(CCP(=O)(O)O)CCCN2,CC1C(C)C2C(CCC(C)(C)C)CCCCC12
5774,5774,CHEMBL296522,3,COc1cc(N)c(Cl)cc1C(=O)NC1CCN2CCCC1C2,0,COc1cc(N)c(Cl)cc1C(=O)NC1CCN2CCCC1C2,CCC1CC(C)C(C)CC1C(C)CC1CCC2CCCC1C2
476,476,CHEMBL2106856,0,CCC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(C(F)(F)F)c1,0,CCC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(C(F)(F)F)c1,CCC(C)CC(C)(C)C1CCCCC1CC1CCCC(C(C)(C)C)C1
9156,9156,CHEMBL4300945,1,Cc1cnc(C[S@@+]([O-])c2nc3ccccc3[nH]2)c(C)c1OCC1COC(C)(C)OC1,0,Cc1cnc(C[S@@+]([O-])c2nc3ccccc3[nH]2)c(C)c1OCC1COC(C)(C)OC1,CC(CC1CCC(C)C(CCC2CCC(C)(C)CC2)C1C)C1CC2CCCCC2C1
2078,2078,CHEMBL4297141,0,NCC1Cc2ccc(F)cc2C(c2ccccc2)O1,0,NCC1Cc2ccc(F)cc2C(c2ccccc2)O1,CCC1CC2CCC(C)CC2C(C2CCCCC2)C1
1721,1721,CHEMBL302795,4,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,1,CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,CC(CC1CCCCC1)C1C(C)C2CCCC2C(C)(C)C1C
1898,1898,CHEMBL3707254,0,O=C1CN(/N=C/C=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,0,O=C1CN(/N=C/C=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,CC1CC(C)C(CCCCC2CCC(C(C)C)C2)C1
6514,6514,CHEMBL2106026,0,CC(=O)OC1C[C@]2(C)CC[C@H]1C2(C)C,0,CC(=O)OC1C[C@]2(C)CC[C@H]1C2(C)C,CC(C)CC1CC2(C)CCC1C2(C)C
4865,4865,CHEMBL605525,2,C=C1[C@H](O)CC(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@@H](C)CCCC(C)(C)O)C[C@H]1O,0,C=C1[C@H](O)CC(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@@H](C)CCCC(C)(C)O)C[C@H]1O,CC1CC(CCC2CCCC3(C)C(C(C)CCCC(C)(C)C)CCC23)CC(C)C1C
9285,9285,CHEMBL367197,0,Cc1nc2ncnn2c2c1CCN2C(C)(C)C,0,Cc1nc2ncnn2c2c1CCN2C(C)(C)C,CC1CC2CCCC2C2C1CCC2C(C)(C)C
4823,4823,CHEMBL534,4,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,1,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,CC1CCC(C2C3CCCCC3CC(C)C3CCCC32)CC1
983,983,CHEMBL1697784,0,CC(=O)OCC(=O)[C@@]1(OC(=O)C(C)C)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,CC(=O)OCC(=O)[C@@]1(OC(=O)C(C)C)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CC(C)CCC(C)C1(CC(C)C(C)C)C(C)CC2C3CCC4CC(C)CCC4(C)C3(C)C(C)CC21C
5607,5607,CHEMBL2105122,0,COc1ncccc1C(=O)NCCC1CCN(S(=O)(=O)NC(=O)NCC2CC3C=CC2C3)CC1,0,COc1ncccc1C(=O)NCCC1CCN(S(=O)(=O)NC(=O)NCC2CC3C=CC2C3)CC1,CCC1CCCCC1C(C)CCCC1CCC(C(C)(C)CC(C)CCC2CC3CCC2C3)CC1
9833,9833,CHEMBL476186,0,CO[C@@H]1C[C@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)N(C(=O)Nc2ccc(Cl)cc2)C1,0,CO[C@@H]1C[C@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)N(C(=O)Nc2ccc(Cl)cc2)C1,CCC1CC(C(C)CC2CCC(C)CC2)C(C(C)CC2CCC(C3CCCCC3C)CC2C)C1
3328,3328,CHEMBL2104951,0,COc1ccc2c(c1)CN(C(=O)C(=O)O)CCS2,0,COc1ccc2c(c1)CN(C(=O)C(=O)O)CCS2,CCC1CCC2CCCC(C(C)C(C)C)CC2C1
2341,2341,CHEMBL2104306,0,OCCN(CCO)c1nc(-c2ccccc2)c(-c2ccccc2)o1,0,OCCN(CCO)c1nc(-c2ccccc2)c(-c2ccccc2)o1,CCCC(CCC)C1CC(C2CCCCC2)C(C2CCCCC2)C1
4121,4121,CHEMBL2110706,0,O=c1[nH]c2ccccc2c(=O)n1CCCN1CCN(c2ccccc2)CC1,0,O=c1[nH]c2ccccc2c(=O)n1CCCN1CCN(c2ccccc2)CC1,CC1CC2CCCCC2C(C)C1CCCC1CCC(C2CCCCC2)CC1
3236,3236,CHEMBL1888176,4,O=C(O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,1,O=C(O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,CC(CC1CC2CCC(C1)C21CCCC1)C(C)(C1CCCCC1)C1CCCCC1
1968,1968,CHEMBL1131,4,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,1,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,CCC1CC(C)C(CCC(C)CCCC(C)CC(C)C)C(C)C1C
5476,5476,CHEMBL2107762,2,CCCN(c1ccncc1F)n1cc(C)c2ccccc21,0,CCCN(c1ccncc1F)n1cc(C)c2ccccc21,CCCC(C1CCCCC1C)C1CC(C)C2CCCCC21
5817,5817,CHEMBL1614652,2,O=C1c2ccccc2S(=O)(=O)N1CCCCNC[C@H]1CCc2ccccc2O1,0,O=C1c2ccccc2S(=O)(=O)N1CCCCNC[C@H]1CCc2ccccc2O1,CC1C2CCCCC2C(C)(C)C1CCCCCCC1CCC2CCCCC2C1
8372,8372,CHEMBL2106019,0,CN(C)CCOC(=O)c1ccc(Cl)c(N)c1,0,CN(C)CCOC(=O)c1ccc(Cl)c(N)c1,CC(C)CCCC(C)C1CCC(C)C(C)C1
1805,1805,CHEMBL523367,2,COc1cc(C(C#N)(CCCN(C)CCc2ccccc2)C(C)C)cc(OC)c1OC,0,COc1cc(C(C#N)(CCCN(C)CCc2ccccc2)C(C)C)cc(OC)c1OC,CCC1CC(C(CC)(CCCC(C)CCC2CCCCC2)C(C)C)CC(CC)C1CC
3840,3840,CHEMBL3707255,0,CC1(C)OC2(C)C(O)CC1CC2O,0,CC1(C)OC2(C)C(O)CC1CC2O,CC1CC2CC(C)C1(C)CC2(C)C
6108,6108,CHEMBL44746,0,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,0,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,CCC1C2CCCC2C(CC)C2C(C)CC(C)CC12
9242,9242,CHEMBL2104863,0,CC1(C)CN(c2ncc(C(=O)Nc3cccc(C(F)(F)F)c3)c(N)n2)C(=O)N1,0,CC1(C)CN(c2ncc(C(=O)Nc3cccc(C(F)(F)F)c3)c(N)n2)C(=O)N1,CC(CC1CCCC(C(C)(C)C)C1)C1CCC(C2CC(C)(C)CC2C)CC1C
3775,3775,CHEMBL1194325,4,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,1,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,CC(CC1CC2(CCCCC3CCCCC3)CCC1CC2)C(C)(C1CCCC1)C1CCCC1
9478,9478,CHEMBL245621,0,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,0,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,CC1CCC(C(C)CCCC2CCC(C3C(C)CC4CC(C)CCC43)CC2)CC1
289,289,CHEMBL1630842,2,CCN1c2ncc(CCOc3cc[n+]([O-])c4ccccc34)cc2C(=O)N(C)c2cccnc21,0,CCN1c2ncc(CCOc3cc[n+]([O-])c4ccccc34)cc2C(=O)N(C)c2cccnc21,CCC1C2CCCCC2C(C)C(C)C2CC(CCCC3CCC(C)C4CCCCC34)CCC21
7550,7550,CHEMBL2103967,0,CCC(Br)(C(N)=O)C(C)C,0,CCC(Br)(C(N)=O)C(C)C,CCC(C)(C(C)C)C(C)C
8107,8107,CHEMBL2106970,0,Cc1c(C)c2ccc(OCCCN3CCN(Cc4ccc(Cl)cc4)CC3)cc2oc1=O,0,Cc1c(C)c2ccc(OCCCN3CCN(Cc4ccc(Cl)cc4)CC3)cc2oc1=O,CC1CCC(CC2CCC(CCCCC3CCC4C(C3)CC(C)C(C)C4C)CC2)CC1
1523,1523,CHEMBL2104464,0,CC(C(=O)O)c1ccc(C2CCCCC2)c2ccccc12,0,CC(C(=O)O)c1ccc(C2CCCCC2)c2ccccc12,CC(C)C(C)C1CCC(C2CCCCC2)C2CCCCC12
2908,2908,CHEMBL2106460,0,Clc1cc(-c2ccccc2)ccc1OCCCN1CCOCC1,0,Clc1cc(-c2ccccc2)ccc1OCCCN1CCOCC1,CC1CC(C2CCCCC2)CCC1CCCCC1CCCCC1
5158,5158,CHEMBL3989455,0,CCN(CC)C(=O)[C@H]1[C@@H]2C=C[C@@H](C2)[C@@H]1C(=O)N(CC)CC,0,CCN(CC)C(=O)[C@H]1[C@@H]2C=C[C@@H](C2)[C@@H]1C(=O)N(CC)CC,CCC(CC)C(C)C1C2CCC(C2)C1C(C)C(CC)CC
8950,8950,CHEMBL2107458,0,CC(C(=O)O)c1ccc(-c2cccc(F)c2)cc1,0,CC(C(=O)O)c1ccc(-c2cccc(F)c2)cc1,CC1CCCC(C2CCC(C(C)C(C)C)CC2)C1
1491,1491,CHEMBL4297421,1,O=C(Nc1nc(-c2ccc(O)c(O)c2)c(-c2ccccc2)s1)c1ccc(O)c(O)c1,0,O=C(Nc1nc(-c2ccc(O)c(O)c2)c(-c2ccccc2)s1)c1ccc(O)c(O)c1,CC1CCC(C(C)CC2CC(C3CCCCC3)C(C3CCC(C)C(C)C3)C2)CC1C
8417,8417,CHEMBL2107548,0,CCc1ccc(/C(=C(\Br)c2ccccc2)c2ccccc2)cc1,0,CCc1ccc(/C(=C(\Br)c2ccccc2)c2ccccc2)cc1,CCC1CCC(C(C2CCCCC2)C(C)C2CCCCC2)CC1
9814,9814,CHEMBL2365940,2,C[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](CC(C#N)(c1ccccc1)c1ccccc1)C2,0,C[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](CC(C#N)(c1ccccc1)c1ccccc1)C2,CCC(CC1CC2CCC(C1)C2(C)C)(C1CCCCC1)C1CCCCC1
7898,7898,CHEMBL1232111,2,C#CCN(C)CC1=Cc2ccccc2Oc2ccccc21,0,C#CCN(C)CC1=Cc2ccccc2Oc2ccccc21,CCCC(C)CC1CC2CCCCC2CC2CCCCC21
2302,2302,CHEMBL277465,0,CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O,0,CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O,CCCCC1C(C)C(CCCC)C2CCC(CC(C)C)C2C1C
726,726,CHEMBL4594372,0,Nc1ccn(C[C@@H](CO)OCP(=O)(O)OP(=O)(O)OP(=O)(O)O)c(=O)n1,0,Nc1ccn(C[C@@H](CO)OCP(=O)(O)OP(=O)(O)OP(=O)(O)O)c(=O)n1,CCC(CCC(C)(C)CC(C)(C)CC(C)(C)C)CC1CCC(C)CC1C
9069,9069,CHEMBL2104674,0,CCCCNCC1COc2ccccc2O1,0,CCCCNCC1COc2ccccc2O1,CCCCCCC1CCC2CCCCC2C1
7530,7530,CHEMBL2104190,0,N#CC(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0,N#CC(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,CCC(C1CCC(C)CC1)C1CCC(C2CCC(C)CC2C)CC1C
8629,8629,CHEMBL1789941,4,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,1,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,CCCC(C1CCCC1)C1CCC(C2CCCC3CCCC32)C1
7206,7206,CHEMBL2104907,0,CCNC1=NC(=O)C(c2ccccc2)O1,0,CCNC1=NC(=O)C(c2ccccc2)O1,CCCC1CC(C)C(C2CCCCC2)C1
8666,8666,CHEMBL296602,0,CNC1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21,0,CNC1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21,CCC1CC(C2CCC(C)C(C)C2)C2CCCCC12
5598,5598,CHEMBL1742456,0,Cc1cc2c(OCC(O)CNC(C)CCn3cnc4c3c(=O)n(C)c(=O)n4C)cccc2[nH]1,0,Cc1cc2c(OCC(O)CNC(C)CCn3cnc4c3c(=O)n(C)c(=O)n4C)cccc2[nH]1,CC(CCC(C)CCC1CCC2C(C)C(C)C(C)C(C)C12)CCC1CCCC2CC(C)CC12
8155,8155,CHEMBL2104161,0,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,CC1CCC(C(CCCC2CCC(C3C(C)CC4CC(C)CCC43)CC2)C2CCC(C)CC2)CC1
5165,5165,CHEMBL329123,2,CCCc1c(OCCCOc2cc(O)c(-c3ccc(F)cc3)cc2CC)cccc1Oc1ccccc1C(=O)O,0,CCCc1c(OCCCOc2cc(O)c(-c3ccc(F)cc3)cc2CC)cccc1Oc1ccccc1C(=O)O,CCCC1C(CCCCCC2CC(C)C(C3CCC(C)CC3)CC2CC)CCCC1CC1CCCCC1C(C)C
8001,8001,CHEMBL424518,0,COc1ccc(CCC(C)NCC(O)c2ccc(O)c([S+](C)[O-])c2)cc1,0,COc1ccc(CCC(C)NCC(O)c2ccc(O)c([S+](C)[O-])c2)cc1,CCC1CCC(CCC(C)CCC(C)C2CCC(C)C(C(C)C)C2)CC1
3467,3467,CHEMBL2146883,4,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,1,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,CC1CCC(CC2C(C)C(C)CCC2C(C)C2CC(C)(C3CCCCC3)C2)C(C)C1
2816,2816,CHEMBL2104319,0,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cc(OCC)ccc2OCC)cc1,0,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cc(OCC)ccc2OCC)cc1,CCCCCC1CCC(CCC(C)C(CCC(CC)CC)C2CC(CCC)CCC2CCC)CC1
2177,2177,CHEMBL169,2,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,0,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,CC1CCC2(C(C)C)CCC3(C)C(CCC4C5(C)CCC(C)C(C)(C)C5CCC43C)C2C1C
