,index,chembl_id,Phase,Smiles,market,standardized_smiles,scaffolds
8123,8123,CHEMBL273862,3,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,CCC1(C)C(C)CCC2C(C)C3CC4CC5CC(C)CCC5CC4C3CC21
8485,8485,CHEMBL47050,0,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,CC1CCC(C(CCCC2CCC(C)(C3CCC(C)C(C(C)(C)C)C3)CC2)C2CCC(C)CC2)CC1
5687,5687,CHEMBL347830,0,CC(C)(C)NCC(O)COc1ccccc1OCC1CCCO1,0,CC(C)(C)NCC(O)COc1ccccc1OCC1CCCO1,CC(CCC1CCCCC1CCC1CCCC1)CCC(C)(C)C
6639,6639,CHEMBL768,4,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,1,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,CCC(C)CCC1CCC(CCC(C)CCC(C)C)CC1
7641,7641,CHEMBL178,4,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,CCC1CCCC2C(C)C3C(C)C4CC(C)(C(C)C)CC(CC5CC(C)C(C)C(C)C5)C4C(C)C3C(C)C12
4631,4631,CHEMBL3989418,0,CCOC(=O)[C@@H](NC(=O)[C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@H]7CN(CCc8c6[nH]c6ccccc86)C[C@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32)[C@@H](C)CC,0,CCOC(=O)[C@@H](NC(=O)[C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@H]7CN(CCc8c6[nH]c6ccccc86)C[C@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32)[C@@H](C)CC,CCCC(C)C(CC(C)C1(C)C(C)C2(CC)CCCC3CCC4(C5CC(C6(C(C)CC)CC7CC(CCC8C9CCCCC9CC86)CC(C)(CC)C7)C(CC)CC5C(C)C14)C32)C(C)CC
3098,3098,CHEMBL2181927,3,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,0,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,CCCC1CCC(C)C2CC(C)C(C(C)C)C(C3CCC(CC)CC3CC)C12
892,892,CHEMBL2103937,0,CC(C)N1CCNC1=S,0,CC(C)N1CCNC1=S,CC(C)C1CCCC1C
2562,2562,CHEMBL153774,0,CN(C)CCNc1ccc2c3c(nn2CCNCCO)-c2cnccc2C(=O)c13,0,CN(C)CCNc1ccc2c3c(nn2CCNCCO)-c2cnccc2C(=O)c13,CCCCCCC1CC2C3CCCCC3C(C)C3C(CCCC(C)C)CCC1C23
8689,8689,CHEMBL163,4,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,1,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CC(CCC1CCCC1)CC(CC1CCCCC1)C(C)CC(CC1CCCCC1)CC(C)C(CC(C)C(C)CC1CCC(C(C)C)C1)C(C)C
5187,5187,CHEMBL4078588,2,Cc1ccc(Cc2cc3c(=O)n([C@H]4CCCC[C@@H]4O)cnc3c3ccccc23)cn1,0,Cc1ccc(Cc2cc3c(=O)n([C@H]4CCCC[C@@H]4O)cnc3c3ccccc23)cn1,CC1CCC(CC2CC3C(C)C(C4CCCCC4C)CCC3C3CCCCC23)CC1
6699,6699,CHEMBL155622,0,CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,0,CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,CC(C)CCC(C)CCC1CCCC2CC(CC(C)C)CCC12
1104,1104,CHEMBL2106348,0,CCOC(C)C(=O)C(O)O,0,CCOC(C)C(=O)C(O)O,CCCC(C)C(C)C(C)C
6264,6264,CHEMBL300841,0,O=C(O)CN1C[C@@H](c2cccs2)SC[C@H](N[C@@H](CCc2ccccc2)C(=O)O)C1=O,0,O=C(O)CN1C[C@@H](c2cccs2)SC[C@H](N[C@@H](CCc2ccccc2)C(=O)O)C1=O,CC(C)CC1CC(C2CCCC2)CCC(CC(CCC2CCCCC2)C(C)C)C1C
2397,2397,CHEMBL2104251,4,C=C(C#N)C(=O)OCCCC,1,C=C(C#N)C(=O)OCCCC,CCCCCC(C)C(C)CC
1171,1171,CHEMBL1738758,2,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,0,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,CCCC1CC(C(C)C)C2CCC3CCC(CC4CC(C5CCC(C)CC5)CCC4CC(C)(C)C)CC3C12
1308,1308,CHEMBL2104911,0,COc1ccc2c(c1)N(CC(C)CN1CCC(O)CC1)c1ccccc1S2,0,COc1ccc2c(c1)N(CC(C)CN1CCC(O)CC1)c1ccccc1S2,CCC1CCC2CC3CCCCC3C(CC(C)CC3CCC(C)CC3)C2C1
2364,2364,CHEMBL310555,0,Oc1cccc2cccnc12,0,Oc1cccc2cccnc12,CC1CCCC2CCCCC12
7918,7918,CHEMBL298406,3,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,0,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,CC1CC2CCC(C)C3CCC4CCCCC4C3C2CC1C
5942,5942,CHEMBL238071,4,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,1,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CCC1CC2C(C)C3C(C)(C(C)C)C(C)C4(CC)CCCC5CCC3(C2CC1C1(C(C)CC)CC2CC(CCC3C6CCCCC6CC31)CC(C)(CC)C2)C54
7976,7976,CHEMBL3109802,2,COc1ncnc(Cn2cc(C(=O)NCCO)c3ncc(C)cc32)c1C,0,COc1ncnc(Cn2cc(C(=O)NCCO)c3ncc(C)cc32)c1C,CCCCC(C)C1CC(CC2CCCC(CC)C2C)C2CC(C)CCC12
4223,4223,CHEMBL2104332,0,COc1ccc(-c2[nH]c3ccccc3c2-c2ccc(OC)cc2)cc1,0,COc1ccc(-c2[nH]c3ccccc3c2-c2ccc(OC)cc2)cc1,CCC1CCC(C2CC3CCCCC3C2C2CCC(CC)CC2)CC1
7028,7028,CHEMBL1315977,0,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,0,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,CCCC(C)(CCC)CC1CC(C)CC(C(CC)CC)C1
7461,7461,CHEMBL38120,0,CN[C@@H]1CC[C@@H](c2ccccc2)c2ccccc21,0,CN[C@@H]1CC[C@@H](c2ccccc2)c2ccccc21,CCC1CCC(C2CCCCC2)C2CCCCC12
4092,4092,CHEMBL3990238,0,CC[N+](C)(C)[C@@H]1C=C2C=C[C@@H]3[C@H](CC[C@]45CN(C)[C@@H](C)[C@H]4CC[C@@H]35)[C@@]2(C)CC1,0,CC[N+](C)(C)[C@@H]1C=C2C=C[C@@H]3[C@H](CC[C@]45CN(C)[C@@H](C)[C@H]4CC[C@@H]35)[C@@]2(C)CC1,CCC(C)(C)C1CCC2(C)C(CCC3C2CCC24CC(C)C(C)C2CCC34)C1
1470,1470,CHEMBL1214827,2,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,0,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,CC1CCC(CC2CCC3CC(C(C)C4CC(C(C)C)C(C)CC4C)CC3C2)CC1
4904,4904,CHEMBL1232131,4,O=S(=O)(O)c1cc(O)ccc1O,1,O=S(=O)(O)c1cc(O)ccc1O,CC1CCC(C)C(C(C)(C)C)C1
1701,1701,CHEMBL1091024,0,CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)OC(C)=O,0,CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)OC(C)=O,CCCC1CC(C)C(CC(C)C)CCCCCC(C)CC(C)CC(CC(C)CC)C(CC)C1CC1CC(C)C(CC2CC(C)C(CC(C)CC)C(C)(CC(C)C)C2)C(C(C)C)C1C
7674,7674,CHEMBL1173655,4,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,1,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CC(C)CCCC(C)CC1CC2C(CC3CCC(C)C(C)C3)CCCC2CC1CC1CCCC1
4524,4524,CHEMBL1742436,0,Cc1nc2ccccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0,Cc1nc2ccccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,CC1CCC(C(C2CCC(C)CC2)C2CCC(CCC3C(C)CC4CCCCC4C3C)CC2)CC1
5376,5376,CHEMBL2106282,0,CC1NC(=O)COC1c1ccccc1,0,CC1NC(=O)COC1c1ccccc1,CC1CCC(C2CCCCC2)C(C)C1
5139,5139,CHEMBL2104743,0,COc1ccc(F)cc1[C@H](C)NC(=O)Cc1ccc(S(=O)(=O)Nc2ncc(CC(C)C)cn2)cc1,0,COc1ccc(F)cc1[C@H](C)NC(=O)Cc1ccc(S(=O)(=O)Nc2ncc(CC(C)C)cn2)cc1,CCC1CCC(C)CC1C(C)CC(C)CC1CCC(C(C)(C)CC2CCC(CC(C)C)CC2)CC1
9828,9828,CHEMBL2110629,0,CCNC(C)C(O)c1ccc(O)c(O)c1,0,CCNC(C)C(O)c1ccc(O)c(O)c1,CCCC(C)C(C)C1CCC(C)C(C)C1
7716,7716,CHEMBL485549,0,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,CC(C)C1CCC(CCCC(C)C2CC(C(C)C)CC(C(C)C)C2C)C1
6845,6845,CHEMBL224436,3,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,0,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,CCCC1CC(C)C(C)CCCCCC(C)CC(C)CC(CC(C)C)C(CC)C1CC1CC(C)C(CC2CC(C)C(CC(C)CC(C)C)C(C)(C)C2)C(C(C)C)C1C
1636,1636,CHEMBL441809,0,CCC(C)(C)NCC(O)COc1ccccc1C(=O)CCc1ccccc1,0,CCC(C)(C)NCC(O)COc1ccccc1C(=O)CCc1ccccc1,CCC(C)(C)CCC(C)CCC1CCCCC1C(C)CCC1CCCCC1
9915,9915,CHEMBL1200969,4,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F,1,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F,CC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)CC4CC(C(C)(C)C)CCC4C(C)(C)C)CCC32)C1
3884,3884,CHEMBL2103877,4,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,1,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,CC1CCC(C(C)C(C)(CC2CCCC2)C2CCC(C)CC2C)CC1
4387,4387,CHEMBL2106354,0,COc1ccc(C=Nc2ccnc3cc(OC)c(OC)cc23)cc1OC,0,COc1ccc(C=Nc2ccnc3cc(OC)c(OC)cc23)cc1OC,CCC1CCC(CCC2CCCC3CC(CC)C(CC)CC23)CC1CC
5956,5956,CHEMBL429317,1,Cc1cc(/C(=C/Nc2ccc(Cl)cc2)C(=O)Nc2ccc(Cl)cc2)on1,0,Cc1cc(/C(=C/Nc2ccc(Cl)cc2)C(=O)Nc2ccc(Cl)cc2)on1,CC1CCC(CCC(C(C)CC2CCC(C)CC2)C2CCC(C)C2)CC1
5884,5884,CHEMBL374223,0,CCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](OP(=O)(O)O)[C@@H]1O,0,CCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](OP(=O)(O)O)[C@@H]1O,CCCCCCCCCCCC(C)CC(C)CC1C(CC(C)(C)C)CC(CCC2CC(CC)C(CC(C)(C)C)C(C)C2CC(C)CC(CCCCCCCCCCC)CC(C)CCCCCCCCCCC)C(C)C1C
2325,2325,CHEMBL2107112,0,CC(C)(C)C(=O)SCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0,CC(C)(C)C(=O)SCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CC1CCC2(C)C(CCC3C2C(C)CC2(C)C3CCC2(C)C(C)CCC(C)C(C)(C)C)C1
8501,8501,CHEMBL317749,0,CC(C)(C)c1cc(C(C(=O)O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,0,CC(C)(C)c1cc(C(C(=O)O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,CC(C)C(C1CC(C(C)(C)C)C(C)C(C(C)(C)C)C1)C1CC(C(C)(C)C)C(C)C(C(C)(C)C)C1
4276,4276,CHEMBL1200542,4,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(C)CCC(C)C1CCC2C3CCC4CC(C)CCC4(C)C3CCC12C
3829,3829,CHEMBL22542,0,O=C(O)C1=Cc2sc(Cn3ccnc3)cc2CC1,0,O=C(O)C1=Cc2sc(Cn3ccnc3)cc2CC1,CC(C)C1CCC2CC(CC3CCCC3)CC2C1
8373,8373,CHEMBL13779,0,COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-],0,COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-],CCC(C)CCCC1CC(C)C2CCCCC2C1C
8194,8194,CHEMBL92281,0,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,0,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,CCC(CC)CCC(C)C1C2CCCCC2CC2CCC(C(C)(C)C)CC21
5239,5239,CHEMBL3549904,0,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O[C@@H]2O[C@H](CO)C(O)[C@H]2O)[C@H]1O,0,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O[C@@H]2O[C@H](CO)C(O)[C@H]2O)[C@H]1O,CCCC(C)C(C)CC1CC(C)C(CC2CC(CC)C(C)C(C)C2C)C(CC2CC(CC)C(C)C2C)C1C
6597,6597,CHEMBL3039530,2,O=c1ccc2c([C@@H](O)CNCCCCCCOCC(F)(F)c3ccccc3)ccc(O)c2[nH]1,0,O=c1ccc2c([C@@H](O)CNCCCCCCOCC(F)(F)c3ccccc3)ccc(O)c2[nH]1,CC1CCC2C(C(C)CCCCCCCCCCC(C)(C)C3CCCCC3)CCC(C)C2C1
9089,9089,CHEMBL225157,3,CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl,0,CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl,CCCC(C)C1CCCCC1C(C)(C)CC1CCC(C)CC1C
3255,3255,CHEMBL1201116,4,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,1,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,CC(C)C1C2C(C)C(C3C(C)C(C4CCCCC4)CC3(C)C)C2CC1(C)C
612,612,CHEMBL22916,0,Cc1cccc(C)c1NC(=O)c1ccc(N)cc1,0,Cc1cccc(C)c1NC(=O)c1ccc(N)cc1,CC1CCC(C(C)CC2C(C)CCCC2C)CC1
5033,5033,CHEMBL476,4,CN(C)/N=N/c1[nH]cnc1C(N)=O,1,CN(C)/N=N/c1[nH]cnc1C(N)=O,CC(C)CCC1CCCC1C(C)C
3052,3052,CHEMBL427216,4,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,1,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,CC1CCC(C(C)(C)CC(C)CC2CC3CCCC3C2)CC1
1642,1642,CHEMBL31907,0,CCCCCCCCCCCCCCCCNc1ccc(C(=O)O)cc1,0,CCCCCCCCCCCCCCCCNc1ccc(C(=O)O)cc1,CCCCCCCCCCCCCCCCCC1CCC(C(C)C)CC1
4778,4778,CHEMBL319111,0,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,0,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,CC1C(C2CCCCC2)C2CCCCC2C1(CC1CCCCC1)CC1CCCCC1
5545,5545,CHEMBL4297210,3,CC(C)(O)c1nc2ccc(Cl)cc2cc1N,0,CC(C)(O)c1nc2ccc(Cl)cc2cc1N,CC1CCC2CC(C(C)(C)C)C(C)CC2C1
8645,8645,CHEMBL1697837,0,CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1,0,CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1,CC(CC(C)C1CCCCC1)CC1C(C)CCCC1CC(C)C1CCCCC1
6476,6476,CHEMBL1881591,0,Oc1ccccc1/C=N/Cc1ccccc1,0,Oc1ccccc1/C=N/Cc1ccccc1,CC1CCCCC1CCCC1CCCCC1
1589,1589,CHEMBL2105382,0,CCC(=O)OC1(c2ccccc2)CCCN(C)CC1C,0,CCC(=O)OC1(c2ccccc2)CCCN(C)CC1C,CCC(C)CC1(C2CCCCC2)CCCC(C)CC1C
8497,8497,CHEMBL2105063,0,O=C(O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/C1(COc2cccc(Cl)c2)OCCO1,0,O=C(O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/C1(COc2cccc(Cl)c2)OCCO1,CC(C)CCCCCCC1C(C)CC(C)C1CCC1(CCC2CCCC(C)C2)CCCC1
5898,5898,CHEMBL1742401,0,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)CC1(C(=O)O)CCCC1,0,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)CC1(C(=O)O)CCCC1,CCCCC(C)C(CC1CCC(C2CCCCC2C2CCCC2)CC1)CC1(C(C)C)CCCC1
4354,4354,CHEMBL599872,3,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)OCC(C)(C)CCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1,0,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)OCC(C)(C)CCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1,CCC1CC1(CC(C)C1CC2CC(C)C3CC4CCCC(CCCCC(C)(C)CCC(C)CC(C(C)(C)C)C(C)C1C2)C4C3)C(C)CC(C)(C)C1CC1
2872,2872,CHEMBL435966,4,O=[N+]([O-])c1cncn1CCN1CCOCC1,1,O=[N+]([O-])c1cncn1CCN1CCOCC1,CC(C)C1CCCC1CCC1CCCCC1
9697,9697,CHEMBL249973,0,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21,0,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21,CC(C)CC1C(C(C)CC2CCC(C3CCCCC3C)C2)CC2CCCCC21
1625,1625,CHEMBL3421729,2,C[C@H]1c2cccc(CCC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,0,C[C@H]1c2cccc(CCC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,CCC1CC2C(CCC(C)(C)C)CCCC2C(C)C1C(C)CC1C(C)CCCC1C
7631,7631,CHEMBL3989944,4,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,1,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,CCC(C)CCC(C)CCCC1C(C)CCC1C
3739,3739,CHEMBL2105455,0,COc1cccc(/C=N/OCC(O)CN2CCN(c3ccccc3OC)CC2)c1,0,COc1cccc(/C=N/OCC(O)CN2CCN(c3ccccc3OC)CC2)c1,CCC1CCCC(CCCCC(C)CC2CCC(C3CCCCC3CC)CC2)C1
3025,3025,CHEMBL4297518,1,CCCOc1ccc(S(=O)(=O)N2CCN(CCO)CC2)cc1-c1nc2c(CCC)cn(CC)c2c(=O)[nH]1,0,CCCOc1ccc(S(=O)(=O)N2CCN(CCO)CC2)cc1-c1nc2c(CCC)cn(CC)c2c(=O)[nH]1,CCCCC1CCC(C(C)(C)C2CCC(CCC)CC2)CC1C1CC(C)C2C(CC)CC(CCC)C2C1
7632,7632,CHEMBL286494,3,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,0,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,CC1CC(C)C2C3C(C)CC(C)C4C(C)C5C(C)CC(C)C6C7C(C)CC(C)C8C(C)C1C2C(C87)C(C43)C56
3947,3947,CHEMBL2104050,0,COc1ccc2c(c1)-c1c(ccc(OC)c1O)CC(CCc1ccccc1)N(C)CC2,0,COc1ccc2c(c1)-c1c(ccc(OC)c1O)CC(CCc1ccccc1)N(C)CC2,CCC1CCC2CCC(C)C(CCC3CCCCC3)CC3CCC(CC)C(C)C3C2C1
9079,9079,CHEMBL2104996,0,O=C(CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13)c1ccccc1,0,O=C(CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13)c1ccccc1,CC1CCC2CC3C(CC(C)C4CCCCC4)CCC4(CCCCC34)C2C1
3630,3630,CHEMBL1233528,3,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,0,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,CCC1CC(C(C)CC2CCC(C3CCC(CC4CC4)CC3)CC2)CCC1CC1CCC2C(C)C(C)C(CC)C(C(C)C)C2C1
3014,3014,CHEMBL519504,3,CO[C@@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O,0,CO[C@@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O,CCC(CC1CCC(CCCC2CC(C3CCCCC3)CC2C)C2CCCC12)C(C)C
359,359,CHEMBL561371,2,CCCCCCCC/C(=C\CCCCCCCC(=O)O)[N+](=O)[O-],0,CCCCCCCC/C(=C\CCCCCCCC(=O)O)[N+](=O)[O-],CCCCCCCCC(CCCCCCCCC(C)C)C(C)C
8839,8839,CHEMBL3183184,4,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,1,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,CCCCC(CC)CCC(C)CCC1CCC(CC)CC1
