,drugbank_id,inchi_key,drug_groups,smiles,synonyms,molecule_type,structure_type,therapeutic_flag,molecule_chembl_id,max_phase,atc_classifications,chirality,prodrug,oral,parenteral,topical,black_box_warning,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,parent_inchi_key,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,chembl_tox,withdrawn
1867,DB09372,LRBQNJMCXXYXIU-YIILYMKVSA-N,approved,OC1=CC(=CC(O)=C1O)C(=O)OC1=C(O)C(O)=CC(=C1)C(=O)OC[C@H]1OC(OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@H](OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@@H](OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@@H]1OC(=O)C1=CC(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C(O)C(O)=C1,Tannic acid,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1872,DB09377,OSCJJMKLQGAGML-UHFFFAOYSA-N,approved,[Cl-].CCC(=O)OCCNC(=O)C[N+]1=CC=CC=C1,Undecoylium chloride iodine complex,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1874,DB09380,PXLIDIMHPNPGMH-PJWPDVOUSA-N,approved,[Na+].[Na+].[O-][51Cr]([O-])(=O)=O,Sodium chromate Cr-51,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1876,DB09382,XYITYKDGJLHYPW-UDYUCQKZSA-M,approved,[Na+].[O-]C(=O)CNC(=O)C1=C([131I])C=CC=C1,Iodohippurate sodium I-131,Small molecule,MOL,False,CHEMBL1200763,4,V09CX02,2,0,False,True,False,0,0,,,,,1.11,1,-2.05,1.45,2.65,,331.06,2,4,2,2,14,ACID,305.07,304.9549,0,0,66.40,0.82,N,3,CHEMBL1681,missing,missing,missing,missing,missing,missing,missing,Safe,0
1878,DB09385,FSCKVFYFBCQWRU-LFHMENBZSA-L,approved,[57Co+3].[C-]#N.C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)C2[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)\[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)/C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=[NH]C2=C1C=C(C)C(C)=C2,Cyanocobalamin Co-57,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1879,DB09389,WWYNJERNGUHSAO-UHFFFAOYSA-N,approved,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,Norgestrel,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1882,DB09397,FJTPHHNWVXNMEK-NLQOEHMXSA-N,approved; investigational,[99Tc].S1SSSSSSS1,Technetium Tc-99m sulfur colloid,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1883,DB09398,KRHYYFGTRYWZRS-BJUDXGSMSA-M,approved,[18F-],Fluoride ion F-18,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1884,DB09400,RJFAYQIBOAGBLC-ZEMBQCNESA-N,approved,C[75Se]CC[C@H](N)C(O)=O,Selenomethionine Se-75,Small molecule,MOL,False,CHEMBL1201054,4,,0,0,False,True,False,0,0,,,,,,,,,,,192.07,,,,,,,196.11,196.9955,,,,,,,CHEMBL113178,missing,missing,missing,missing,missing,missing,missing,Safe,0
1887,DB09407,TWRXJAOTZQYOKJ-UHFFFAOYSA-L,approved,[Mg++].[Cl-].[Cl-],Magnesium chloride,Small molecule,MOL,False,CHEMBL2219642,4,,2,0,False,True,False,0,1,,,,,,,,,,,95.21,,,,,,,95.21,93.9227,,,,,,,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1888,DB09409,XKPKPGCRSHFTKM-UHFFFAOYSA-L,approved,O.O.O.O.[Mg++].CC([O-])=O.CC([O-])=O,Magnesium acetate tetrahydrate,Small molecule,MOL,False,CHEMBL3989858,4,,2,0,False,True,False,0,1,,,,,,,,,,,214.45,,,,,,,142.39,142.0117,,,,,,,CHEMBL1200691,missing,missing,missing,missing,missing,missing,missing,Safe,0
1889,DB09413,GNSKLFRGEWLPPA-UHFFFAOYSA-M,approved; investigational; vet_approved,[K+].OP(O)([O-])=O,Monopotassium phosphate,Small molecule,MOL,False,CHEMBL1200925,4,B05XA06,-1,0,False,True,False,0,1,,,,,,,,,,,136.08,,,,,,,136.08,135.9328,,,,,,,CHEMBL1200925,missing,missing,missing,missing,missing,missing,missing,Safe,0
1890,DB09414,ZPWVASYFFYYZEW-UHFFFAOYSA-L,approved,[K+].[K+].OP([O-])([O-])=O,Dipotassium phosphate,Small molecule,MOL,False,CHEMBL1200459,4,B05XA06,-1,0,False,True,False,0,1,,,,,,,,,,,174.17,,,,,,,174.17,173.8887,,,,,,,CHEMBL1200459,missing,missing,missing,missing,missing,missing,missing,Safe,0
1892,DB09418,YLMGFJXSLBMXHK-UHFFFAOYSA-M,approved; investigational,[K+].[O-][Cl](=O)(=O)=O,Potassium perchlorate,Small molecule,MOL,False,CHEMBL1200696,4,H03BC01,-1,0,True,False,False,0,0,,,,,,,,,,,138.55,,,,,,,138.55,137.9122,,,,,,,CHEMBL1200696,missing,missing,missing,missing,missing,missing,missing,Safe,0
1894,DB09420,XMBWDFGMSWQBCA-AHCXROLUSA-M,approved,[123I-],Iodide I-123,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1895,DB09421,XNSAINXGIQZQOO-SRVKXCTJSA-N,approved; investigational,[H][C@@](CC1=CN=CN1)(NC(=O)[C@]1([H])CCC(=O)N1)C(=O)N1CCC[C@@]1([H])C(N)=O,Protirelin,Protein,BOTH,True,CHEMBL1472,4,V04CJ02,1,0,False,True,False,0,0,,,,,-1.81,1,-3.33,-3.27,11.15,6.74,362.39,5,10,4,5,26,NEUTRAL,362.39,362.1703,0,0,150.28,0.47,N,6,CHEMBL1472,missing,missing,AGONIST,True,True,True,CHEMBL1810,Safe,0
1897,DB09425,BLALCKLYSDDAOC-JWFOFJTQSA-K,approved,[111In+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)CC(O)=O,Indium In-111 pentetate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1898,DB09443,DNNSSWSSYDEUBZ-OIOBTWANSA-N,approved,[81Kr],Krypton Kr 81m,Small molecule,MOL,False,CHEMBL1201096,4,V09EX01,2,0,False,False,True,0,0,,,,,,,,,,,80.92,,,,,,,83.80,83.9115,,,,,,,CHEMBL1233877,missing,missing,missing,missing,missing,missing,missing,Safe,0
1899,DB09448,XYITYKDGJLHYPW-TWDNZPFZSA-M,approved,[Na+].[O-]C(=O)CNC(=O)C1=CC=CC=C1[123I],Iodohippurate sodium I-123,Small molecule,MOL,False,CHEMBL1200439,4,V09CX01,2,0,False,True,False,0,0,,,,,1.11,1,-2.05,1.45,2.65,,323.05,2,4,2,2,14,ACID,305.07,304.9549,0,0,66.40,0.82,N,3,CHEMBL1681,missing,missing,missing,missing,missing,missing,missing,Safe,0
1900,DB09449,AJPJDKMHJJGVTQ-UHFFFAOYSA-M,approved,[Na+].OP(O)([O-])=O,"Sodium phosphate, monobasic",Small molecule,MOL,False,CHEMBL1368,4,,-1,0,True,True,False,0,1,,,,,,,,,,,119.98,,,,,,,119.98,119.9588,,,,,,,CHEMBL1368,missing,missing,missing,missing,missing,missing,missing,Safe,0
1902,DB09461,FHNFHKCVQCLJFQ-AHCXROLUSA-N,approved,[127Xe],Xenon Xe-127,Small molecule,MOL,False,CHEMBL1200673,4,V09EX02,2,0,False,False,True,0,0,,,,,,,,,,,126.91,,,,,,,131.29,131.9042,,,,,,,CHEMBL1236802,missing,missing,missing,missing,missing,missing,missing,Safe,0
1904,DB09472,PMZURENOXWZQFD-UHFFFAOYSA-L,approved; vet_approved,[Na+].[Na+].[O-]S([O-])(=O)=O,Sodium sulfate,Small molecule,MOL,False,CHEMBL233406,4,,2,0,True,False,False,0,1,,,,,,,,,,,142.04,,,,,,,142.04,141.9313,,,,,,,CHEMBL233406,missing,missing,missing,missing,missing,missing,missing,Safe,0
1905,DB09473,AEGSYIKLTCZUEZ-FZTWWWDYSA-K,approved,[111In+3].[O-]C1=CC=CC2=C1N=CC=C2.[O-]C1=CC=CC2=C1N=CC=C2.[O-]C1=CC=CC2=C1N=CC=C2,Indium In-111 oxyquinoline,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1907,DB09479,NCCSSGKUIKYAJD-OIOBTWANSA-N,approved; investigational,[82Rb+],Rubidium Rb-82,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1908,DB09480,ISEHJSHTIVKELA-DCWJVSPSSA-N,approved,CC(C)NC(C)CC1=CC=C([123I])C=C1,Iofetamine I-123,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1911,DB09484,BFDWBSRJQZPEEB-UHFFFAOYSA-L,approved,[Na+].[Na+].[O-]P([O-])(F)=O,Sodium fluorophosphate,Small molecule,MOL,False,CHEMBL1908359,4,A12CD02+A01AA02,-1,0,False,False,True,0,0,,,,,,,,,,,143.95,,,,,,,143.95,143.9364,,,,,,,CHEMBL1908359,missing,missing,missing,missing,missing,missing,missing,Safe,0
1912,DB09487,XUHXFSYUBXNTHU-UHFFFAOYSA-N,approved,CN(C(=O)CC(=O)N(C)C1=C(I)C(C(=O)NC(CO)C(O)CO)=C(I)C(C(=O)NC(CO)C(O)CO)=C1I)C1=C(I)C(C(=O)NC(CO)C(O)CO)=C(I)C(C(=O)NC(CO)C(O)CO)=C1I,Iotrolan,Unknown,MOL,False,CHEMBL1200555,4,V08AB06,0,0,False,True,False,0,0,,,,,,,,,,,1626.24,,,,,,,1626.24,1625.7293,,,,,,,CHEMBL1200555,missing,missing,missing,missing,missing,missing,missing,Safe,0
1914,DB09490,PSCMQHVBLHHWTO-FZTWWWDYSA-K,approved,Cl[111In](Cl)Cl,Indium In-111 chloride,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1918,DB09498,AHBGXTDRMVNFER-FCHARDOESA-L,approved; investigational,[Cl-].[Cl-].[89Sr++],Strontium chloride Sr-89,Small molecule,MOL,True,CHEMBL1200625,4,V10BX01,2,0,False,True,False,0,1,,,,,,,,,,,159.81,,,,,,,158.53,157.8433,,,,,,,CHEMBL2219640,missing,missing,,True,True,True,,Safe,0
1920,DB09501,FRHBOQMZUOWXQL-UHFFFAOYSA-N,approved; experimental,N.[Fe+3].OC(=O)CC(O)(CC(O)=O)C(O)=O,Ferric ammonium citrate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1924,DB09510,XSQUKJJJFZCRTK-OUBTZVSYSA-N,approved,N[13C](N)=O,Urea C-13,Small molecule,MOL,False,CHEMBL2096648,4,,2,0,True,False,False,0,1,,,,,-0.98,0,-1.36,-1.36,,,61.05,1,3,2,4,4,NEUTRAL,60.06,60.0324,0,0,69.11,0.37,N,0,CHEMBL985,missing,missing,missing,missing,missing,missing,missing,Safe,0
1926,DB09512,AMTWCFIAVKBGOD-UHFFFAOYSA-N,approved,O=[Si]=O.CO[Si](C)(C)O[Si](C)(C)C,Simethicone,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1927,DB09513,XSQUKJJJFZCRTK-NJFSPNSNSA-N,approved,N[14C](N)=O,Urea C-14,Small molecule,MOL,False,CHEMBL2096635,4,,2,0,True,False,False,0,1,,,,,-0.98,0,-1.36,-1.36,,,62.05,1,3,2,4,4,NEUTRAL,60.06,60.0324,0,0,69.11,0.37,N,0,CHEMBL985,missing,missing,missing,missing,missing,missing,missing,Safe,0
1929,DB09517,MQBDAEHWGRMADS-XNHLMZCASA-M,approved,[O--].[O--].[O--].[Na+].[Fe+3].[Fe+3].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,Sodium ferric gluconate complex,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1934,DB09536,GWEVSGVZZGPLCZ-UHFFFAOYSA-N,approved,O=[Ti]=O,Titanium dioxide,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1938,DB09546,XNACDNPGABUBFR-FKNPGSCZSA-N,approved; investigational,OS(O)(=O)=O.NC(=N)NCC1=CC([123I])=CC=C1.NC(=N)NCC1=CC([123I])=CC=C1,Iobenguane sulfate I-123,Small molecule,MOL,False,CHEMBL3989523,4,V09IX01,2,0,False,True,False,0,1,,,,,1.27,1,-0.72,1.69,,11.75,640.27,1,3,3,4,12,BASE,275.09,274.9919,0,0,61.90,0.43,N,2,CHEMBL818,missing,missing,missing,missing,missing,missing,missing,Safe,0
1940,DB09555,DBAKFASWICGISY-DASCVMRKSA-N,approved,OC(=O)\C=C/C(O)=O.CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Dexchlorpheniramine maleate,Small molecule,MOL,True,CHEMBL1200927,4,,1,0,True,False,False,0,1,,,,,3.82,2,1.52,3.58,,9.47,390.87,2,2,0,0,19,BASE,274.80,274.1237,0,0,16.13,0.82,N,5,CHEMBL1201353,missing,missing,ANTAGONIST,True,True,True,CHEMBL231,Safe,0
1941,DB09561,GEKBIENFFVFKRG-UHFFFAOYSA-L,approved,[Na+].[Na+].OCC(O)COP([O-])([O-])=O,Sodium glycerophosphate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1942,DB09563,OEYIOHPDSNJKLS-BJUDXGSMSA-N,approved,C[N+](C)([11CH3])CCO,Choline C-11,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1947,DB11056,AXZWODMDQAVCJE-UHFFFAOYSA-L,approved,[Cl-].[Cl-].[Sn++],Stannous chloride,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1964,DB11080,SQGYOTSLMSWVJD-UHFFFAOYSA-N,approved; investigational,[Ag+].[O-]N(=O)=O,Silver nitrate,Small molecule,MOL,True,CHEMBL177367,4,D08AL01,-1,0,False,False,False,0,-1,,,,,,,,,,,169.87,,,,,,,169.87,168.8929,,,,,,,CHEMBL177367,missing,missing,missing,missing,missing,missing,missing,Safe,0
1965,DB11081,VSCWAEJMTAWNJL-UHFFFAOYSA-K,approved; investigational,Cl[Al](Cl)Cl,Aluminum chloride,Small molecule,MOL,False,CHEMBL3833401,4,,2,0,False,False,False,0,-1,,,,,,,,,,,133.34,,,,,,,133.34,131.8881,,,,,,,CHEMBL3833401,missing,missing,missing,missing,missing,missing,missing,Safe,0
1971,DB11092,ANOBYBYXJXCGBS-UHFFFAOYSA-L,approved,F[Sn]F,Stannous fluoride,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1988,DB11119,FVAUCKIRQBBSSJ-UHFFFAOYSA-M,approved,[Na+].[I-],Sodium iodide,Small molecule,MOL,False,CHEMBL1644695,4,,-1,0,True,False,False,0,1,,,,,,,,,,,149.89,,,,,,,149.89,149.8942,,,,,,,CHEMBL1644695,missing,missing,missing,missing,missing,missing,missing,Safe,0
1991,DB11123,WQYVRQLZKVEZGA-UHFFFAOYSA-N,approved,[O-]Cl,Hypochlorite,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
1995,DB11127,MCAHWIHFGHIESP-UHFFFAOYSA-N,approved; investigational,O[Se](O)=O,Selenious acid,Small molecule,MOL,False,CHEMBL2009089,4,,2,0,False,True,False,0,1,,,,,,,,,,,128.97,,,,,,,128.97,129.9169,,,,,,,CHEMBL2009089,missing,missing,,True,True,True,,Safe,0
2000,DB11134,KKCXRELNMOYFLS-UHFFFAOYSA-N,approved,[O--].[Cu++],Cupric oxide,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2001,DB11135,BUGBHKTXTAQXES-UHFFFAOYSA-N,approved; investigational; vet_approved,[Se],Selenium,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2002,DB11136,VYZAMTAEIAYCRO-UHFFFAOYSA-N,approved,[Cr],Chromium,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2003,DB11137,ZOKXTWBITQBERF-UHFFFAOYSA-N,approved,[Mo],Molybdenum,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2004,DB11140,VYZAMTAEIAYCRO-BJUDXGSMSA-N,approved,[51Cr],Chromium Cr-51,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2005,DB11141,OXHQNTSSPHKCPB-IYEMJOQQSA-L,approved,[Mn++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,Manganese gluconate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2012,DB11150,TZCXTZWJZNENPQ-UHFFFAOYSA-L,approved,[Ba++].[O-]S([O-])(=O)=O,Barium sulfate,Small molecule,MOL,False,CHEMBL2105897,4,,-1,0,True,False,False,0,1,,,,,,,,,,,233.39,,,,,,,233.39,233.8570,,,,,,,CHEMBL2105897,missing,missing,missing,missing,missing,missing,missing,Safe,0
2023,DB11164,RZQNBTMGBODDSK-UWVGGRQHSA-N,approved; investigational,CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC,Bicisate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2024,DB11168,ZJXGOFZGZFVRHK-BALCVSAKSA-L,approved,[Ca++].OC[C@H](O)[C@@H](O)C([O-])=O.OC[C@H](O)[C@@H](O)C([O-])=O,Calcium threonate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2026,DB11171,YHGPYBQVSJBGHH-UHFFFAOYSA-H,approved,O.O.O.O.O.[Fe+3].[Fe+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,Ferric sulfate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2033,DB11183,DGOBMKYRQHEFGQ-UHFFFAOYSA-L,approved; experimental,[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(C1=CC=C(C=C1)S([O-])(=O)=O)=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O,Light green SF yellowish,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2036,DB11189,AACACXATQSKRQG-UHFFFAOYSA-L,approved,[Mg++].NCC([O-])=O.NCC([O-])=O,Magnesium glycinate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
