,chembl_id,pubchem_cid,smiles,parent_smiles,chembl_tox,withdrawn
10093,CHEMBL2103883,9852519,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,Safe,0
6484,CHEMBL237500,10096344,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,Safe,0
3841,CHEMBL1172,124087,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,Safe,0
2115,CHEMBL16,1775,O=C1N=C(O)NC1(c1ccccc1)c1ccccc1,O=C1N=C(O)NC1(c1ccccc1)c1ccccc1,toxic_cardio+toxic_vascular,0
9906,CHEMBL386630,6013,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Safe,0
6345,CHEMBL589,5095,CCCN(CCC)CCc1cccc2c1CC(=O)N2,CCCN(CCC)CCc1cccc2c1CC(=O)N2,Safe,0
4352,CHEMBL712,2197,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,Safe,0
5874,CHEMBL570,5568,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,Safe,0
5161,CHEMBL431770,5311037,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,Safe,0
10574,CHEMBL24,2249,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,toxic_cardio,0
7016,CHEMBL71752,443955,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,Safe,0
4007,CHEMBL181,3019,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,Safe,0
1485,CHEMBL2079587,25249,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,Safe,0
6036,CHEMBL516,2913,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,Safe,0
7619,CHEMBL1384,6032,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,Safe,0
5064,CHEMBL278172,2337,CCOC(=O)c1ccc(N)cc1,CCOC(=O)c1ccc(N)cc1,Safe,0
10057,CHEMBL502835,9809715,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,Safe,0
2429,CHEMBL1374379,7699,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,toxic_immune+toxic_respiratory+toxic_vascular,0
5004,CHEMBL423,2369,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,Safe,0
5509,CHEMBL3301612,50922675,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,Safe,0
10377,CHEMBL656,5284603,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,toxic_respiratory,0
7637,CHEMBL2219418,56959087,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,Safe,0
5712,CHEMBL2105970,15830,N.O=C(O)c1ccccc1,N.O=C(O)c1ccccc1,Safe,0
2001,CHEMBL1615439,30487,C[C@H]1[C@H](c2ccccc2)OCCN1C,C[C@H]1[C@H](c2ccccc2)OCCN1C,Safe,0
321,CHEMBL288441,5328940,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,Safe,0
1476,CHEMBL3137321,76314940,COc1ccc2c3c1O[C@H]1C(OC(=O)c4ccccc4)=CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341,COc1ccc2c3c1O[C@H]1C(OC(=O)c4ccccc4)=CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341,Safe,0
2881,CHEMBL284906,47528,O=C(NCCO[N+](=O)[O-])c1cccnc1,O=C(NCCO[N+](=O)[O-])c1cccnc1,Safe,0
2568,CHEMBL3039597,9898639,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,toxic_nephro+toxic_neuro+toxic_teratogen,0
9698,CHEMBL1201117,4107,COc1ccccc1OCC(O)COC(N)=O,COc1ccccc1OCC(O)COC(N)=O,Safe,0
4259,CHEMBL89598,5665,C=CC(N)CCC(=O)O,C=CC(N)CCC(=O)O,Safe,0
5607,CHEMBL1201087,54746,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,Safe,0
7706,CHEMBL564,4926,CN(C)CCCN1c2ccccc2Sc2ccccc21,CN(C)CCCN1c2ccccc2Sc2ccccc21,Safe,0
5460,CHEMBL244888,5337997,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,Safe,0
7587,CHEMBL1187833,11519070,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,Safe,0
8645,CHEMBL1006,2141,NCCCNCCSP(=O)(O)O,NCCCNCCSP(=O)(O)O,Safe,0
6385,CHEMBL1377,4923,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,Safe,0
4371,CHEMBL2110900,71353,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,Safe,0
1479,CHEMBL184,2022,Nc1nc(O)c2ncn(COCCO)c2n1,Nc1nc(O)c2ncn(COCCO)c2n1,Safe,0
8597,CHEMBL2107360,9852746,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,Safe,0
1660,CHEMBL267744,38409,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,Safe,1
3364,CHEMBL1237044,5523,COc1cccc(C2(O)CCCCC2CN(C)C)c1,COc1cccc(C2(O)CCCCC2CN(C)C)c1,toxic_hepa+toxic_respiratory,0
691,CHEMBL526,4943,CC(C)c1cccc(C(C)C)c1O,CC(C)c1cccc(C(C)C)c1O,Safe,0
2688,CHEMBL717,6279,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,toxic_carcinogenic+toxic_cardio+toxic_muscoskelet+toxic_neuro+toxic_respiratory+toxic_teratogen+toxic_vascular,0
772,CHEMBL1431,4091,CN(C)C(=N)NC(=N)N,CN(C)C(=N)NC(=N)N,toxic_cardio+toxic_metabolism+toxic_respiratory+toxic_vascular,0
3627,CHEMBL782,5505,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,Safe,0
6531,CHEMBL815,5280363,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,Safe,0
8269,CHEMBL1201250,2342,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,Safe,0
4085,CHEMBL533,60753,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,toxic_cardio,0
8421,CHEMBL3707348,71226662,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,Safe,0
2159,CHEMBL866,446541,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,toxic_carcinogenic+infections+toxic_teratogen,0
2790,CHEMBL1387,6231,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,Safe,0
3626,CHEMBL472,3488,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,Safe,0
3829,CHEMBL3989843,73417116,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1,toxic_psyche,0
1125,CHEMBL1165342,15376,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,Safe,1
2602,CHEMBL288470,6009,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,Safe,1
958,CHEMBL1963683,9868491,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/C(F)(F)COc1ccccc1,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/C(F)(F)COc1ccccc1,Safe,0
1883,CHEMBL1098659,962,O,O,Safe,0
7920,CHEMBL211456,9294,CN[C@@H](C)[C@H](O)c1ccccc1,CN[C@@H](C)[C@H](O)c1ccccc1,Safe,0
5594,CHEMBL1697760,41386,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,Safe,1
6982,CHEMBL284348,1727,Nc1ccncc1,Nc1ccncc1,Safe,0
4004,CHEMBL1571863,3760,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,Safe,0
2032,CHEMBL1201,941651,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,toxic_psyche,0
9894,CHEMBL542,978,Nc1ccc(C(=O)O)cc1,Nc1ccc(C(=O)O)cc1,Safe,0
1184,CHEMBL276832,3637,NNc1nncc2ccccc12,NNc1nncc2ccccc12,Safe,0
6816,CHEMBL1201323,7741,NCCc1cc[nH]n1,NCCc1cc[nH]n1,Safe,0
2656,CHEMBL1609,1292,O=C(O)C(O)c1ccccc1,O=C(O)C(O)c1ccccc1,Safe,0
809,CHEMBL681,667484,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,Safe,0
719,CHEMBL2105345,15004,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,Safe,1
8564,CHEMBL783,missing,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,Safe,0
6199,CHEMBL435,3639,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,Safe,0
4944,CHEMBL680,51039,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,Safe,0
7330,CHEMBL1213252,2809,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,Safe,0
6353,CHEMBL1200810,5281107,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C[C@@H](O)C[C@@H]1O,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C[C@@H](O)C[C@@H]1O,Safe,0
5352,CHEMBL1200359,5326,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,Safe,1
6916,CHEMBL2105842,66249,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Safe,0
4793,CHEMBL1570,5351,O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1,O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1,Safe,0
2564,CHEMBL64391,3793,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Safe,0
4387,CHEMBL131,5755,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,Safe,0
1376,CHEMBL2106975,61102,O=C([O-])O.[K+],O=C([O-])O.[K+],Safe,0
2145,CHEMBL2105248,13352,O=C([O-])[C@H](O)[C@@H](O)C(=O)O.[K+],O=C([O-])[C@H](O)[C@@H](O)C(=O)O.[K+],Safe,0
4246,CHEMBL1200342,443928,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Safe,0
1354,CHEMBL705,449171,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,Safe,0
4947,CHEMBL932,3108,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,Safe,0
7226,CHEMBL437765,6324616,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,Safe,0
6823,CHEMBL493,31101,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,Safe,0
2534,CHEMBL1675,5280531,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,Safe,0
8971,CHEMBL1083659,24965990,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,Safe,0
3629,CHEMBL1522,969472,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,Safe,0
6731,CHEMBL1201012,15209,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,Safe,0
2197,CHEMBL682,2165,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,Safe,0
8792,CHEMBL225072,446556,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,Safe,0
7382,CHEMBL1684,2315,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,Safe,0
8436,CHEMBL509924,11954369,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,Safe,0
1267,CHEMBL930,5961,NC(=O)CC[C@H](N)C(=O)O,NC(=O)CC[C@H](N)C(=O)O,Safe,0
7166,CHEMBL260538,130904,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,Safe,0
4554,CHEMBL376140,missing,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,Safe,0
1793,CHEMBL1200714,2717,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,Safe,1
6025,CHEMBL584,64143,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,Safe,0
4032,CHEMBL641,54841,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,Safe,0
6645,CHEMBL1448,4477,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,Safe,0
8392,CHEMBL3989944,73330464,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,Safe,0
2174,CHEMBL1187011,3149,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,Safe,0
5798,CHEMBL1493,3354,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,Safe,0
1414,CHEMBL1200356,19003,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,Safe,0
7018,CHEMBL443052,11499245,OB1OCc2cc(F)ccc21,OB1OCc2cc(F)ccc21,Safe,0
10220,CHEMBL499915,636403,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,Safe,0
9043,CHEMBL2043437,25166913,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,Safe,0
980,CHEMBL92401,3748,CC(C)NNC(=O)c1ccncc1,CC(C)NNC(=O)c1ccncc1,Safe,0
6672,CHEMBL33986,5361092,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,toxic_respiratory,0
1101,CHEMBL839,2583,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,Safe,0
3979,CHEMBL715,135398745,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Safe,0
7026,CHEMBL814,5324346,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,toxic_psyche,0
