,Identifier,smiles,withdrawn
421,DB00567,C(=O)(C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](c3ccccc3)N)C)O,0
422,DB00568,c1(C=CCN2CCN(C(c3ccccc3)c4ccccc4)CC2)ccccc1,0
423,DB00569,C(=O)(O)[C@@H]1O[C@@H](O[C@@H]2[C@H](O[C@H](OC)[C@H](NS(=O)(=O)O)[C@H]2O)COS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@@H](O)[C@@H]1O[C@H]3O[C@@H]([C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)O)COS(=O)(=O)O)[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)COS(=O)(=O)O,0
424,DB00570,C(=O)(OC)[C@@]1(c2c(OC)cc3c([C@@]45[C@@H]6[C@@](C=CCN6CC4)([C@@H](OC(=O)C)[C@@](C(=O)OC)(O)[C@@H]5N3C)CC)c2)c7c(c8c(cccc8)[nH]7)CCN9C[C@](O)(CC)C[C@@H](C1)C9,0
425,DB00571,O(c1c2c(ccc1)cccc2)CC(O)CNC(C)C,0
426,DB00573,C(=O)(C(c1cc(Oc2ccccc2)ccc1)C)O,0
427,DB00575,Clc1c(c(Cl)ccc1)NC2=NCCN2,0
428,DB00576,O=S(=O)(c1ccc(cc1)N)Nc2nnc(s2)C,0
429,DB00577,C(=O)(OCCOCn1c2c(C(=O)N=C(N2)N)nc1)[C@H](C(C)C)N,0
430,DB00578,C(=O)(C(C(=O)O)c1ccccc1)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C,0
431,DB00579,Clc1ccc(C2(c3c(C4=NCCN42)cccc3)O)cc1,0
432,DB00580,O=S(=O)(c1ccc(-c2c(-c3ccccc3)noc2C)cc1)N,1
433,DB00581,O([C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO)[C@H]2[C@@H]([C@@](O[C@@H]2CO)(O)CO)O,0
434,DB00582,[C@@](c1c(F)cc(F)cc1)([C@H](c2c(F)cncn2)C)(O)Cn3ncnc3,0
435,DB00583,C(=O)([O-])C[C@@H](O)C[N+](C)(C)C,0
436,DB00584,C(=O)(OCC)[C@@H](N[C@H](C(=O)N1[C@H](C(=O)O)CCC1)C)CCc2ccccc2,0
437,DB00585,C(=C[N+](=O)[O-])(NCCSCc1nc(sc1)CN(C)C)NC,0
438,DB00586,C(=O)(O)Cc1c(Nc2c(Cl)cccc2Cl)cccc1,0
439,DB00588,C(=O)(O[C@@]1(C(=O)SCF)[C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)[C@@H](F)C3)C)[C@@H](O)C2)C[C@H]1C)C)CC,0
440,DB00589,C(N(CC)CC)(=O)N[C@H]1C=C2c3c4c(ccc3)[nH]cc4C[C@H]2N(C1)C,0
441,DB00590,C(=O)(N1CCN(c2nc3c(c(n2)N)cc(OC)c(OC)c3)CC1)C4Oc5c(OC4)cccc5,0
442,DB00591,C(=O)([C@]12[C@@]3([C@H]([C@H]4[C@@](F)([C@@]5(C(=CC(=O)C=C5)[C@@H](F)C4)C)[C@@H](O)C3)C[C@H]1OC(O2)(C)C)C)CO,0
443,DB00592,N1CCNCC1,0
444,DB00593,O=C1C(CC)(CC(=O)N1)C,0
445,DB00594,C(=O)(c1c(nc(c(Cl)n1)N)N)NC(=N)N,0
446,DB00595,C(=O)(C1C(=O)[C@]2(C(=C3C(=O)c4c([C@@](O)([C@H]3[C@H](O)[C@H]2[C@H](N(C)C)C=1O)C)cccc4O)O)O)N,0
447,DB00596,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)[C@@H](F)C3)C)[C@@H](O)C2)C[C@@H]1C)C)O)CCl,0
448,DB00598,C(=O)(c1c(O)ccc(C(O)CNC(CCc2ccccc2)C)c1)N,0
449,DB00599,O=C1C(C(=O)NC(=S)N1)(C(CCC)C)CC,0
450,DB00600,O(c1ccc(O)cc1)Cc2ccccc2,0
451,DB00601,C(=O)(NC[C@@H]1OC(=O)N(c2cc(F)c(N3CCOCC3)cc2)C1)C,0
452,DB00602,O=C1O[C@@H]2C[C@@]3(O[C@H](C(C)C)[C@H](CC3)C)O[C@H](C/C=C(/[C@@H](O[C@@H]4O[C@H]([C@H](O[C@@H]5O[C@H]([C@H](O)[C@@H](OC)C5)C)[C@@H](OC)C4)C)[C@H](/C=C/C=C6/[C@@]7(O)[C@H]1C=C([C@@H](O)[C@H]7OC/6)C)C)\C)C2,0
453,DB00603,C(=O)(O[C@@]1(C(=O)C)[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)[C@H](C3)C)C)CC2)CC1)C)C,0
454,DB00604,C(=O)(c1c(OC)cc(c(Cl)c1)N)N[C@H]2[C@@H](OC)CN(CCCOc3ccc(F)cc3)CC2,1
455,DB00605,C(=O)(O)CC1c2c(/C(/C=1C)=C\c3ccc(S(=O)C)cc3)ccc(F)c2,0
456,DB00606,O=S(=O)(c1c(Cl)cc2c(S(=O)(=O)NC(C3C4C=CC(C4)C3)N2)c1)N,0
457,DB00607,C(=O)(c1c(OCC)ccc2c1cccc2)N[C@@H]3C(=O)N4[C@@H](C(=O)O)C(S[C@@H]43)(C)C,0
458,DB00608,N(CCCC(Nc1c2c(ncc1)cc(Cl)cc2)C)(CC)CC,0
459,DB00609,C(=S)(c1cc(ncc1)CC)N,0
460,DB00610,c1([C@H]([C@@H](N)C)O)cc(O)ccc1,0
461,DB00611,c12c(ccc(O)c1)C[C@@H]3[C@]4([C@]2(CCN3CC5CCC5)CCCC4)O,0
462,DB00612,O(c1ccc(cc1)COCCOC(C)C)CC(O)CNC(C)C,0
463,DB00613,N(Cc1c(O)ccc(Nc2c3c(ncc2)cc(Cl)cc3)c1)(CC)CC,0
464,DB00615,C(=O)(O[C@@H]1[C@@H]([C@@H](OC)/C=C/O[C@@]2(C(=O)c3c4c(C(=O)C(=C5C4=NC6(N5)CCN(CC(C)C)CC6)NC(=O)/C(=C\C=C\[C@@H]([C@H](O)[C@H]([C@@H](O)[C@H]1C)C)C)/C)c(c(c3O2)C)O)C)C)C,0
465,DB00617,O=C1C(OC(=O)N1C)(CC)C,0
466,DB00618,C(=O)(C1C(=O)[C@]2(C(=C3C(=O)c4c(c(Cl)ccc4O)[C@@H](O)[C@H]3C[C@H]2[C@H](N(C)C)C=1O)O)O)N,0
467,DB00619,C(=O)(c1ccc(cc1)CN2CCN(CC2)C)Nc3cc(c(cc3)C)Nc4nc(-c5cnccc5)ccn4,0
468,DB00620,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@H]1O)C)O)CO,0
469,DB00621,O=C1OC[C@@]2([C@@H]3[C@H]([C@H]4[C@@]([C@@](O)(CC4)C)(CC3)C)CC[C@H]2C1)C,0
470,DB00622,C(=O)(OCCN(Cc1ccccc1)C)C2=C(NC(=C(C(=O)OC)C2c3cc([N+](=O)[O-])ccc3)C)C,0
471,DB00623,C(F)(F)(F)c1cc2c(Sc3c(N2CCCN4CCN(CCO)CC4)cccc3)cc1,0
472,DB00624,O=C1C=C2[C@@]([C@@H]3[C@H]([C@H]4[C@@]([C@@H](O)CC4)(CC3)C)CC2)(CC1)C,0
473,DB00625,C(#CC1CC1)[C@@]2(C(F)(F)F)c3c(ccc(Cl)c3)NC(=O)O2,0
474,DB00626,C(=O)([C@H](NC(=O)[C@@H](NC(=O)[C@H]1N=C(SC1)[C@H]([C@H](CC)C)N)CC(C)C)CCC(=O)O)N[C@H](C(=O)N[C@@H]2C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCCCC2)CC(=O)N)CC(=O)O)Cc3nc[nH]c3)Cc4ccccc4)[C@H](CC)C)CCCN)[C@H](CC)C,0
475,DB00627,C(=O)(c1cnccc1)O,0
476,DB00628,C(=O)(O)C1C(=O)Nc2c(C(c3ccccc3)=N1)cc(Cl)cc2,0
477,DB00629,C(=NN=Cc1c(Cl)cccc1Cl)(N)N,0
478,DB00630,C(P(=O)(O)O)(P(=O)(O)O)(O)CCCN,0
479,DB00631,F[C@@H]1[C@H](n2c3c(c(nc(Cl)n3)N)nc2)O[C@@H]([C@H]1O)CO,0
480,DB00632,OCCCCCCCCCCCCCCCCCCCCCC,0
481,DB00633,c1(c([C@@H](c2nc[nH]c2)C)cccc1C)C,0
482,DB00634,C(=O)(NS(=O)(=O)c1ccc(cc1)N)C,0
483,DB00635,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@H](C(=O)C2)[C@@]4(C(=CC(=O)C=C4)CC3)C)CC1)C)O)CO,0
484,DB00636,C(C(Oc1ccc(Cl)cc1)(C)C)(=O)OCC,0
485,DB00637,O(c1ccc(cc1)CCN2CCC(Nc3nc4c(n3Cc5ccc(F)cc5)cccc4)CC2)C,1
486,DB00639,S(c1c(Cl)cccc1Cl)C(Cn2cncc2)CCc3ccc(Cl)cc3,0
487,DB00640,c12c(ncnc1N)n(cn2)[C@@H]3O[C@@H]([C@@H](O)[C@H]3O)CO,0
488,DB00641,C(C(CC)(C)C)(=O)O[C@@H]1[C@H]2C(C=C[C@@H]([C@@H]2CC[C@H]3OC(=O)C[C@H](O)C3)C)=C[C@@H](C1)C,0
489,DB00642,C(=O)(c1ccc(cc1)CCc2c3C(=O)N=C(Nc3[nH]c2)N)N[C@H](C(=O)O)CCC(=O)O,0
490,DB00643,C(=O)(c1cc2c(nc(NC(=O)OC)[nH]2)cc1)c3ccccc3,0
491,DB00644,C(=O)(N1C(C(=O)NCC(=O)N)CCC1)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C2NC(=O)CC2)Cc3cnc[nH]3)Cc4c5c(cccc5)[nH]c4)CO)Cc6ccc(O)cc6)CC(C)C)CCCN=C(N)N,0
492,DB00645,C(=O)(c1ccc(OCCCC)cc1)CCN2CCCCC2,0
493,DB00646,C(=O)(O)C1C2O[C@@](O)(CC1O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@H]([C@@H]([C@H](O)[C@H](/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)N)C)C2)C)C)C,0
494,DB00648,Clc1c(C(c2ccc(Cl)cc2)C(Cl)Cl)cccc1,0
495,DB00649,O=C1C(=CN(C(=O)N1)[C@@H]2O[C@@H](C=C2)CO)C,0
496,DB00650,C(=O)(c1ccc(NCC2N(C3C(=O)NC(=NC=3NC2)N)C=O)cc1)N[C@H](C(=O)O)CCC(=O)O,0
497,DB00651,O=C1c2c(ncn2CC(O)CO)N(C(=O)N1C)C,0
498,DB00652,C(=CCN1[C@H]2[C@@H]([C@](c3c(ccc(O)c3)C2)(CC1)C)C)(C)C,0
499,DB00654,C(=O)(OC(C)C)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc2ccccc2,0
500,DB00655,O=C1[C@@]2([C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1)C,0
501,DB00656,O=C1N2C(=NN1CCCN3CCN(c4cc(Cl)ccc4)CC3)C=CC=C2,0
502,DB00657,C1(C(C2CC1CC2)(C)C)(NC)C,0
503,DB00659,C(=O)(NCCCS(=O)(=O)O)C,0
504,DB00660,O=C1OC(COc2cc(cc(c2)C)C)CN1,0
505,DB00661,C(C(c1cc(OC)c(OC)cc1)(C(C)C)CCCN(CCc2cc(OC)c(OC)cc2)C)#N,0
506,DB00662,C(=O)(c1cc(OC)c(OC)c(OC)c1)NCc2ccc(OCCN(C)C)cc2,0
507,DB00664,O=S(=O)(c1ccc(cc1)N)Nc2c(OC)nccn2,1
508,DB00665,C(F)(F)(F)c1c([N+](=O)[O-])ccc(N2C(=O)C(NC2=O)(C)C)c1,0
509,DB00666,C(=O)(N1[C@H](C(=O)NCC(=O)N)CCC1)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2NC(=O)CC2)Cc3nc[nH]c3)Cc4c5c(cccc5)[nH]c4)CO)Cc6ccc(O)cc6)Cc7cc8c(cc7)cccc8)CC(C)C)CCCNC(=N)N,0
510,DB00668,c1(c(O)ccc([C@@H](O)CNC)c1)O,0
511,DB00669,N(CCc1c2c(ccc(c2)CS(=O)(=O)NC)[nH]c1)(C)C,0
512,DB00670,C(=O)(N1c2c(cccn2)NC(=O)c3c1cccc3)CN4CCN(CC4)C,0
513,DB00671,C(/C(=N\OCC(=O)O)/c1nc(sc1)N)(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(C=C)CS[C@@H]32,0
514,DB00672,C(=O)(NS(=O)(=O)c1ccc(Cl)cc1)NCCC,0
515,DB00673,C(F)(F)(F)c1cc(C(F)(F)F)cc([C@H](O[C@H]2OCCN([C@H]2c3ccc(F)cc3)CC4=NNC(=O)N4)C)c1,0
516,DB00674,O(c1c2c3c(cc1)CN(CC[C@]34C=C[C@H](O)C[C@@H]4O2)C)C,0
517,DB00675,C(=C(/c1ccccc1)\CC)(/c2ccc(OCCN(C)C)cc2)\c3ccccc3,0
518,DB00676,C(=O)(OCc1ccccc1)c2ccccc2,0
519,DB00677,O=P(OC(C)C)(OC(C)C)F,1
520,DB00678,Clc1c(n(c(n1)CCCC)Cc2ccc(-c3c(-c4nn[nH]n4)cccc3)cc2)CO,0
521,DB00679,S(c1cc2c(Sc3c(N2CCC4N(CCCC4)C)cccc3)cc1)C,1
522,DB00680,C(=O)(OCC)Nc1cc2c(Sc3c(N2C(=O)CCN4CCOCC4)cccc3)cc1,1
523,DB00681,C(=O)(O)[C@H]1[C@H]2O[C@@](O)(C[C@@H]1O)C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]([C@@H]([C@H](O)[C@H](/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)N)C)C2)C)C)C,0
524,DB00682,C(=O)(CC(C1C(=O)Oc2c(C=1O)cccc2)c3ccccc3)C,0
525,DB00683,Fc1c(C2c3c(-n4c(ncc4CN=2)C)ccc(Cl)c3)cccc1,0
526,DB00684,O([C@H]1O[C@@H]([C@@H](O)[C@@H]([C@H]1O)N)CO)[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@@H]([C@@H](O)C[C@H]3N)CN)[C@@H](N)C[C@H]2N,0
527,DB00685,C(=O)(C1C(=O)c2c(nc(c(F)c2)N3C[C@@H]4[C@H]([C@@H]4C3)N)N(c5c(F)cc(F)cc5)C=1)O,1
528,DB00686,O=S(=O)(O[C@@H]1[C@@H](OS(=O)(=O)O)[C@H](O)CO[C@H]1O[C@H]2[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H](OC2)O)O,0
529,DB00687,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)CC4)CC3)C)[C@@H](O)C2)CC1)C)O)CO,0
530,DB00688,C(=O)(OCCN1CCOCC1)CC/C(=C/Cc2c(OC)c(c3c(C(=O)OC3)c2O)C)/C,0
531,DB00689,C(=O)(C1=C(COC(=O)C)CS[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](c3ccccc3)N)O,0
532,DB00690,N(CCN1C(=O)CN=C(c2c(F)cccc2)c3c1ccc(Cl)c3)(CC)CC,0
533,DB00691,C(=O)(OCC)[C@@H](N[C@H](C(=O)N1[C@H](C(=O)O)Cc2c(cc(OC)c(OC)c2)C1)C)CCc3ccccc3,0
534,DB00692,N(c1cc(O)ccc1)(c2ccc(cc2)C)CC3=NCCN3,0
535,DB00693,O=C1c2c(C3(c4c(Oc5c3ccc(O)c5)cc(O)cc4)O1)cccc2,0
536,DB00694,C(=O)([C@]1(O)Cc2c(c3C(=O)c4c(C(=O)c3c(c2[C@@H](O[C@@H]5O[C@H]([C@@H](O)[C@@H](N)C5)C)C1)O)c(OC)ccc4)O)C,0
537,DB00695,C(=O)(c1c(NCc2occc2)cc(Cl)c(S(=O)(=O)N)c1)O,0
538,DB00696,C(=O)(N[C@]1(C(=O)N2[C@](O1)(O)[C@H]3N(C(=O)[C@@H]2Cc4ccccc4)CCC3)C)[C@@H]5C=C6c7c8c(ccc7)[nH]cc8C[C@H]6N(C5)C,0
539,DB00697,Clc1c(c2c(nsn2)cc1)NC3=NCCN3,0
540,DB00698,N(/N1C(=O)NC(=O)C1)=C\c2oc([N+](=O)[O-])cc2,0
541,DB00699,C(=O)(OC[C@@H]1C[C@]2(OC)c3c4c(n(cc4C[C@H]2N(C1)C)C)ccc3)c5cc(Br)cnc5,0
542,DB00700,C(=O)(OC)[C@H]1[C@@H]2[C@]3([C@@]4(C(=CC(=O)CC4)C1)C)O[C@@H]3C[C@@]5([C@@]6(OC(=O)CC6)CC[C@H]52)C,0
543,DB00701,C(=O)(O[C@@H]1COCC1)N[C@H]([C@H](O)CN(S(=O)(=O)c2ccc(cc2)N)CC(C)C)Cc3ccccc3,0
544,DB00703,C(/N=C1\N(N=C(S(=O)(=O)N)S\1)C)(=O)C,0
545,DB00704,O=C1[C@H]2[C@]34c5c(c(O)ccc5C[C@H]([C@]3(O)CC1)N(CC6CC6)CC4)O2,0
546,DB00705,C(=O)(c1cc2c(ccc(NS(=O)(=O)C)c2)[nH]1)N3CCN(c4c(NC(C)C)cccn4)CC3,0
547,DB00706,O=S(=O)(c1c(OC)ccc(c1)C[C@H](NCCOc2c(OCC)cccc2)C)N,0
548,DB00708,C(N(c1ccccc1)C2(COC)CCN(CCc3sccc3)CC2)(=O)CC,0
549,DB00709,O=C1N=C(C=CN1[C@H]2O[C@H](SC2)CO)N,0
550,DB00710,C(P(=O)(O)O)(P(=O)(O)O)(O)CCN(CCCCC)C,0
551,DB00711,C(N(CC)CC)(=O)N1CCN(CC1)C,0
552,DB00712,C(=O)(C(c1cc(F)c(-c2ccccc2)cc1)C)O,0
553,DB00713,C(=O)(c1c(-c2ccccc2)noc1C)N[C@@H]3C(=O)N4[C@@H](C(=O)O)C(S[C@@H]43)(C)C,0
554,DB00714,c12c(c(O)ccc1C[C@@H]3c4c-2cccc4CCN3C)O,0
555,DB00715,O(c1cc2c(OCO2)cc1)C[C@H]3[C@H](c4ccc(F)cc4)CCNC3,0
556,DB00716,C(=O)(C1N(c2c(C(=O)C=1)cc3C(=O)C=C(C(=O)O)Oc3c2CCC)CC)O,0
557,DB00717,C([C@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@H]4C(=CC(=O)CC4)CC3)CC2)CC1)C)O)#C,0
558,DB00718,C(C(C)(C)C)(=O)OCOP(=O)(OCOC(C(C)(C)C)=O)COCCn1c2c(c(ncn2)N)nc1,0
559,DB00719,C1(c2c(cccn2)CCc3c1cccc3)=C4CCN(CC4)C,0
560,DB00720,C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl,0
561,DB00721,C(=O)(OCCN(CC)CC)c1ccc(cc1)N,0
562,DB00722,C(=O)(N1[C@H](C(=O)O)CCC1)[C@@H](N[C@H](C(=O)O)CCc2ccccc2)CCCCN,0
563,DB00723,O(c1c(C(C(N)C)O)cc(OC)cc1)C,0
564,DB00724,c12c(c3c(nc1N)cccc3)n(cn2)CC(C)C,0
565,DB00725,C(=O)(OC1CC2[N+](C(C1)CC2)(C)C)C(c3ccccc3)O,0
566,DB00726,N(CC(CN1c2c(cccc2)CCc3c1cccc3)C)(C)C,0
567,DB00727,O=[N+](OC(CO[N+](=O)[O-])CO[N+](=O)[O-])[O-],0
568,DB00728,C(=O)(O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@H](C[C@H](O)[C@@H](N5CCOCC5)C4)CC3)C)CC2)C[C@@H]1[N+]6(CC=C)CCCC6)C)C,0
569,DB00730,c1(-c2nc3c(cccc3)[nH]2)ncsc1,0
570,DB00731,C(=O)([C@H](NC(=O)C1CCC(C(C)C)CC1)Cc2ccccc2)O,0
571,DB00732,C(=O)(OCCCCCOC(=O)CC[N+]1(C(c2c(cc(OC)c(OC)c2)CC1)Cc3cc(OC)c(OC)cc3)C)CC[N+]4(C(c5c(cc(OC)c(OC)c5)CC4)Cc6cc(OC)c(OC)cc6)C,0
572,DB00733,N(=C/c1[n+](cccc1)C)\O,0
573,DB00734,O=C1C(=C(N=C2N1CCCC2)C)CCN3CCC(c4c5c(on4)cc(F)cc5)CC3,0
574,DB00735,N(Cc1c2c(ccc1)cccc2)(CC=Cc3ccccc3)C,0
575,DB00736,O=[S@](c1nc2c(ccc(OC)c2)[nH]1)Cc3c(c(OC)c(cn3)C)C,0
576,DB00737,Clc1ccc(C(c2ccccc2)N3CCN(Cc4cc(ccc4)C)CC3)cc1,0
577,DB00738,C(c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1)(=N)N,0
578,DB00739,C(=O)(O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2N3C(=O)[C@@H](c4ccccc4)NC3(C)C)(C)C,1
579,DB00740,C(Oc1cc2c(nc(s2)N)cc1)(F)(F)F,0
580,DB00741,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)[C@@H](O)C2)CC1)C)O)CO,0
581,DB00744,C(N(C(c1sc2c(c1)cccc2)C)O)(=O)N,1
582,DB00745,C(=O)(CS(=O)C(c1ccccc1)c2ccccc2)N,0
583,DB00746,C(N(O)CCCCCNC(=O)CCC(N(O)CCCCCN)=O)(=O)CCC(=O)NCCCCCN(C(=O)C)O,0
584,DB00747,C(=O)(O[C@H]1C[C@@H]2N([C@@H]([C@H]3O[C@H]32)C1)C)[C@@H](c4ccccc4)CO,0
585,DB00748,N(CCOC(c1ncccc1)c2ccc(Cl)cc2)(C)C,0
586,DB00749,C(=O)(O)CC1(c2c(c3c(c(ccc3)CC)[nH]2)CCO1)CC,0
587,DB00750,C(=O)(C(NCCC)C)Nc1c(cccc1)C,0
588,DB00751,c12c(cccc1)Cc3c(cccc3)C4N2C(=NC4)N,0
589,DB00752,c1(ccccc1)C2C(N)C2,0
590,DB00753,C(F)(F)(F)C(OC(F)F)Cl,0
591,DB00754,O=C1N(C(=O)NC1c2ccccc2)CC,0
592,DB00755,C(=O)(/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C)O,0
593,DB00756,Clc1c(Cl)cc(Cl)c(c1Cc2c(Cl)c(Cl)cc(Cl)c2O)O,1
594,DB00757,C(=O)(O[C@@H]1C[C@H]2N3[C@@H](C1)C[C@@H](C(=O)C3)C2)c4c5c(cccc5)[nH]c4,0
595,DB00758,C(=O)(OC)[C@H](c1c(Cl)cccc1)N2Cc3c(scc3)CC2,0
596,DB00759,C(=O)(C1C(=O)[C@]2(C(=C3C(=O)c4c([C@@](O)([C@H]3C[C@H]2[C@H](N(C)C)C=1O)C)cccc4O)O)O)N,0
597,DB00760,C(N(C)C)(=O)[C@H]1NC[C@@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@H](O)C)[C@H]3[C@H]2C)C1,0
598,DB00762,C(=O)(Oc1cc2c(c3c(C4N(C(=O)C5=C([C@@](C(=O)OC5)(O)CC)C=4)C3)nc2cc1)CC)N6CCC(N7CCCCC7)CC6,0
599,DB00763,S=C1N(C=CN1)C,0
600,DB00765,C([C@](Cc1ccc(O)cc1)(N)C)(=O)O,0
601,DB00766,C(=O)(O)[C@H]1/C(/O[C@H]2N1C(=O)C2)=C/CO,0
602,DB00767,C(N(CC)CC)(=O)C1C(OC(=O)C)CC2c3c(cc(OC)c(OC)c3)CCN2C1,1
603,DB00768,C(=O)(O)Cc1cc2c(OCc3c(/C/2=C/CCN(C)C)cccc3)cc1,0
604,DB00769,C(=O)(OCC(=O)[C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)[C@@H](O)C2)CC1)C)O)CN(CC)CC,0
605,DB00770,C(=O)(O)CCCCCC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCCCC,0
606,DB00771,C(C(c1ccccc1)(c2ccccc2)O)(=O)OC3C4CC[N+](C3)(CC4)C,0
607,DB00772,C(=O)(OCC)C(SP(OC)(OC)=S)CC(=O)OCC,0
608,DB00773,O=C1OC[C@@H]2[C@H](O[C@@H]3O[C@H]4[C@@H](O[C@@H](OC4)C)[C@H](O)[C@H]3O)c5c(cc6c(OCO6)c5)[C@@H](c7cc(OC)c(c(OC)c7)O)[C@@H]12,0
609,DB00774,C(F)(F)(F)c1c(S(=O)(=O)N)cc2c(c1)NCNS2(=O)=O,1
610,DB00775,C(=O)([C@@H](NS(=O)(=O)CCCC)Cc1ccc(OCCCCC2CCNCC2)cc1)O,0
611,DB00776,C(=O)(N1c2c(C(=O)Cc3c1cccc3)cccc2)N,0
612,DB00777,C(=O)(c1cc2c(Sc3c(N2CC(N(C)C)C)cccc3)cc1)CC,0
613,DB00778,N(OCOCCOC)=C1[C@@H]([C@H]([C@](O)([C@H](OC(=O)[C@@H]([C@@H](O[C@@H]2O[C@H]([C@@H]([C@](OC)(C2)C)O)C)[C@@H]([C@@H](O[C@@H]3O[C@@H](C[C@H](N(C)C)[C@H]3O)C)[C@](O)(C[C@H]1C)C)C)C)CC)C)O)C,1
614,DB00779,C(=O)(C1C(=O)c2c(nc(cc2)C)N(C=1)CC)O,0
615,DB00780,c1(ccccc1)CCNN,0
616,DB00781,C(=O)([C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)CCCCC(CC)C)CCN)N[C@H](C(=O)N[C@@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC1)[C@H](O)C)CCN)CCN)CC(C)C)Cc2ccccc2)CCN)CCN,0
617,DB00782,C(=O)(OCC[N+](C(C)C)(C(C)C)C)C1c2c(Oc3c1cccc3)cccc2,0
618,DB00783,c12c(cc(O)cc1)CC[C@@H]3[C@@H]2CC[C@@]4([C@@H](O)CC[C@H]43)C,0
619,DB00784,C(=O)(c1c(Nc2c(c(ccc2)C)C)cccc1)O,0
620,DB00787,O=C1c2c(n(cn2)COCCO)NC(=N1)N,0
621,DB00788,C(=O)([C@H](c1cc2c(cc(OC)cc2)cc1)C)O,0
622,DB00790,C(=O)(OCC)[C@@H](N[C@H](C(=O)N1[C@H](C(=O)O)C[C@H]2[C@@H]1CCCC2)C)CCC,0
623,DB00791,N(C1C(=O)NC(=O)NC=1)(CCCl)CCCl,0
624,DB00792,N(c1ncccc1)(Cc2ccccc2)CCN(C)C,0
625,DB00793,C(#CCOc1c(Cl)cc(Cl)c(Cl)c1)I,1
626,DB00794,O=C1C(C(=O)NCN1)(c2ccccc2)CC,0
627,DB00795,C(=O)(c1c(O)ccc(/N=N/c2ccc(S(=O)(=O)Nc3ncccc3)cc2)c1)O,0
628,DB00796,C(=O)(OC(OC(=O)c1c2c(nc(OCC)n2Cc3ccc(-c4c(-c5nnn[nH]5)cccc4)cc3)ccc1)C)OC6CCCCC6,0
629,DB00797,C1(=NCCN1)Cc2ccccc2,0
630,DB00798,O(C1OC(C(NC)C)CCC1N)C2C(O)C(OC3OCC(O)(C(NC)C3O)C)C(N)CC2N,0
