,Identifier,smiles,withdrawn
1074,DB01303,O=C1c2c(nc[n-]2)N(C(=O)N1C)C,0
1075,DB01319,C(=O)(O[C@@H]1COCC1)N[C@H]([C@H](OP(=O)(O)O)CN(S(=O)(=O)c2ccc(cc2)N)CC(C)C)Cc3ccccc3,0
1076,DB01320,O=P(OCN1C(=O)C(c2ccccc2)(c3ccccc3)NC1=O)(O)O,0
1077,DB01322,O=C1OC(/C=C/C2C=CCCC=2)CC(OC)=C1,0
1078,DB01324,C(F)(F)(F)CSCC1N(S(=O)(=O)c2c(cc(Cl)c(S(=O)(=O)N)c2)N1)C,0
1079,DB01325,O=S(=O)(c1c(Cl)cc2c(C(=O)NC(N2)CC)c1)N,0
1080,DB01326,C(=O)(C1=C(CSc2nnnn2C)CS[C@H]3N1C(=O)[C@H]3NC(=O)[C@@H](c4ccccc4)O)O,0
1081,DB01327,C(=O)(C1=C(CSc2nnc(s2)C)CS[C@H]3N1C(=O)[C@H]3NC(=O)Cn4nnnc4)O,0
1082,DB01328,C(=O)(C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@H]3N1C(=O)[C@H]3NC(=O)[C@@H](c4ccccc4)O)O,0
1083,DB01329,C(=O)(C1=C(CSc2nnnn2C)CS[C@H]3N1C(=O)[C@H]3NC(=O)[C@@H](c4ccc(O)cc4)NC(=O)N5C(=O)C(=O)N(CC)CC5)O,0
1084,DB01330,C(C(=O)O)(C(=O)N)=C1SC(C(=O)N[C@]2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)S1,0
1085,DB01331,C(=O)(OCC1=C(C(=O)O)N2C(=O)[C@@](OC)(NC(=O)Cc3sccc3)[C@H]2SC1)N,0
1086,DB01332,C(/C(=N\OC)/c1nc(sc1)N)(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@@H]32,1
1087,DB01333,C(=O)(C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](C3=CCC=CC3)N)C)O,0
1088,DB01337,C(=O)(O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@H](C[C@H](OC(=O)C)[C@@H]([N+]5(CCCCC5)C)C4)CC3)C)CC2)C[C@@H]1[N+]6(CCCCC6)C)C)C,0
1089,DB01338,C(=O)(O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@H](C[C@H](OC(=O)C)[C@@H](N5CC[N+](CC5)(C)C)C4)CC3)C)CC2)C[C@@H]1N6CC[N+](CC6)(C)C)C)C,0
1090,DB01339,C(=O)(O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@H](C[C@H](OC(=O)C)[C@@H](N5CCCCC5)C4)CC3)C)CC2)C[C@@H]1[N+]6(CCCCC6)C)C)C,0
1091,DB01340,C(=O)(OCC)[C@@H](N[C@@H]1C(=O)N2N(CCC[C@H]2C(=O)O)CCC1)CCc3ccccc3,0
1092,DB01348,C(=O)(OCC)[C@@H](N[C@H](C(=O)N1[C@H](C(=O)O)CC2(SCCS2)C1)C)CCc3ccccc3,0
1093,DB01351,O=C1C(C(=O)NC(=O)N1)(CCC(C)C)CC,0
1094,DB01353,O=C1C(C(=O)NC(=O)N1)(CCCC)CC,0
1095,DB01357,C([C@]1([C@@]2([C@H]([C@H]3[C@@H](c4c(cc(OC)cc4)CC3)CC2)CC1)C)O)#C,0
1096,DB01359,C(NC[C@H](O)COc1c(cccc1)C2CCCC2)(C)(C)C,0
1097,DB01362,C(N(c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)CC(O)CO)(=O)C,0
1098,DB01365,C(NC)(Cc1ccccc1)(C)C,0
1099,DB01366,O=C1C=Cc2c(c(O)ccc2[C@H]([C@@H](NC(C)C)CC)O)N1,0
1100,DB01367,C(#C)CN[C@H]1c2c(cccc2)CC1,0
1101,DB01369,C(=O)(c1c(O)cccn1)N[C@@H]2C(=O)N[C@@H](C(=O)N3[C@H](C(=O)N([C@H](C(=O)N4[C@H](C(=O)N[C@H](C(=O)O[C@@H]2C)c5ccccc5)CC(=O)[C@H](CS[C@H]6C7CCN(C6)CC7)C4)Cc8ccc(N(C)C)cc8)C)CCC3)CC,0
1102,DB01380,C(=O)(OCC(=O)[C@@]1([C@@]2([C@H]([C@H]3[C@H](C(=O)C2)[C@@]4(C(=CC(=O)CC4)CC3)C)CC1)C)O)C,0
1103,DB01382,O=S(=O)(c1ccccc1)Nc2ncc(OCCOC)cn2,0
1104,DB01388,C(=O)(O[C@]1([C@H](c2c(cc(F)cc2)CC1)C(C)C)CCN(CCCc3nc4c(cccc4)[nH]3)C)COC,1
1105,DB01392,C(=O)(OC)[C@H]1[C@@H](O)CC[C@@H]2[C@@H]1C[C@H]3c4c(c5c(cccc5)[nH]4)CCN3C2,0
1106,DB01393,C(C(Oc1ccc(cc1)CCNC(=O)c2ccc(Cl)cc2)(C)C)(=O)O,0
1107,DB01394,C(=O)(NC1C2C(c3c(OC)c(OC)c(OC)cc3CC1)=CC=C(OC)C(=O)C=2)C,0
1108,DB01395,O=C1O[C@@]2([C@@]3([C@H]([C@H]4[C@@H]([C@@]5(C(=CC(=O)CC5)[C@H]6[C@@H]4C6)C)CC3)[C@H]7[C@@H]2C7)C)CC1,0
1109,DB01396,O=C1OCC(=C1)[C@@H]2[C@@]3([C@@](O)([C@H]4[C@@H]([C@@]5([C@@H](C[C@@H](O[C@@H]6O[C@@H]([C@@H](O[C@@H]7O[C@@H]([C@@H](O[C@@H]8O[C@@H]([C@@H](O)[C@@H](O)C8)C)[C@@H](O)C7)C)[C@@H](O)C6)C)CC5)CC4)C)CC3)CC2)C,0
1110,DB01399,C(=O)(Oc1c(C(=O)O)cccc1)c2c(O)cccc2,0
1111,DB01400,C(N(C)C)(=O)Oc1cc([N+](C)(C)C)ccc1,0
1112,DB01403,N(C[C@H](CN1c2c(Sc3c1cccc3)ccc(OC)c2)C)(C)C,0
1113,DB01405,C(=O)(C1C(=O)c2c(N(c3c(F)cc(F)cc3)C=1)cc(c(F)c2)N4CC(NCC4)C)O,1
1114,DB01406,C([C@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=Cc5c(cno5)C4)CC3)C)CC2)CC1)C)O)#C,0
1115,DB01407,C(NCC(c1cc(Cl)c(c(Cl)c1)N)O)(C)(C)C,0
1116,DB01409,C(C(c1sccc1)(c2sccc2)O)(=O)O[C@H]3C[C@@H]4[N+]([C@@H]([C@H]5O[C@H]54)C3)(C)C,0
1117,DB01410,C(=O)(OCC(=O)[C@]12[C@@]3([C@H]([C@H]4[C@@H]([C@@]5(C(=CC(=O)C=C5)CC4)C)[C@@H](O)C3)C[C@H]1O[C@H](O2)C6CCCCC6)C)C(C)C,0
1118,DB01413,C(/C(=N\OC)/c1nc(sc1)N)(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(C[N+]4(CCCC4)C)CS[C@@H]32,0
1119,DB01415,C(/C(/c1nc(sc1)N)=C\CC(=O)O)(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@@H]32,0
1120,DB01416,C(/C(=N\OC)/c1nc(sc1)N)(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(COC)CS[C@@H]32,0
1121,DB01418,C(=O)(CC(C1C(=O)Oc2c(C=1O)cccc2)c3ccc([N+](=O)[O-])cc3)C,0
1122,DB01419,C(=O)(OCCN1CCN(c2cc(C(F)(F)F)ccc2)CC1)c3c(Nc4c5c(ncc4)cc(C(F)(F)F)cc5)cccc3,0
1123,DB01420,C(=O)(O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)CC,1
1124,DB01421,O([C@@H]1O[C@@H]([C@@H](O[C@H]2O[C@H]([C@@H](O)[C@H](O)[C@H]2N)CN)[C@H]1O)CO)[C@H]3[C@H](O[C@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4N)CO)[C@@H](N)C[C@H]([C@@H]3O)N,0
1125,DB01424,N(C1C(=O)N(c2ccccc2)N(C=1C)C)(C)C,1
1126,DB01426,c12c(N([C@@H]3[C@]14[C@H](O)C5[C@@H](N6[C@H](O)[C@H]([C@@H]5C[C@H]63)CC)C4)C)cccc2,0
1127,DB01427,O=C1C(=CC(c2ccncc2)=CN1)N,0
1128,DB01428,C(=O)(c1c(O)cc(OC)cc1)c2ccccc2,0
1129,DB01430,Fc1ccc(C(c2ccc(F)cc2)N3CCN(c4nc(nc(n4)NCC=C)NCC=C)CC3)cc1,0
1130,DB01435,O=C1N(c2ccccc2)N(C(=C1)C)C,0
1131,DB01436,C1(/C(=C\C=C2\[C@H]3[C@@]([C@@H]([C@@H](CCCC(C)C)C)CC3)(CCC\2)C)/C[C@@H](O)C[C@@H]1O)=C,0
1132,DB01437,O=C1C(c2ccccc2)(CC)CCC(=O)N1,0
1133,DB01438,N(=N/c1ccccc1)\c2c(nc(cc2)N)N,0
1134,DB01440,C(=O)(O)CCCO,0
1135,DB01452,C(=O)(Oc1c2c3c(cc1)C[C@H]4N(CC[C@@]35[C@@H](O2)[C@@H](OC(=O)C)C=C[C@H]54)C)C,0
1136,DB01459,C(C(c1ccccc1)(c2ccccc2)CCN3CCC(N4C(=O)N(C(=O)CC)c5c4cccc5)CC3)#N,1
1137,DB01463,c1(ccccc1)C2C(NCC)C3CC2CC3,1
1138,DB01493,C12=CCCC[C@@H]1[C@@H]3[C@H]([C@H]4[C@@]([C@](O)(CC)CC4)(CC3)C)CC2,1
1139,DB01494,C(Cl)(Cl)(Cl)C(O)O,1
1140,DB01501,C(C(c1ccccc1)(c2ccccc2)CCN3CCC(C(=O)O)(c4ccccc4)CC3)#N,0
1141,DB01544,O=C1N(c2c(C(c3c(F)cccc3)=NC1)cc([N+](=O)[O-])cc2)C,0
1142,DB01546,c12c(c[nH]c1cccc2)CC(CC)N,1
1143,DB01550,C(#N)CCNC(Cc1ccccc1)C,1
1144,DB01551,O(c1c2c3c(cc1)C[C@H]4N(CC[C@@]35[C@@H](O2)[C@@H](O)CC[C@H]54)C)C,0
1145,DB01556,C(Cc1ccc(Cl)cc1)(N)(C)C,1
1146,DB01558,O=C1Nc2c(C(c3ncccc3)=NC1)cc(Br)cc2,0
1147,DB01559,O=C1N(c2c(C(c3c(Cl)cccc3)=NC1)cc(s2)CC)C,0
1148,DB01563,C(Cl)(Cl)(Cl)C(O)O,0
1149,DB01579,c1(ccccc1)[C@@H]2OCCN([C@H]2C)C,0
1150,DB01580,O(c1c(OCC(O)CNC(C)C)cccc1)CC=C,0
1151,DB01581,O=S(=O)(c1ccc(cc1)N)Nc2nc(ccn2)C,0
1152,DB01582,O=S(=O)(c1ccc(cc1)N)Nc2nc(cc(n2)C)C,0
1153,DB01583,C(=O)([O-])[C@H](Cc1cc(I)c(Oc2cc(I)c(c(I)c2)O)c(I)c1)N,0
1154,DB01587,O=C1N2C(c3c(N(C(=O)C2)C)ccc(Cl)c3)(c4ccccc4)OC(=C1)C,0
1155,DB01588,O=C1N(c2c(C(c3ccccc3)=NC1)cc(Cl)cc2)CC4CC4,0
1156,DB01589,C(F)(F)(F)CN1C(=S)CN=C(c2c(F)cccc2)c3c1ccc(Cl)c3,0
1157,DB01590,O=C1C(=O)N2[C@H](C(=O)O[C@H]([C@@H](C[C@H]3C[C@@H](OC)[C@H](OCCO)CC3)C)CC(=O)[C@@H](/C=C(/[C@@H](O)[C@@H](OC)C(=O)[C@@H](C[C@@H](/C=C/C=C/C=C(/[C@@H](OC)C[C@H]4O[C@]1(O)[C@@H](CC4)C)\C)C)C)\C)C)CCCC2,0
1158,DB01591,C(=O)(O[C@@H]1C2CCN(C1)CC2)N3[C@H](c4c(cccc4)CC3)c5ccccc5,0
1159,DB01595,O=C1Nc2c(C(c3ccccc3)=NC1)cc([N+](=O)[O-])cc2,0
1160,DB01597,C(/C(=C/CCCCSC[C@@H](C(=O)O)N)/NC(=O)[C@@H]1C(C1)(C)C)(=O)O,0
1161,DB01598,C(=O)(C1=C(SCC/N=C/N)C[C@H]2N1C(=O)[C@@H]2[C@H](O)C)O,0
1162,DB01599,C(Sc1cc(C(C)(C)C)c(c(C(C)(C)C)c1)O)(Sc2cc(C(C)(C)C)c(c(C(C)(C)C)c2)O)(C)C,0
1163,DB01600,C(=O)(c1sc(C(C(=O)O)C)cc1)c2ccccc2,0
1164,DB01601,C(=O)([C@@H](N1C(=O)NCCC1)C(C)C)N[C@@H](Cc2ccccc2)C[C@@H]([C@@H](NC(=O)COc3c(cccc3C)C)Cc4ccccc4)O,0
1165,DB01602,C(=O)(OC(OC(=O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](c3ccccc3)N)(C)C)C)OCC,0
1166,DB01603,C(=O)(c1c(OC)cccc1OC)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C,0
1167,DB01604,C(C(C)(C)C)(=O)OCOC(=O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](c3ccccc3)N)(C)C,0
1168,DB01605,C(C(C)(C)C)(=O)OCOC(=O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2N=CN3CCCCCC3)(C)C,0
1169,DB01606,C(=O)(O)[C@H]1[C@@](S(=O)(=O)[C@H]2N1C(=O)C2)(Cn3nncc3)C,0
1170,DB01607,C(=O)([C@H](C(=O)O)c1cscc1)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C,0
1171,DB01608,C(#N)c1cc2c(Sc3c(N2CCCN4CCC(O)CC4)cccc3)cc1,0
1172,DB01609,C(=O)(c1ccc(-n2c(-c3c(O)cccc3)nc(-c4c(O)cccc4)n2)cc1)O,0
1173,DB01610,C(=O)(OCC(OCn1c2c(C(=O)N=C(N2)N)nc1)CO)[C@H](C(C)C)N,0
1174,DB01611,N(CCO)(CCCC(Nc1c2c(ncc1)cc(Cl)cc2)C)CC,0
1175,DB01612,N(=O)OCCCCC,0
1176,DB01613,O=[N+](O[C@H]([C@H](O[N+](=O)[O-])CO[N+](=O)[O-])CO[N+](=O)[O-])[O-],0
1177,DB01616,N(CCCc1ccccc1)(CCCc2ccccc2)CC,0
1178,DB01618,O=C1c2c(c([nH]c2CCC1CN3CCOCC3)C)CC,0
1179,DB01619,c12C3=C(C(c1cccc2)c4ccccc4)CN(CC3)C,0
1180,DB01620,N(CCC(c1ncccc1)c2ccccc2)(C)C,0
1181,DB01621,N(S(=O)(=O)c1cc2c(Sc3c(N2CCCN4CCC(CCO)CC4)cccc3)cc1)(C)C,0
1182,DB01623,N(S(=O)(=O)c1cc2c(Sc3c(/C/2=C/CCN4CCN(CC4)C)cccc3)cc1)(C)C,0
1183,DB01624,Clc1cc2c(Sc3c(/C/2=C/CCN4CCN(CCO)CC4)cccc3)cc1,0
1184,DB01625,C(C(c1ccccc1)(c2ccccc2)CC[N+](C(C)C)(C(C)C)C)(=O)N,0
1185,DB01626,C(#C)CN(Cc1ccccc1)C,0
1186,DB01627,C(=O)(N[C@H]([C@H](O)C)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O)[C@H]2N(C[C@H](CCC)C2)C,0
1187,DB01628,O=S(=O)(c1ccc(-c2c(-c3cnc(cc3)C)ncc(Cl)c2)cc1)C,0
1188,DB01632,O=P(OP(=O)(O)O)(O[C@H]1O[C@@H]([C@@H](O)[C@H]1O)COP(=O)(O)O)O,0
1189,DB01638,[C@H]([C@@H]([C@@H](O)CO)O)([C@H](O)CO)O,0
1190,DB01656,C(=O)(c1cc(OCC2CC2)c(OC(F)F)cc1)Nc3c(Cl)cncc3Cl,0
1191,DB01698,O=C1C(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO[C@@H]3O[C@H]([C@H](O)[C@@H](O)[C@H]3O)C)=C(c4cc(c(O)cc4)O)Oc5c1c(O)cc(O)c5,0
1192,DB01708,O=C1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC3)C[C@@H](O)CC4)C)CC2)CC1)C,0
1193,DB01718,[N+](CCCCCCCCCCCCCCCC)(C)(C)C,0
1194,DB01744,O=C1[C@]2(C([C@@H](C1)CC2)(C)C)C,0
1195,DB01764,N(CCS(=O)(=O)[C@H]1[C@@H]2C(=O)O[C@H](C(C)C)[C@@H](/C=C/C(=O)NC/C=C/C(=C/[C@@H](O)CC(=O)Cc3nc(C(=O)N2CC1)co3)/C)C)(CC)CC,0
1196,DB01783,C(=O)([C@@H](C(CO)(C)C)O)NCCC(=O)O,0
1197,DB01839,C(O)(CO)C,0
1198,DB01914,O=C[C@@H]([C@H]([C@@H]([C@H](O)CO)O)O)O,0
1199,DB01956,O=S(=O)(O)CCN,0
1200,DB02266,C(=O)(c1c(Nc2cc(C(F)(F)F)ccc2)cccc1)O,0
1201,DB02300,C1(/C(=C\C=C2\[C@H]3[C@@]([C@@H]([C@@H](/C=C/[C@@H](O)C4CC4)C)CC3)(CCC\2)C)/C[C@@H](O)C[C@@H]1O)=C,0
1202,DB02325,C(O)(C)C,0
1203,DB02362,C(=O)(c1ccc(cc1)N)O,0
1204,DB02383,C(N(CC(=O)O)C)(=S)c1c2c(c(C(F)(F)F)c(OC)cc2)ccc1,1
1205,DB02513,c1(c(O)cc(cc1)C)C(C)C,0
1206,DB02530,C(=O)(O)CCCN,0
1207,DB02546,C(=O)(Nc1ccccc1)CCCCCCC(=O)NO,0
1208,DB02638,C(=O)(N1[C@H](C(=O)N[C@H](C(=O)NCC(=O)N)CCCCN)CCC1)[C@H]2NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)CN)CSSC2)Cc3ccc(O)cc3)Cc4ccccc4)CCC(=O)N)CC(=O)N,0
1209,DB02659,C(=O)(O)CC[C@H]([C@@H]1[C@]2([C@@H](O)C[C@@H]3[C@@]4([C@H](C[C@@H](O)[C@H]3[C@@H]2CC1)C[C@H](O)CC4)C)C)C,0
1210,DB02701,C(=O)(c1cnccc1)N,0
1211,DB02703,C(/C(=C1\[C@@H](OC(=O)C)C[C@@]2([C@@]3([C@H]([C@@]4([C@H]([C@@H]([C@H](O)CC4)C)CC3)C)[C@H](O)C[C@@H]\12)C)C)/CCC=C(C)C)(=O)O,0
1212,DB02772,O([C@@]1(O[C@@H]([C@@H](O)[C@@H]1O)CO)CO)[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO,0
1213,DB02789,C(=O)([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC3)C[C@@H](O)CC4)C)CC2)CC1)C)C,0
1214,DB02893,C(=O)([C@@H](CCSC)N)O,0
1215,DB02925,C(=O)(c1cc(S(=O)(=O)N)c(Oc2ccccc2)c(N3CCCC3)c1)O,0
1216,DB02959,C(=O)([C@H](Cc1c2c(ccc(O)c2)[nH]c1)N)O,0
1217,DB03017,C(=O)(O)CCCCCCCCCCC,0
1218,DB03085,C(=O)(O)CO,0
1219,DB03088,C(=O)(O)[C@H]1NC(=O)CC1,0
1220,DB03128,C(=O)(OCC[N+](C)(C)C)C,0
1221,DB03147,O=[P@](O[P@@](=O)(OC[C@H]1O[C@@H](n2c3c(c(ncn3)N)nc2)[C@H](O)[C@@H]1O)O)(OC[C@H]([C@H]([C@@H](O)CN4C5C(C(=O)NC(=O)N=5)=Nc6c4cc(c(c6)C)C)O)O)O,0
1222,DB03166,C(=O)(O)C,0
1223,DB03175,OCCC,0
1224,DB03193,C(=O)(O)CCCCCCCCCCCCCCCCC,0
1225,DB03209,C(=O)(C1=NC(=O)NC(=O)N1)O,0
1226,DB03247,O=P(OC[C@H]([C@H]([C@@H](O)CN1C2C(C(=O)NC(=O)N=2)=Nc3c1cc(c(c3)C)C)O)O)(O)O,0
1227,DB03255,c1(O)ccccc1,0
1228,DB03310,C(=O)([C@@H](NC(=O)CC[C@@H](C(=O)O)N)CSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)NCC(=O)O,0
1229,DB03312,O=C1C(/C=C/Br)=CN(C(=O)N1)[C@@H]2O[C@@H]([C@@H](O)C2)CO,0
1230,DB03585,O=C1N(c2ccc(O)cc2)N(C(=O)C1CCCC)c3ccccc3,1
1231,DB03615,O([C@@H]1O[C@@H]([C@@H](O)[C@H]1O)CO)[C@H]2[C@H](O[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3N)CN)[C@@H](N)C[C@H]([C@@H]2O)N,0
1232,DB03619,C(=O)(O)CC[C@H]([C@@H]1[C@]2([C@@H](O)C[C@@H]3[C@@]4([C@@H](C[C@H](O)CC4)CC[C@H]3[C@@H]2CC1)C)C)C,0
1233,DB03754,C(CO)(CO)(CO)N,0
1234,DB03756,C(=O)(O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,0
1235,DB03766,C(=O)(O)CC,0
1236,DB03783,C(=O)(Nc1ccc(OCC)cc1)C,1
1237,DB03793,C(=O)(c1ccccc1)O,0
1238,DB03796,C(=O)(O)CCCCCCCCCCCCCCC,0
1239,DB03808,C(c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1)(=N)N,0
1240,DB03843,O=C,0
1241,DB03904,C(=O)(N)N,0
1242,DB03929,C(=O)([C@@H](CO)N)O,0
1243,DB04038,C12[C@@]([C@@H]3C(=CC=1)[C@H]4[C@@]([C@@H]([C@@H](/C=C/[C@@H](C(C)C)C)C)CC4)(CC3)C)(CC[C@H](O)C2)C,0
1244,DB04115,O(c1c(OC)ccc2c1c[n+]3c(-c4c(cc5c(OCO5)c4)CC3)c2)C,0
1245,DB04173,[C@]1(O[C@H]([C@H](O)[C@H]1O)CO)(O)CO,0
1246,DB04209,c12c([n+](c(cc1N)C)CCCCCCCCCC[n+]3c4c(c(cc3C)N)cccc4)cccc2,0
1247,DB04221,[N+](CCCCCCCCCC)(CCCCCCCCCC)(C)C,0
1248,DB04224,C(=O)(O)CCCCCCC/C=C/CCCCCCCC,0
1249,DB04272,C(C(O)(CC(=O)O)CC(=O)O)(=O)O,0
1250,DB04339,C(=O)([C@H](CSCC(=O)O)N)O,0
1251,DB04348,C(=O)(NCCS(=O)(=O)O)CC[C@H]([C@@H]1[C@]2([C@@H](O)C[C@@H]3[C@@]4([C@H](C[C@@H](O)[C@H]3[C@@H]2CC1)C[C@H](O)CC4)C)C)C,0
1252,DB04398,C(=O)(C(O)C)O,0
1253,DB04465,O([C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO)[C@@H]2[C@H](OC(O)[C@H](O)[C@H]2O)CO,0
1254,DB04540,C12[C@@]([C@@H]3[C@H]([C@H]4[C@@]([C@@H]([C@@H](CCCC(C)C)C)CC4)(CC3)C)CC=1)(CC[C@H](O)C2)C,0
1255,DB04564,O=C1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,0
1256,DB04570,C(=O)(C1=C(CSc2nnnn2C)CO[C@@H]3[C@@](OC)(C(=O)N13)NC(=O)C(C(=O)O)c4ccc(O)cc4)O,0
1257,DB04571,O=C1Oc2c(C(=C1)C)cc3c(c2C)oc(c3)C,0
1258,DB04572,P(=S)(N1CC1)(N2CC2)N3CC3,0
1259,DB04573,c12c(cc(O)cc1)CC[C@@H]3[C@@H]2CC[C@@]4([C@@H](O)[C@H](O)C[C@H]43)C,0
1260,DB04574,O=S(=O)(Oc1cc2c(cc1)[C@@H]3[C@H]([C@H]4[C@@](C(=O)CC4)(CC3)C)CC2)O,0
1261,DB04575,C([C@]1([C@@]2([C@H]([C@H]3[C@@H](c4c(cc(OC5CCCC5)cc4)CC3)CC2)CC1)C)O)#C,0
1262,DB04657,C(=O)(C1=C(OCCS1)C)Nc2ccccc2,0
1263,DB04703,O=C1c2c(O[C@H](c3cc(c(OC)cc3)O)C1)cc(O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)CO[C@@H]5O[C@H]([C@H](O)[C@@H](O)[C@H]5O)C)cc2O,0
1264,DB04711,C(=O)(c1c(I)c(c(I)cc1I)NC(=O)CCCCC(=O)Nc2c(I)c(C(=O)O)c(I)cc2I)O,0
1265,DB04743,O=S(=O)(Nc1c(Oc2ccccc2)cc([N+](=O)[O-])cc1)C,1
1266,DB04794,c1(-c2ccccc2)ccc(C(c3ccccc3)n4cncc4)cc1,0
1267,DB04812,C(=O)(C(c1cc2c(oc(-c3ccc(Cl)cc3)n2)cc1)C)O,1
1268,DB04813,S(c1c(c(Cl)cc(Cl)c1)O)c2c(c(Cl)cc(Cl)c2)O,1
1269,DB04814,C(/C(=C/c1c(I)c(c(I)cc1I)NC(=O)CCC)/CC)(=O)O,1
1270,DB04815,Clc1c2c(c(c(I)c1)O)nccc2,1
1271,DB04816,O=C1c2c(C(=O)c3c1c(O)ccc3)cccc2O,1
1272,DB04817,N(C1C(=O)N(c2ccccc2)N(C=1C)C)(CS(=O)(=O)O)C,1
1273,DB04818,C(=O)(c1ccncc1)NNC(C)C,1
1274,DB04819,N(c1ncccc1)(Cc2sccc2)CCN(C)C,1
1275,DB04820,C(=O)(c1ccncc1)NNCCC(=O)NCc2ccccc2,1
1276,DB04821,c12c(cccc1C(c3ccccc3)CN(C2)C)N,1
1277,DB04822,C(C(c1ccccc1)(CC)CC)(=O)OCCOCCN(CC)CC,1
1278,DB04823,O=C1C(c2c(cccc2)N1)(c3ccc(O)cc3)c4ccc(O)cc4,1
1279,DB04824,O=C1c2c(C(c3ccc(O)cc3)(c4ccc(O)cc4)O1)cccc2,1
1280,DB04825,c1(C(c2ccccc2)CCNC(Cc3ccccc3)C)ccccc1,1
1281,DB04826,N(c1ccccc1)(C2CCN(CC2)C)Cc3sccc3,1
1282,DB04827,C(=O)(OCC)N,1
1283,DB04828,C(=O)(c1c(cc(n1C)CC(=O)O)C)c2ccc(Cl)cc2,1
1284,DB04829,C(N(CC)CC)(=O)[C@@H]1C=C2c3c4c(ccc3)[nH]cc4C[C@H]2N(C1)C,1
1285,DB04830,C(=N/C(=N/CCCC)/N)(N)N,1
1286,DB04831,C(=O)(c1c(Cl)c(Cl)c(OCC(=O)O)cc1)c2sccc2,1
1287,DB04832,C(/c1cnccc1)(\c2ccc(Br)cc2)=C/CN(C)C,1
1288,DB04833,O=C1c2c(N=C(N1c3c(cccc3)C)C)cccc2,1
1289,DB04834,C(=O)(O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@H](C[C@H](OC(=O)C)[C@@H](N5CCCCC5)C4)CC3)C)CC2)C[C@@H]1[N+]6(CC=C)CCCCC6)C)CC,1
1290,DB04835,C(=O)(N[C@H](c1ccccc1)CCN2[C@@H]3C[C@H](n4c(nnc4C)C(C)C)C[C@H]2CC3)C5CCC(F)(F)CC5,0
1291,DB04836,C(=O)(O)CCCCCCNC1c2c(cccc2)CCc3c1cccc3,1
1292,DB04837,C(c1c(Cl)cccc1)(c2ccccc2)(O)CCN(C)C,1
1293,DB04838,C(=O)(OC1CC(CC(C1)C)(C)C)C(c2ccccc2)O,0
1294,DB04839,C(=O)(O[C@@]1(C(=O)C)[C@@]2([C@H]([C@@H]3C=C(Cl)C4[C@]([C@@H]5[C@H](C(=O)C=4)C5)([C@H]3CC2)C)CC1)C)C,0
1295,DB04840,C(N1Cc2c(cccc2)CC1)(=N)N,0
1296,DB04841,Fc1ccc(C(c2ccc(F)cc2)N3CCN(C/C=C/c4ccccc4)CC3)cc1,0
1297,DB04842,O=C1C2(N(c3ccccc3)CN1)CCN(CCCC(c4ccc(F)cc4)c5ccc(F)cc5)CC2,0
