,smiles,ChEMBL_ID,SUM,withdrawn_0.5,withdrawn_1.0,withdrawn_1.5,withdrawn_2.0,withdrawn_2.5,withdrawn_3.0,standardized_smiles,scaffolds
417,C(=O)(O)CC[C@H]([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@H](C[C@H]3O)C[C@H](O)CC4)C)CC2)CC1)C)C,CHEMBL240597,0.0,0,0,0,0,0,0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,CC(C)CCC(C)C1CCC2C3C(C)CC4CC(C)CCC4(C)C3CCC12C
418,C(Cl)(Cl)(Cl)C(O)O,CHEMBL455917,0.0,0,0,0,0,0,0,OC(O)C(Cl)(Cl)Cl,CC(C)C(C)(C)C
419,C(=O)(O)CCCc1ccc(N(CCCl)CCCl)cc1,CHEMBL515,0.0,0,0,0,0,0,0,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,CCCC(CCC)C1CCC(CCCC(C)C)CC1
420,C(=O)(C(Cl)Cl)N[C@@H]([C@@H](c1ccc([N+](=O)[O-])cc1)O)CO,CHEMBL130,0.0,0,0,0,0,0,0,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,CCC(CC(C)C(C)C)C(C)C1CCC(C(C)C)CC1
421,C(=O)(OC[C@H]([C@@H](c1ccc([N+](=O)[O-])cc1)O)NC(=O)C(Cl)Cl)CCCCCCCCCCCCCCC,CHEMBL1506,0.5,1,0,0,0,0,0,CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,CCCCCCCCCCCCCCCC(C)CCC(CC(C)C(C)C)C(C)C1CCC(C(C)C)CC1
422,C(=O)(OC[C@H]([C@@H](c1ccc([N+](=O)[O-])cc1)O)NC(=O)C(Cl)Cl)CCC(=O)O,CHEMBL1201281,0.0,0,0,0,0,0,0,O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,CC(C)CCC(C)CCC(CC(C)C(C)C)C(C)C1CCC(C(C)C)CC1
423,Clc1ccc(C(c2ccccc2)N3CCN(CC3)C)cc1,CHEMBL22150,0.0,0,0,0,0,0,0,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CC1CCC(C(C2CCCCC2)C2CCC(C)CC2)CC1
424,Clc1cc2C(c3ccccc3)=[N+]([O-])CC(=Nc2cc1)NC,CHEMBL451,0.0,0,0,0,0,0,0,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,CCC1CC(C)C(C2CCCCC2)C2CC(C)CCC2C1
425,C(=N)(NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)Nc2ccc(Cl)cc2,CHEMBL790,0.0,0,0,0,0,0,0,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,CC1CCC(CC(C)CC(C)CCCCCCCCC(C)CC(C)CC2CCC(C)CC2)CC1
426,O=Cl(=O)O,CHEMBL1161633,0.0,0,0,0,0,0,0,O[Cl+2](O)O,CC(C)C
428,O=C1N(C(c2ccc(Cl)cc2)S(=O)(=O)CC1)C,CHEMBL1200714,3.0,1,1,1,1,1,1,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,CC1CCC(C2C(C)C(C)CCC2(C)C)CC1
429,C(C(O)(C)C)(Cl)(Cl)Cl,CHEMBL1439973,0.0,0,0,0,0,0,0,CC(C)(O)C(Cl)(Cl)Cl,CC(C)(C)C(C)(C)C
430,ClC(Cl)Cl,CHEMBL44618,2.0,1,1,1,1,0,0,ClC(Cl)Cl,CC(C)C
431,C(=O)(OCCN(CC)CC)c1c(Cl)cc(cc1)N,CHEMBL1179047,0.0,0,0,0,0,0,0,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,CCC(CC)CCCC(C)C1CCC(C)CC1C
432,N(CCCC(Nc1c2c(ncc1)cc(Cl)cc2)C)(CC)CC,CHEMBL76,0.0,0,0,0,0,0,0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CCC(CC)CCCC(C)CC1CCCC2CC(C)CCC12
433,O=S(=O)(c1c(Cl)cc2c(S(=O)(=O)N=CN2)c1)N,CHEMBL842,0.0,0,0,0,0,0,0,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,CC1CC2CCCC(C)(C)C2CC1C(C)(C)C
434,C(=C(c1ccc(OC)cc1)c2ccc(OC)cc2)(Cl)c3ccc(OC)cc3,CHEMBL1200761,1.5,1,1,1,0,0,0,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,CCC1CCC(C(C)C(C2CCC(CC)CC2)C2CCC(CC)CC2)CC1
435,Clc1c(c2c(c(Cl)c1)cccn2)O,CHEMBL1200596,0.0,0,0,0,0,0,0,Oc1c(Cl)cc(Cl)c2cccnc12,CC1CC(C)C2CCCCC2C1C
436,Clc1c(cc(O)cc1C)C,CHEMBL398440,0.0,0,0,0,0,0,0,Cc1cc(O)cc(C)c1Cl,CC1CC(C)C(C)C(C)C1
437,O(c1ccc(Cl)cc1)CC(O)CO,CHEMBL388751,0.0,0,0,0,0,0,0,OCC(O)COc1ccc(Cl)cc1,CCC(C)CCC1CCC(C)CC1
438,C(=O)(OCC(O)COc1ccc(Cl)cc1)N,CHEMBL607710,1.5,1,1,1,0,0,0,NC(=O)OCC(O)COc1ccc(Cl)cc1,CC(C)CCC(C)CCC1CCC(C)CC1
439,N(CCC(c1ncccc1)c2ccc(Cl)cc2)(C)C,CHEMBL505,0.0,0,0,0,0,0,0,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,CC(C)CCC(C1CCCCC1)C1CCC(C)CC1
440,C(OCCN(C)C)(c1ccc(Cl)cc1)(c2ccccc2)C,CHEMBL2110774,1.0,1,1,0,0,0,0,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,CC(C)CCCC(C)(C1CCCCC1)C1CCC(C)CC1
441,C(Cc1ccc(Cl)cc1)(N)(C)C,CHEMBL1201269,3.0,1,1,1,1,1,1,CC(C)(N)Cc1ccc(Cl)cc1,CC1CCC(CC(C)(C)C)CC1
442,N(CCCN1c2c(Sc3c1cccc3)ccc(Cl)c2)(C)C,CHEMBL71,0.0,0,0,0,0,0,0,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,CC(C)CCCC1C2CCCCC2CC2CCC(C)CC21
443,C(=O)(NS(=O)(=O)c1ccc(Cl)cc1)NCCC,CHEMBL498,0.0,0,0,0,0,0,0,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CCCCC(C)CC(C)(C)C1CCC(C)CC1
444,N(CC/C=C1\c2c(Sc3c\1cccc3)ccc(Cl)c2)(C)C,CHEMBL908,1.5,1,1,1,0,0,0,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,CC(C)CCCC1C2CCCCC2CC2CCC(C)CC21
445,Clc1c(c2c(c(Cl)c1)ccc(n2)C)O,CHEMBL224325,0.0,0,0,0,0,0,0,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,CC1CCC2C(C)CC(C)C(C)C2C1
446,C(=O)(C1C(=O)[C@]2(C(=C3C(=O)c4c(c(Cl)ccc4O)[C@@](O)([C@H]3C[C@H]2[C@H](N(C)C)C=1O)C)O)O)N,CHEMBL404520,0.5,1,0,0,0,0,0,CN(C)[C@@H]1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,CC(C)C1C(C)C(C(C)C)C2CC3C(C(C)C4C(C)CCC(C)C4C3(C)C)C(C)C2(C)C1C
447,O=S(=O)(c1c(Cl)ccc(C2(c3c(C(=O)N2)cccc3)O)c1)N,CHEMBL1055,0.0,0,0,0,0,0,0,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,CC1CC(C)(C2CCC(C)C(C(C)(C)C)C2)C2CCCCC12
448,O=C1Oc2c(cc(Cl)cc2)N1,CHEMBL1371,0.0,0,0,0,0,0,0,O=c1[nH]c2cc(Cl)ccc2o1,CC1CCC2CC(C)CC2C1
449,C1(/C(=C\C=C2\[C@H]3[C@@]([C@@H]([C@@H](CCCC(C)C)C)CC3)(CCC\2)C)/C[C@@H](O)CC1)=C,CHEMBL1042,0.0,0,0,0,0,0,0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,CC(C)CCCC(C)C1CCC2C(CCC3CC(C)CCC3C)CCCC12C
450,C12[C@@]([C@@H]3[C@H]([C@H]4[C@@]([C@@H]([C@@H](CCCC(C)C)C)CC4)(CC3)C)CC=1)(CC[C@H](O)C2)C,CHEMBL112570,0.0,0,0,0,0,0,0,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(C)CCCC(C)C1CCC2C3CCC4CC(C)CCC4(C)C3CCC12C
451,C(=O)(O)CC[C@H]([C@@H]1[C@]2([C@@H](O)C[C@@H]3[C@@]4([C@H](C[C@@H](O)[C@H]3[C@@H]2CC1)C[C@H](O)CC4)C)C)C,CHEMBL205596,0.0,0,0,0,0,0,0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,CC(C)CCC(C)C1CCC2C3C(C)CC4CC(C)CCC4(C)C3CC(C)C12C
453,c12c(O[C@H](c3cc(c(O)cc3)O)[C@@H](O)C1)cc(O)cc2O,CHEMBL311498,3.0,1,1,1,1,1,1,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,CC1CC(C)C2CC(C)C(C3CCC(C)C(C)C3)CC2C1
454,C(=O)(OCC(=O)[C@]12[C@@]3([C@H]([C@H]4[C@@H]([C@@]5(C(=CC(=O)C=C5)CC4)C)[C@@H](O)C3)C[C@H]1O[C@H](O2)C6CCCCC6)C)C(C)C,CHEMBL2040682,0.0,0,0,0,0,0,0,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CC1CCC2(C)C(CCC3C2C(C)CC2(C)C3CC3CC(C4CCCCC4)CC32C(C)CCC(C)C(C)C)C1
455,O=C1N(C(=CC(=C1)C)C2CCCCC2)O,CHEMBL1413,0.0,0,0,0,0,0,0,Cc1cc(C2CCCCC2)n(O)c(=O)c1,CC1CC(C)C(C)C(C2CCCCC2)C1
456,O=P(O)(O)CO[C@@H](CN1C(=O)N=C(C=C1)N)CO,CHEMBL152,0.0,0,0,0,0,0,0,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,CCC(CCC(C)(C)C)CC1CCC(C)CC1C
457,C(/C(=C/CCCCSC[C@@H](C(=O)O)N)/NC(=O)[C@@H]1C(C1)(C)C)(=O)O,CHEMBL766,0.0,0,0,0,0,0,0,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,CC(C)C(C)CCCCCCCC(CC(C)C1CC1(C)C)C(C)C
458,C(=O)(OCC)[C@@H](N[C@@H]1C(=O)N2N(CCC[C@H]2C(=O)O)CCC1)CCc3ccccc3,CHEMBL515606,0.0,0,0,0,0,0,0,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,CCCC(C)C(CCC1CCCCC1)CC1CCCC2CCCC(C(C)C)C2C1C
459,O=C1Nc2c(cc(OCCCCc3nnnn3C4CCCCC4)cc2)CC1,CHEMBL799,0.0,0,0,0,0,0,0,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,CC1CCC2CC(CCCCCC3CCCC3C3CCCCC3)CCC2C1
460,C(#N)/N=C(\NCCSCc1c([nH]cn1)C)/NC,CHEMBL30,0.0,0,0,0,0,0,0,CN/C(=N/C#N)NCCSCc1nc[nH]c1C,CCCC(CC)CCCCCC1CCCC1C
461,C(F)(F)(F)c1cc(ccc1)CCCN[C@@H](c2c3c(ccc2)cccc3)C,CHEMBL1201284,0.0,0,0,0,0,0,0,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,CC(CCCCC1CCCC(C(C)(C)C)C1)C1CCCC2CCCCC21
462,C(=O)(c1c2c(nc(OCCCC)c1)cccc2)NCCN(CC)CC,CHEMBL1086,0.5,1,0,0,0,0,0,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,CCCCCC1CC2CCCCC2C(C(C)CCCC(CC)CC)C1
463,O=C/C=C/c1ccccc1,CHEMBL293492,0.0,0,0,0,0,0,0,O=C/C=C/c1ccccc1,CCCCC1CCCCC1
464,c1(/C=C/CO)ccccc1,CHEMBL324794,0.0,0,0,0,0,0,0,OC/C=C/c1ccccc1,CCCCC1CCCCC1
465,c1(C=CCN2CCN(C(c3ccccc3)c4ccccc4)CC2)ccccc1,CHEMBL43064,0.0,0,0,0,0,0,0,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,C1CCC(CCCC2CCC(C(C3CCCCC3)C3CCCCC3)CC2)CC1
466,C(=O)(C1C(=O)c2c(N(N=1)CC)cc3c(OCO3)c2)O,CHEMBL1208,1.5,1,1,1,0,0,0,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,CCC1CC(C(C)C)C(C)C2CC3CCCC3CC12
467,C(=O)(OCCOCC)/C=C/c1ccc(OC)cc1,CHEMBL2104045,0.0,0,0,0,0,0,0,CCOCCOC(=O)/C=C/c1ccc(OC)cc1,CCCCCCC(C)CCC1CCC(CC)CC1
468,C(C(Oc1ccc(cc1)C2C(Cl)(Cl)C2)(C)C)(=O)O,CHEMBL557555,1.0,1,1,0,0,0,0,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,CC(C)C(C)(C)CC1CCC(C2CC2(C)C)CC1
469,C(=O)(C1C(=O)c2c(N(C=1)C3CC3)cc(c(F)c2)N4CCNCC4)O,CHEMBL8,0.0,0,0,0,0,0,0,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,CC(C)C1CC(C2CC2)C2CC(C3CCCCC3)C(C)CC2C1C
470,C(=O)(c1c(OC)cc(c(Cl)c1)N)N[C@H]2[C@@H](OC)CN(CCCOc3ccc(F)cc3)CC2,CHEMBL560739,3.0,1,1,1,1,1,1,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,CCC1CC(CCCCC2CCC(C)CC2)CCC1CC(C)C1CC(C)C(C)CC1CC
471,C(=O)(OCCCCCOC(=O)CC[N@@+]1([C@@H](c2c(cc(OC)c(OC)c2)CC1)Cc3cc(OC)c(OC)cc3)C)CC[N@@+]4([C@@H](c5c(cc(OC)c(OC)c5)CC4)Cc6cc(OC)c(OC)cc6)C,CHEMBL1201248,0.0,0,0,0,0,0,0,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,CCC1CCC(CC2C3CC(CC)C(CC)CC3CCC2(C)CCC(C)CCCCCCCC(C)CCC2(C)CCC3CC(CC)C(CC)CC3C2CC2CCC(CC)C(CC)C2)CC1CC
472,C(#N)c1cc2c(C(c3ccc(F)cc3)(OC2)CCCN(C)C)cc1,CHEMBL549,0.0,0,0,0,0,0,0,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,CCC1CCC2C(CCC2(CCCC(C)C)C2CCC(C)CC2)C1
473,O=P(OP(=O)(OC[C@H]1O[C@@H](N2C(=O)N=C(C=C2)N)[C@H](O)[C@@H]1O)O)(OCC[N+](C)(C)C)[O-],CHEMBL1231700,0.0,0,0,0,0,0,0,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,CC1CCC(C2CC(CCC(C)(C)CC(C)(C)CCCC(C)(C)C)C(C)C2C)C(C)C1
475,Clc1nc2c(c(n1)N)ncn2[C@@H]3O[C@@H]([C@@H](O)C3)CO,CHEMBL1619,0.0,0,0,0,0,0,0,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,CCC1CC(C2CCC3C(C)CC(C)CC32)CC1C
476,N([C@@H]1[C@@H](O)[C@H](O[C@H]2[C@](OC)(C[C@H](C(=O)[C@@H]([C@H]([C@](O)([C@H](OC(=O)[C@@H]([C@@H](O[C@@H]3O[C@H]([C@@H]([C@](OC)(C3)C)O)C)[C@@H]2C)C)CC)C)O)C)C)C)O[C@@H](C1)C)(C)C,CHEMBL1741,0.0,0,0,0,0,0,0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CCC1CC(C)C(C)C(CC2CC(C)C(C)C(C)(CC)C2)C(C)C(CC2CC(C)CC(C(C)C)C2C)C(C)(CC)CC(C)C(C)C(C)C(C)C1(C)C
477,C(=O)(O[C@@]1(C(=O)CO)[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)CC,CHEMBL3590187,0.0,0,0,0,0,0,0,CCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CCC(C)CC1(C(C)CC)CCC2C3CCC4CC(C)CCC4(C)C3CCC21C
478,C(=O)(O)[C@H]1/C(/O[C@H]2N1C(=O)C2)=C/CO,CHEMBL777,0.0,0,0,0,0,0,0,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,CCCC1CC2CC(C)C2C1C(C)C
479,[C@@](OCC[C@@H]1N(CCC1)C)(c2ccc(Cl)cc2)(c3ccccc3)C,CHEMBL1626,0.0,0,0,0,0,0,0,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,CC1CCC(C(C)(CCCC2CCCC2C)C2CCCCC2)CC1
480,C(NCC(c1cc(Cl)c(c(Cl)c1)N)O)(C)(C)C,CHEMBL49080,0.0,0,0,0,0,0,0,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,CC(CCC(C)(C)C)C1CC(C)C(C)C(C)C1
481,C(=O)(OCOC(=O)CCC)C1=C(NC(=C(C(=O)OC)C1c2c(Cl)c(Cl)ccc2)C)C,CHEMBL1237132,0.0,0,0,0,0,0,0,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CCCC(C)CCCC(C)C1C(C)CC(C)C(C(C)CC)C1C1CCCC(C)C1C
482,C(C(c1ccccc1)(c2ccccc2)O)(=O)OC3C4CC[N+](C3)(CC4)C,CHEMBL620,0.0,0,0,0,0,0,0,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,CC(CC1CC2(C)CCC1CC2)C(C)(C1CCCCC1)C1CCCCC1
483,C(=O)(N[C@H]([C@@H](Cl)C)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O)[C@H]2N(C[C@H](CCC)C2)C,CHEMBL1753,0.0,0,0,0,0,0,0,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,CCCC1CC(C)C(C(C)CC(C(C)C)C2CC(CC)C(C)C(C)C2C)C1
484,Clc1c2c(c(c(I)c1)O)nccc2,CHEMBL497,3.0,1,1,1,1,1,1,Oc1c(I)cc(Cl)c2cccnc12,CC1CC(C)C2CCCCC2C1C
485,O=C1N(c2c(N(C(=O)C1)C)ccc(Cl)c2)c3ccccc3,CHEMBL70418,0.0,0,0,0,0,0,0,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,CC1CCC2C(C)C(C)CC(C)C(C3CCCCC3)C2C1
486,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@@H]1C)C)O)CCl,CHEMBL1201362,0.0,0,0,0,0,0,0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,CCC(C)C1(C)C(C)CC2C3CCC4CC(C)CCC4(C)C3(C)C(C)CC21C
487,C(=O)(O[C@@]1(C(=O)CCl)[C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@@H]1C)C)CC,CHEMBL1159650,0.0,0,0,0,0,0,0,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CCC(C)CC1(C(C)CC)C(C)CC2C3CCC4CC(C)CCC4(C)C3(C)C(C)CC21C
488,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@](F)(C(=O)C2)[C@@]4(C(=CC(=O)C=C4)CC3)C)C[C@@H]1C)C)O)CCl,CHEMBL2308885,0.0,0,0,0,0,0,0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl,CCC(C)C1(C)C(C)CC2C3CCC4CC(C)CCC4(C)C3(C)C(C)CC21C
489,C(C(CN(C)C)C)(O)(Cc1ccc(Cl)cc1)C,CHEMBL1474889,3.0,1,1,1,1,1,1,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,CC(C)CC(C)C(C)(C)CC1CCC(C)CC1
490,C(=O)([C@@H]1[C@@]2([C@H]([C@H]3[C@@](Cl)([C@@]4(C(=CC(=O)C=C4)[C@@H](F)C3)C)[C@@H](O)C2)C[C@H]1C)C)CO,CHEMBL2106011,0.0,0,0,0,0,0,0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,CCC(C)C1C(C)CC2C3CC(C)C4CC(C)CCC4(C)C3(C)C(C)CC21C
491,C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl,CHEMBL12318,0.0,0,0,0,0,0,0,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,CC(C)(C)C(C)(C)C(C)(C)C
492,F[C@@H]1[C@H](n2c3c(c(nc(Cl)n3)N)nc2)O[C@@H]([C@H]1O)CO,CHEMBL1750,0.0,0,0,0,0,0,0,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,CCC1CC(C2CCC3C(C)CC(C)CC32)C(C)C1C
493,C(c1c(Cl)cccc1)(c2ccccc2)(O)CCN(C)C,CHEMBL1201313,1.5,1,1,1,0,0,0,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,CC(C)CCC(C)(C1CCCCC1)C1CCCCC1C
494,C(C(Oc1ccc(Cl)cc1)(C)C)(=O)OCC,CHEMBL565,0.5,1,0,0,0,0,0,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,CCCC(C)C(C)(C)CC1CCC(C)CC1
495,C(=C(c1ccc(OCCN(CC)CC)cc1)c2ccccc2)(Cl)c3ccccc3,CHEMBL2355051,0.0,0,0,0,0,0,0,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,CCC(CC)CCCC1CCC(C(C2CCCCC2)C(C)C2CCCCC2)CC1
496,N(CCCN1c2c(ccc(Cl)c2)CCc3c1cccc3)(C)C,CHEMBL415,0.0,0,0,0,0,0,0,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CC(C)CCCC1C2CCCCC2CCC2CCC(C)CC21
497,O=C1Nc2c(C(c3c(Cl)cccc3)=NC1)cc([N+](=O)[O-])cc2,CHEMBL452,0.0,0,0,0,0,0,0,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,CC1CCC(C2CCCCC2C)C2CC(C(C)C)CCC2C1
498,Clc1c(c(Cl)ccc1)NC2=NCCN2,CHEMBL134,0.0,0,0,0,0,0,0,Clc1cccc(Cl)c1NC1=NCCN1,CC1CCCC(C)C1CC1CCCC1
499,C(=O)(OC)[C@H](c1c(Cl)cccc1)N2Cc3c(scc3)CC2,CHEMBL1771,0.0,0,0,0,0,0,0,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,CCC(C)C(C1CCC2CCCC2C1)C1CCCCC1C
500,C(=O)(O)C1C(=O)Nc2c(C(c3ccccc3)=N1)cc(Cl)cc2,CHEMBL1213252,1.0,1,1,0,0,0,0,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,CC1CCC2CC(C)C(C(C)C)CC(C3CCCCC3)C2C1
501,Clc1cc2C(=Nc3c(Sc2cc1)cccc3)N4CCN(CC4)C,CHEMBL304902,0.0,0,0,0,0,0,0,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,CC1CCC(C2CC3CCCCC3CC3CCC(C)CC32)CC1
502,O=C1N(c2c(C(c3c(Cl)cccc3)=NC1)cc(s2)CC)C,CHEMBL1697737,0.0,0,0,0,0,0,0,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,CCC1CC2C(C)C(C)CCC(C3CCCCC3C)C2C1
503,C(c1c(Cl)cccc1)(c2ccccc2)(c3ccccc3)n4cncc4,CHEMBL104,0.0,0,0,0,0,0,0,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,CC1CCCCC1C(C1CCCCC1)(C1CCCCC1)C1CCCC1
504,C(=O)(c1c(-c2c(Cl)cccc2)noc1C)N[C@@H]3C(=O)N4[C@@H](C(=O)O)C(S[C@@H]43)(C)C,CHEMBL891,0.5,1,0,0,0,0,0,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,CC(C)C1C2C(C)C(CC(C)C3C(C)CCC3C3CCCCC3C)C2CC1(C)C
505,Clc1cc2c(cc1)Nc3c(C(=N2)N4CCN(CC4)C)cccc3,CHEMBL42,0.0,0,0,0,0,0,0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CC1CCC(C2CC3CC(C)CCC3CC3CCCCC32)CC1
