,chembl_id,drugbank_id,canonical_smiles_ap,canonical_smiles_ap_nonstereo,original_smiles,mw_ap,rule_of_5,rule_of_5_label,in_drugbank,in_chembl,wd_drugbank,wd_chembl,wd_withdrawn,drugbank_three_class
2034,CHEMBL508102,DB00389,C(=O)(OCC)N1C(=S)N(C=C1)C,C(=O)(OCC)N1C(=S)N(C=C1)C,CCOC(=O)n1ccn(C)c1=S,186.2336,0,,yes,yes,0,0.0,0.0,AD
2035,CHEMBL508112,DB14201,S(Sc1nc2c(s1)cccc2)c3nc4c(s3)cccc4,S(Sc1nc2c(s1)cccc2)c3nc4c(s3)cccc4,S(SC1=NC2=CC=CC=C2S1)C1=NC2=CC=CC=C2S1,332.48856,0,,yes,yes,0,,0.0,AD
2036,CHEMBL508338,DB11590,C(=O)(c1c(S[Hg]CC)cccc1)[O-],C(=O)(c1c(S[Hg]CC)cccc1)[O-],[Na+].CC[Hg]SC1=CC=CC=C1C([O-])=O,381.82443,0,,yes,yes,0,0.0,0.0,AD
2037,CHEMBL509,DB00939,C(=O)(c1c(Nc2c(Cl)c(ccc2Cl)C)cccc1)O,C(=O)(c1c(Nc2c(Cl)c(ccc2Cl)C)cccc1)O,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,296.15457,0,,yes,yes,0,0.0,0.0,AD
2038,CHEMBL509282,DB13221,C(=O)(C(C(C)C)CC=C)NC(=O)N,C(=O)(C(C(C)C)CC=C)NC(=O)N,CC(C)C(CC=C)C(=O)NC(N)=O,184.23962,0,,yes,yes,0,,0.0,AD
2039,CHEMBL509924,DB09095,C(=O)([C@@H]1[C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)[C@@H](F)C3)C)[C@@H](O)C2)C[C@H]1C)C)CO,C(=O)(C1C2(C(C3C(F)(C4(C(=CC(=O)C=C4)C(F)C3)C)C(O)C2)CC1C)C)CO,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,394.46176,0,,yes,yes,1,0.0,0.0,DISCONT
2040,CHEMBL51,,C(=O)(c1ccc(F)cc1)C2CCN(CCN3C(=O)c4c(cccc4)NC3=O)CC2,C(=O)(c1ccc(F)cc1)C2CCN(CCN3C(=O)c4c(cccc4)NC3=O)CC2,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,395.43624,0,,no,yes,,0.0,0.0,
2041,CHEMBL511,DB06691,N(c1ncccc1)(Cc2ccc(OC)cc2)CCN(C)C,N(c1ncccc1)(Cc2ccc(OC)cc2)CCN(C)C,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,285.39151,0,,yes,yes,0,0.0,0.0,AD
2042,CHEMBL511142,DB00921,C([C@@](O)([C@@H]1[C@]2(OC)[C@H]3[C@]45c6c(c(O)ccc6C[C@H]([C@]4(C1)CC2)N(CC7CC7)CC5)O3)C)(C)(C)C,C(C(C)(C)C)(O)(C1C2(OC)C3C45c6c(c(O)ccc6CC(C4(C1)CC2)N(CC7CC7)CC5)O3)C,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,467.65297,1,LP,yes,yes,0,0.0,1.0,AD
2043,CHEMBL512351,DB12364,C(N(C)C)(c1ccc(C(=O)Nc2c(C(=O)Nc3ncc(Cl)cc3)cc(OC)cc2)cc1)=N,C(N(C)C)(c1ccc(C(=O)Nc2c(C(=O)Nc3ncc(Cl)cc3)cc(OC)cc2)cc1)=N,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,451.91534,0,,yes,yes,0,0.0,0.0,AD
2044,CHEMBL513,DB00262,C(N(N=O)CCCl)(=O)NCCCl,C(N(N=O)CCCl)(=O)NCCCl,O=NN(CCCl)C(=O)NCCCl,214.05213,0,,yes,yes,0,0.0,0.0,AD
2045,CHEMBL514,DB01206,C(N(N=O)CCCl)(=O)NC1CCCCC1,C(N(N=O)CCCl)(=O)NC1CCCCC1,O=NN(CCCl)C(=O)NC1CCCCC1,233.69932,0,,yes,yes,0,0.0,0.0,AD
2046,CHEMBL514446,DB11622,C(=O)(O)CC[C@H]([C@@H]1[C@]2(C(=O)C[C@@H]3[C@@]4([C@H](CC(=O)[C@H]3[C@@H]2CC1)CC(=O)CC4)C)C)C,C(=O)(O)CCC(C1C2(C(=O)CC3C4(C(CC(=O)C3C2CC1)CC(=O)CC4)C)C)C,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,402.53438,0,,yes,yes,0,0.0,0.0,AD
2047,CHEMBL514800,DB05676,C(=O)(Nc1c2C(=O)N(C(=O)c2ccc1)[C@@H](c3cc(OCC)c(OC)cc3)CS(=O)(=O)C)C,C(=O)(Nc1c2C(=O)N(C(=O)c2ccc1)C(c3cc(OCC)c(OC)cc3)CS(=O)(=O)C)C,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,460.50868,0,,yes,yes,0,0.0,0.0,AD
2048,CHEMBL515,DB00291,C(=O)(O)CCCc1ccc(N(CCCl)CCCl)cc1,C(=O)(O)CCCc1ccc(N(CCCl)CCCl)cc1,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,304.21833,0,,yes,yes,0,0.0,0.0,AD
2049,CHEMBL515606,DB01340,C(=O)(OCC)[C@@H](N[C@@H]1C(=O)N2N(CCC[C@H]2C(=O)O)CCC1)CCc3ccccc3,C(=O)(OCC)C(NC1C(=O)N2N(CCCC2C(=O)O)CCC1)CCc3ccccc3,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,417.50837,0,,yes,yes,0,0.0,0.0,AD
2050,CHEMBL515914,,C(=O)(O[C@@H]1[C@H](OC(=O)C)[C@H](O[C@H]1N2C(=O)NC(=O)C=N2)COC(=O)C)C,C(=O)(OC1C(OC(=O)C)C(OC1N2C(=O)NC(=O)C=N2)COC(=O)C)C,CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,371.30559,1,NO,no,yes,,1.0,1.0,WD
2051,CHEMBL516,DB00434,C1(c2c(C=Cc3c1cccc3)cccc2)=C4CCN(CC4)C,C1(c2c(C=Cc3c1cccc3)cccc2)=C4CCN(CC4)C,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,287.40717,1,LP,yes,yes,0,0.0,0.0,AD
2052,CHEMBL517,DB00280,C(C(c1ncccc1)(c2ccccc2)CCN(C(C)C)C(C)C)(=O)N,C(C(c1ncccc1)(c2ccccc2)CCN(C(C)C)C(C)C)(=O)N,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,339.48373,0,,yes,yes,0,0.0,0.0,AD
2053,CHEMBL517199,,C(=O)(c1c(O)cc(Cl)c(S(=O)(=O)N)c1)Nc2c(cccc2C)C,C(=O)(c1c(O)cc(Cl)c(S(=O)(=O)N)c1)Nc2c(cccc2C)C,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,354.81405,0,,no,yes,,0.0,0.0,
2054,CHEMBL517427,DB06712,C(#N)C1=C(C(=O)OC)C(C(C(=O)OC(C)C)=C(N1)C)c2cc([N+](=O)[O-])ccc2,C(#N)C1=C(C(=O)OC)C(C(C(=O)OC(C)C)=C(N1)C)c2cc([N+](=O)[O-])ccc2,COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N,385.37883,0,,yes,yes,0,,0.0,AD
2055,CHEMBL520642,DB04918,C(/C(=N\O)/c1nc(sn1)N)(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4/C(=O)N([C@H]5CNCC5)CC/4)CS[C@@H]32,C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C=C3C(=O)N(C4CNCC4)CC3)CSC21)(=NO)c5nc(sn5)N,[H][C@@]1(NC(=O)C(=N/O)\C2=NSC(N)=N2)C(=O)N2C(C(O)=O)=C(CS[C@]12[H])\C=C1/CCN(C1=O)[C@]1([H])CCNC1,534.57534,3,Hb; Mw; NO,yes,yes,0,,0.0,AD
2056,CHEMBL521686,DB09074,C(=O)(c1c(F)ccc(c1)CC2c3c(C(=O)NN=2)cccc3)N4CCN(C(=O)C5CC5)CC4,C(=O)(c1c(F)ccc(c1)CC2c3c(C(=O)NN=2)cccc3)N4CCN(C(=O)C5CC5)CC4,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,434.47311,0,,yes,yes,0,0.0,0.0,AD
2057,CHEMBL522038,DB04898,C(=O)(N1[C@H](C(=O)NCc2ccc(/C(=N/O)/N)cc2)CC1)[C@H](NCC(=O)OCC)C3CCCCC3,C(=NO)(c1ccc(cc1)CNC(=O)C2N(C(=O)C(NCC(=O)OCC)C3CCCCC3)CC2)N,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1,473.57585,0,,yes,yes,1,1.0,1.0,WD
2058,CHEMBL524,DB00723,O(c1c(C(C(N)C)O)cc(OC)cc1)C,O(c1c(C(C(N)C)O)cc(OC)cc1)C,COc1ccc(OC)c(C(O)C(C)N)c1,211.26249,0,,yes,yes,0,0.0,0.0,AD
2059,CHEMBL524004,DB04843,C(C(c1ccccc1)(c2ccccc2)O)(=O)OC3C[N+](CCC3)(C)C,C(C(c1ccccc1)(c2ccccc2)O)(=O)OC3C[N+](CCC3)(C)C,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,340.44522,0,,yes,yes,0,0.0,0.0,AD
2060,CHEMBL52440,DB00514,O(c1cc2c(cc1)C[C@@H]3N(CC[C@@]24[C@@H]3CCCC4)C)C,O(c1cc2c(cc1)CC3N(CCC24C3CCCC4)C)C,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,271.40515,0,,yes,yes,0,0.0,0.0,AD
2061,CHEMBL526,DB00818,c1(c(C(C)C)cccc1C(C)C)O,c1(c(C(C)C)cccc1C(C)C)O,CC(C)c1cccc(C(C)C)c1O,178.27606,0,,yes,yes,0,0.0,0.0,AD
2062,CHEMBL527,DB00554,C(=O)(C1=C(c2c(S(=O)(=O)N1C)cccc2)O)Nc3ncccc3,C(=O)(C1=C(c2c(S(=O)(=O)N1C)cccc2)O)Nc3ncccc3,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,331.35181,0,,yes,yes,0,0.0,0.0,AD
2063,CHEMBL528,DB01332,C(/C(=N\OC)/c1nc(sc1)N)(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@@H]32,C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC21)(=NOC)c3nc(sc3)N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,383.40641,0,,yes,yes,1,0.0,0.0,DISCONT
2064,CHEMBL529,DB00207,N([C@@H]1[C@@H](O)[C@H](O[C@H]2[C@](O)(C[C@H](CN([C@@H]([C@H]([C@](O)([C@H](OC(=O)[C@@H]([C@@H](O[C@@H]3O[C@H]([C@@H]([C@](OC)(C3)C)O)C)[C@@H]2C)C)CC)C)O)C)C)C)C)O[C@@H](C1)C)(C)C,N(C1C(O)C(OC2C(O)(CC(CN(C(C(C(O)(C(OC(=O)C(C(OC3OC(C(C(OC)(C3)C)O)C)C2C)C)CC)C)O)C)C)C)C)OC(C1)C)(C)C,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,749.00184,2,Mw; NO,yes,yes,0,0.0,0.0,AD
2065,CHEMBL529888,DB08962,C(=O)(NS(=O)(=O)c1ccc(cc1)C)N[C@@H]2[C@@H]([C@]3(C([C@@H]2CC3)(C)C)C)O,C(=O)(NS(=O)(=O)c1ccc(cc1)C)NC2C(C3(C(C2CC3)(C)C)C)O,Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,366.48202,0,,yes,yes,1,0.0,0.0,DISCONT
2066,CHEMBL53,DB00714,c12c(c(O)ccc1C[C@@H]3c4c-2cccc4CCN3C)O,c12c(c(O)ccc1CC3c4c-2cccc4CCN3C)O,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,267.32969,0,,yes,yes,0,0.0,0.0,AD
2067,CHEMBL530,DB01163,C(=O)(O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2N=CN3CCCCCC3)(C)C,C(=O)(O)C1C(SC2N1C(=O)C2N=CN3CCCCCC3)(C)C,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,325.43211,0,,yes,yes,1,0.0,0.0,DISCONT
2068,CHEMBL531,DB01186,S(C[C@H]1CN([C@H]2[C@@H](c3c4c(ccc3)[nH]cc4C2)C1)CCC)C,S(CC1CN(C2C(c3c4c(ccc3)[nH]cc4C2)C1)CCC)C,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,314.49552,0,,yes,yes,1,1.0,1.0,WD
2069,CHEMBL532,DB00199,N([C@@H]1[C@@H](O)[C@H](O[C@H]2[C@](O)(C[C@H](C(=O)[C@@H]([C@H]([C@](O)([C@H](OC(=O)[C@@H]([C@@H](O[C@@H]3O[C@H]([C@@H]([C@](OC)(C3)C)O)C)[C@@H]2C)C)CC)C)O)C)C)C)O[C@@H](C1)C)(C)C,N(C1C(O)C(OC2C(O)(CC(C(=O)C(C(C(O)(C(OC(=O)C(C(OC3OC(C(C(OC)(C3)C)O)C)C2C)C)CC)C)O)C)C)C)OC(C1)C)(C)C,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,733.94359,2,Mw; NO,yes,yes,0,0.0,0.0,AD
2070,CHEMBL53292,DB08942,C(=O)(C1=C(c2c(S(=O)(=O)N1C)cccc2)O)Nc3noc(c3)C,C(=O)(C1=C(c2c(S(=O)(=O)N1C)cccc2)O)Nc3noc(c3)C,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,335.34011,0,,yes,yes,1,1.0,1.0,WD
2071,CHEMBL533,DB00308,N(CCCC(c1ccc(NS(=O)(=O)C)cc1)O)(CCCCCCC)CC,N(CCCC(c1ccc(NS(=O)(=O)C)cc1)O)(CCCCCCC)CC,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,384.58452,0,,yes,yes,0,0.0,0.0,AD
2072,CHEMBL534,DB00920,O=C1c2c(C(c3c(cccc3)C1)=C4CCN(CC4)C)ccs2,O=C1c2c(C(c3c(cccc3)C1)=C4CCN(CC4)C)ccs2,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,309.43243,0,,yes,yes,0,0.0,0.0,AD
2073,CHEMBL53418,DB04816,O=C1c2c(C(=O)c3c1c(O)ccc3)cccc2O,O=C1c2c(C(=O)c3c1c(O)ccc3)cccc2O,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,240.21676,0,,yes,yes,1,1.0,1.0,WD
2074,CHEMBL535,DB01268,C(=O)(c1c(c(/C=C2\C(=O)Nc3c\2cc(F)cc3)[nH]c1C)C)NCCN(CC)CC,C(=O)(c1c(c(C=C2C(=O)Nc3c2cc(F)cc3)[nH]c1C)C)NCCN(CC)CC,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,398.48339,0,,yes,yes,0,0.0,0.0,AD
2075,CHEMBL537,DB09526,c1(O)ccc(O)cc1,c1(O)ccc(O)cc1,Oc1ccc(O)cc1,110.11322,0,,yes,yes,0,0.0,0.0,AD
2076,CHEMBL539,DB03166,C(=O)(O)C,C(=O)(O)C,CC(=O)O,60.05288,0,,yes,yes,0,0.0,0.0,AD
2077,CHEMBL53904,DB01624,Clc1cc2c(Sc3c(/C/2=C/CCN4CCN(CCO)CC4)cccc3)cc1,Clc1cc2C(c3c(Sc2cc1)cccc3)=CCCN4CCN(CCO)CC4,OCCN1CCN(CC\C=C2\C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1,400.97325,0,,yes,yes,0,,0.0,AD
2078,CHEMBL539697,DB06695,C(/N=C(\c1ccc(NCc2nc3c(n2C)ccc(C(N(c4ncccc4)CCC(=O)OCC)=O)c3)cc1)/N)(=O)OCCCCCC,C(N=C(c1ccc(NCc2nc3c(n2C)ccc(C(N(c4ncccc4)CCC(=O)OCC)=O)c3)cc1)N)(=O)OCCCCCC,CCCCCCOC(=O)/N=C(\N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,627.74807,2,Mw; NO,yes,yes,0,0.0,0.0,AD
2079,CHEMBL54,DB00502,C(=O)(c1ccc(F)cc1)CCCN2CCC(c3ccc(Cl)cc3)(O)CC2,C(=O)(c1ccc(F)cc1)CCCN2CCC(c3ccc(Cl)cc3)(O)CC2,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,375.87331,0,,yes,yes,0,0.0,0.0,AD
2080,CHEMBL540445,DB13063,O=C1C([C@H]2[C@H](O1)[C@H]3[C@](O3)(CC/C=C(/CC2)\C)C)=C,O=C1C(C2C(O1)C3C(O3)(CCC=C(CC2)C)C)=C,C\C1=C/CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1,248.3241,0,,yes,yes,0,,0.0,AD
2081,CHEMBL541,DB03793,C(=O)(c1ccccc1)O,C(=O)(c1ccccc1)O,O=C(O)c1ccccc1,122.12432,0,,yes,yes,0,0.0,0.0,AD
2082,CHEMBL542,DB02362,C(=O)(c1ccc(cc1)N)O,C(=O)(c1ccc(cc1)N)O,Nc1ccc(C(=O)O)cc1,137.13899,0,,yes,yes,0,0.0,0.0,AD
2083,CHEMBL54349,,C(N(CCC)CCC)(=O)Cc1c(-c2ccc(Cl)cc2)nc3n1C=C(Cl)C=C3,C(N(CCC)CCC)(=O)Cc1c(-c2ccc(Cl)cc2)nc3n1C=C(Cl)C=C3,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,404.34191,0,,no,yes,,1.0,1.0,WD
2084,CHEMBL544,DB09516,O(c1ccc(O)cc1)C,O(c1ccc(O)cc1)C,COc1ccc(O)cc1,124.14026,0,,yes,yes,0,0.0,0.0,AD
2085,CHEMBL545,,OCC,OCC,CCO,46.06942,0,,no,yes,,0.0,0.0,
2086,CHEMBL546,DB01580,O(c1c(OCC(O)CNC(C)C)cccc1)CC=C,O(c1c(OCC(O)CNC(C)C)cccc1)CC=C,C=CCOc1ccccc1OCC(O)CNC(C)C,265.35471,0,,yes,yes,0,0.0,0.0,AD
2087,CHEMBL54661,DB00875,C(F)(F)(F)c1cc2c(Sc3c(/C/2=C/CCN4CCN(CCO)CC4)cccc3)cc1,C(F)(F)(F)c1cc2C(c3c(Sc2cc1)cccc3)=CCCN4CCN(CCO)CC4,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,434.52655,0,,yes,yes,1,,0.0,DISCONT
2088,CHEMBL548,DB00917,C(=O)(O)CCC/C=C\C[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCCCC,C(=O)(O)CCCC=CCC1C(=O)CC(O)C1C=CC(O)CCCCC,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,352.47404,0,,yes,yes,0,0.0,1.0,AD
2089,CHEMBL549,DB00215,C(#N)c1cc2c(C(c3ccc(F)cc3)(OC2)CCCN(C)C)cc1,C(#N)c1cc2c(C(c3ccc(F)cc3)(OC2)CCCN(C)C)cc1,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,324.40057,0,,yes,yes,0,0.0,0.0,AD
2090,CHEMBL549473,DB11327,S(Sc1[n+]([O-])cccc1)c2[n+]([O-])cccc2,S(Sc1[n+]([O-])cccc1)c2[n+]([O-])cccc2,[O-][N+]1=CC=CC=C1SSC1=CC=CC=[N+]1[O-],252.31496,0,,yes,yes,0,,0.0,AD
2091,CHEMBL54976,DB00150,C(=O)([C@H](Cc1c2c(cccc2)[nH]c1)N)O,C(=O)(C(Cc1c2c(cccc2)[nH]c1)N)O,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,204.22994,0,,yes,yes,1,1.0,1.0,WD
2092,CHEMBL55,DB00738,C(c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1)(=N)N,C(c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1)(=N)N,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,340.42778,1,Hb,yes,yes,0,0.0,0.0,AD
2093,CHEMBL550,DB01085,O=C1OC[C@@H]([C@@H]1CC)Cc2n(cnc2)C,O=C1OCC(C1CC)Cc2n(cnc2)C,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,208.26182,0,,yes,yes,0,0.0,0.0,AD
2094,CHEMBL550348,DB01609,C(=O)(c1ccc(-n2c(-c3c(O)cccc3)nc(-c4c(O)cccc4)n2)cc1)O,C(=O)(c1ccc(-n2c(-c3c(O)cccc3)nc(-c4c(O)cccc4)n2)cc1)O,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,373.37035,0,,yes,yes,0,0.0,0.0,AD
2095,CHEMBL551978,DB06751,O(c1c(OCC)cc2c(/C(=C/c3cc(OCC)c(OCC)cc3)/NCC2)c1)CC,O(c1c(OCC)cc2c(C(=Cc3cc(OCC)c(OCC)cc3)NCC2)c1)CC,CCOC1=C(OCC)C=C(\C=C2/NCCC3=CC(OCC)=C(OCC)C=C23)C=C1,397.51777,0,,yes,yes,0,,0.0,AD
2096,CHEMBL552128,DB11260,C(=O)(O[C@@H]1[C@H]2[C@@](OC(=O)C)(C(=O)/C(=C/[C@H]3C([C@H]3CCC([C@@H]2OC(=O)C)=C)(C)C)/C)C[C@@H]1C)c4ccccc4,C(=O)(OC1C2C(OC(=O)C)(C(=O)C(=CC3C(C3CCC(C2OC(=O)C)=C)(C)C)C)CC1C)c4ccccc4,C[C@H]1C[C@@]2(OC(C)=O)[C@H]([C@H]1OC(=O)C1=CC=CC=C1)[C@@H](OC(C)=O)C(=C)CC[C@H]1[C@@H](\C=C(C)\C2=O)C1(C)C,522.64276,1,Mw,yes,yes,0,,0.0,AD
2097,CHEMBL553,DB00530,C(c1cc(Nc2c3c(ncn2)cc(OCCOC)c(OCCOC)c3)ccc1)#C,C(c1cc(Nc2c3c(ncn2)cc(OCCOC)c(OCCOC)c3)ccc1)#C,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,393.44521,0,,yes,yes,0,0.0,0.0,AD
2098,CHEMBL553025,DB00361,C(=O)(OC)[C@@]1(c2c(OC)cc3c([C@@]45[C@@H]6[C@@](C=CCN6CC4)([C@@H](OC(=O)C)[C@@](C(=O)OC)(O)[C@@H]5N3C)CC)c2)c7c(c8c(cccc8)[nH]7)CN9CC(=C[C@@H](C1)C9)CC,C(=O)(OC)C1(c2c(OC)cc3c(C45C6C(C=CCN6CC4)(C(OC(=O)C)C(C(=O)OC)(O)C5N3C)CC)c2)c7c(c8c(cccc8)[nH]7)CN9CC(=CC(C1)C9)CC,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,778.95188,2,Mw; NO,yes,yes,0,0.0,0.0,AD
2099,CHEMBL554,DB01259,O=S(=O)(CCNCc1oc(-c2cc3c(ncnc3cc2)Nc4cc(Cl)c(OCc5cc(F)ccc5)cc4)cc1)C,O=S(=O)(CCNCc1oc(-c2cc3c(ncnc3cc2)Nc4cc(Cl)c(OCc5cc(F)ccc5)cc4)cc1)C,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,581.06892,1,Mw,yes,yes,0,0.0,0.0,AD
2100,CHEMBL55400,DB01123,c12c(cc3c(n1)cc(cc3)N)ccc(c2)N,c12c(cc3c(n1)cc(cc3)N)ccc(c2)N,Nc1ccc2cc3ccc(N)cc3nc2c1,209.25207,0,,yes,yes,0,0.0,0.0,AD
2101,CHEMBL556,DB00746,C(N(O)CCCCCNC(=O)CCC(N(O)CCCCCN)=O)(=O)CCC(=O)NCCCCCN(C(=O)C)O,C(N(O)CCCCCNC(=O)CCC(N(O)CCCCCN)=O)(=O)CCC(=O)NCCCCCN(C(=O)C)O,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,560.69546,3,Hb; Mw; NO,yes,yes,0,0.0,0.0,AD
2102,CHEMBL557555,DB09064,C(C(Oc1ccc(cc1)C2C(Cl)(Cl)C2)(C)C)(=O)O,C(C(Oc1ccc(cc1)C2C(Cl)(Cl)C2)(C)C)(=O)O,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,289.16008,0,,yes,yes,0,0.0,1.0,AD
2103,CHEMBL558,DB00379,O(c1c(cccc1C)C)CC(N)C,O(c1c(cccc1C)C)CC(N)C,Cc1cccc(C)c1OCC(C)N,179.26369,0,,yes,yes,0,0.0,0.0,AD
2104,CHEMBL559288,DB12492,C(C(c1ccccc1)(c2ccccc2)CCN3CCC(C(=O)N)(N4CCCCC4)CC3)#N,C(C(c1ccccc1)(c2ccccc2)CCN3CCC(C(=O)N)(N4CCCCC4)CC3)#N,NC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)N1CCCCC1,430.59688,0,,yes,yes,0,,0.0,AD
2105,CHEMBL560976,DB13270,O([C@H]1O[C@@H]([C@@H](O)[C@@H]([C@H]1O)N)CO)[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N,O(C1OC(C(O)C(C1O)N)CO)C2C(O)C(OC3OC(CN)CCC3N)C(N)CC2N,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1,451.52339,2,Hb; NO,yes,yes,0,,0.0,AD
