,chembl_id,drugbank_id,canonical_smiles_ap,canonical_smiles_ap_nonstereo,orginal_smiles,mw_ap,rule_of_5,rule_of_5_label,in_drugbank,in_chembl,wd_drugbank,wd_chembl,wd_withdrawn,drugbank_three_class,sum,wd_consensus_1,wd_consensus_2,wd_consensus_3,standardized_smiles,scaffolds,test_train
774,CHEMBL1373254,DB13532,O=S(=O)(c1c(Cl)cc2c(S(=O)(=O)NC(N2)CC3CCCC3)c1)N,O=S(=O)(c1c(Cl)cc2c(S(=O)(=O)NC(N2)CC3CCCC3)c1)N,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,379.88646,0,,yes,yes,0,0.0,,AD,0,0,0,0,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,CC1CC2CC(CC3CCCC3)CC(C)(C)C2CC1C(C)(C)C,train
773,CHEMBL1373,DB00745,C(=O)(CS(=O)C(c1ccccc1)c2ccccc2)N,C(=O)(CS(=O)C(c1ccccc1)c2ccccc2)N,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,273.35555,0,,yes,yes,0,0.0,,AD,0,0,0,0,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,CC(C)CC(C)C(C1CCCCC1)C1CCCCC1,train
134,CHEMBL31,DB01044,C(=O)(C1C(=O)c2c(c(OC)c(c(F)c2)N3CC(NCC3)C)N(C=1)C4CC4)O,C(=O)(C1C(=O)c2c(c(OC)c(c(F)c2)N3CC(NCC3)C)N(C=1)C4CC4)O,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,375.40234,0,,yes,yes,0,1.0,1.0,WD,2,1,1,0,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CCC1C(C2CCCC(C)C2)C(C)CC2C(C)C(C(C)C)CC(C3CC3)C21,train
135,CHEMBL316157,DB09008,C(=O)(C1=C(C[n+]2ccccc2)CS[C@H]3N1C(=O)[C@H]3NC(=O)Cc4sccc4)[O-],C(=O)(C1=C(C[n+]2ccccc2)CSC3N1C(=O)C3NC(=O)Cc4sccc4)[O-],[H][C@]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C([O-])=O,415.49209,0,,yes,yes,1,,1.0,WD,2,1,1,0,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12,CC(CC1CCCC1)CC1C(C)C2C1CCC(CC1CCCCC1)C2C(C)C,train
771,CHEMBL1372,DB03310,C(=O)([C@@H](NC(=O)CC[C@@H](C(=O)O)N)CSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)NCC(=O)O,C(=O)(C(NC(=O)CCC(C(=O)O)N)CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)NCC(=O)O,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,612.63804,3,Hb; Mw; NO,yes,yes,0,0.0,,AD,0,0,0,0,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,CC(C)CCC(C)C(CCCCC(CC(C)CCC(C)C(C)C)C(C)CCC(C)C)CC(C)CCC(C)C(C)C,train
770,CHEMBL1371,DB00356,O=C1Oc2c(cc(Cl)cc2)N1,O=C1Oc2c(cc(Cl)cc2)N1,O=c1[nH]c2cc(Cl)ccc2o1,169.56808,0,,yes,yes,0,0.0,,AD,0,0,0,0,O=c1[nH]c2cc(Cl)ccc2o1,CC1CCC2CC(C)CC2C1,train
136,CHEMBL316561,,C(N(CCC)CCC)(=O)C(NC(=O)c1ccccc1)CCC(=O)O,C(N(CCC)CCC)(=O)C(NC(=O)c1ccccc1)CCC(=O)O,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,334.41802,0,,no,yes,,1.0,1.0,WD,2,1,1,0,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,CCCC(CCC)C(C)C(CCC(C)C)CC(C)C1CCCCC1,train
137,CHEMBL32800,DB01288,c1(C(O)CNC(Cc2ccc(O)cc2)C)cc(O)cc(O)c1,c1(C(O)CNC(Cc2ccc(O)cc2)C)cc(O)cc(O)c1,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,303.36037000000005,0,,yes,yes,0,1.0,1.0,WD,2,1,1,0,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,CC1CCC(CC(C)CCC(C)C2CC(C)CC(C)C2)CC1,train
138,CHEMBL329522,,C(=O)(c1c(c(c(O)cc1)O)O)c2cc(c(c(O)c2)O)O,C(=O)(c1c(c(c(O)cc1)O)O)c2cc(c(c(O)c2)O)O,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,278.2198,1,Hb,no,yes,,1.0,1.0,WD,2,1,1,0,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,CC1CC(C(C)C2CCC(C)C(C)C2C)CC(C)C1C,train
139,CHEMBL341812,,C(=O)(O)Cc1ccc(cc1)CC(C)C,C(=O)(O)Cc1ccc(cc1)CC(C)C,CC(C)Cc1ccc(CC(=O)O)cc1,192.25952,0,,no,yes,,1.0,1.0,WD,2,1,1,0,CC(C)Cc1ccc(CC(=O)O)cc1,CC(C)CC1CCC(CC(C)C)CC1,train
767,CHEMBL1366,DB00995,C(=O)(O[C@@H]1[C@@H](OC(=O)C)[C@H](S[Au-][P+](CC)(CC)CC)O[C@@H]([C@H]1OC(=O)C)COC(=O)C)C,C(=O)(OC1C(OC(=O)C)C(S[Au-][P+](CC)(CC)CC)OC(C1OC(=O)C)COC(=O)C)C,CC[P+](CC)(CC)[Au-]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,678.49238,1,Mw,yes,yes,0,0.0,,AD,0,0,0,0,C(=O)(OC1C(OC(=O)C)C(S[Au-][P+](CC)(CC)CC)OC(C1OC(=O)C)COC(=O)C)C,CCC1CCC(C)C(C)C1CC,train
766,CHEMBL1364,DB00165,c1(c(c(cnc1C)CO)CO)O,c1(c(c(cnc1C)CO)CO)O,Cc1ncc(CO)c(CO)c1O,169.18137,0,,yes,yes,0,0.0,,AD,0,0,0,0,Cc1ncc(CO)c(CO)c1O,CCC1CCC(C)C(C)C1CC,train
846,CHEMBL1467,DB00437,c12c(ncnc1[nH]nc2)O,c12c(ncnc1[nH]nc2)O,O=c1ncnc2[nH][nH]cc1-2,136.11358,0,,yes,yes,0,0.0,,AD,0,0,0,0,O=c1[nH]cnc2[nH]ncc12,CC1CCCC2CCCC12,train
834,CHEMBL1450,DB01117,O=C1C(=C(C(=O)c2c1cccc2)C3CCC(c4ccc(Cl)cc4)CC3)O,O=C1C(=C(C(=O)c2c1cccc2)C3CCC(c4ccc(Cl)cc4)CC3)O,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,366.84682999999995,1,LP,yes,yes,0,0.0,,AD,0,0,0,0,O=C1C(=O)C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,CC1CCC(C2CCC(C3C(C)C(C)C4CCCCC4C3C)CC2)CC1,train
92,CHEMBL1551365,,N(=O)OCC,N(=O)OCC,CCON=O,75.06755,0,,no,yes,,1.0,1.0,WD,2,1,1,0,CCON=O,CCCCC,train
886,CHEMBL1515,DB00763,S=C1N(C=CN1)C,S=C1N(C=CN1)C,Cn1cc[nH]c1=S,114.16962,0,,yes,yes,0,0.0,,AD,0,0,0,0,Cn1cc[nH]c1=S,CC1CCCC1C,train
874,CHEMBL1496,DB01098,C(=O)(O)C[C@H](O)C[C@@H](/C=C/c1c(-c2ccc(F)cc2)nc(N(S(=O)(=O)C)C)nc1C(C)C)O,C(=O)(O)CC(O)CC(C=Cc1c(-c2ccc(F)cc2)nc(N(S(=O)(=O)C)C)nc1C(C)C)O,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,481.54625999999996,0,,yes,yes,0,0.0,,AD,0,0,0,0,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,CC(C)CC(C)CC(C)CCC1C(C(C)C)CC(C(C)C(C)(C)C)CC1C1CCC(C)CC1,train
87,CHEMBL1454946,DB08974,C(=O)(OC)Nc1nc2c(ccc(C(=O)c3ccc(F)cc3)c2)[nH]1,C(=O)(OC)Nc1nc2c(ccc(C(=O)c3ccc(F)cc3)c2)[nH]1,COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C1=CC=C(F)C=C1,313.28994,0,,yes,yes,1,,1.0,WD,2,1,1,0,COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,CCC(C)CC1CC2CCC(C(C)C3CCC(C)CC3)CC2C1,train
873,CHEMBL1495,DB00383,C(C(c1ccccc1)(O)C2CCCCC2)(=O)OCC3=NCCCN3C,C(C(c1ccccc1)(O)C2CCCCC2)(=O)OCC3=NCCCN3C,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,344.45676000000003,0,,yes,yes,0,0.0,,AD,0,0,0,0,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,CC1CCCCC1CCC(C)C(C)(C1CCCCC1)C1CCCCC1,train
872,CHEMBL1493,DB01148,C(=O)(OCCN1CCCCC1)c2c3c(C(=O)C(=C(c4ccccc4)O3)C)ccc2,C(=O)(OCCN1CCCCC1)c2c3c(C(=O)C(=C(c4ccccc4)O3)C)ccc2,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,391.46995,0,,yes,yes,0,0.0,,AD,0,0,0,0,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,CC(CCCC1CCCCC1)C1CCCC2C(C)C(C)C(C3CCCCC3)CC12,train
99,CHEMBL1742471,,C(=N)(Nc1nc(cs1)CSCCN/C=N/S(=O)(=O)c2ccc(Br)cc2)N,C(=N)(Nc1nc(cs1)CSCCNC=NS(=O)(=O)c2ccc(Br)cc2)N,N=C(N)Nc1nc(CSCCN/C=N/S(=O)(=O)c2ccc(Br)cc2)cs1,477.43089000000003,0,,no,yes,,1.0,1.0,WD,2,1,1,0,N=C(N)Nc1nc(CSCCNC=NS(=O)(=O)c2ccc(Br)cc2)cs1,CC(C)CC1CCC(CCCCCCCC(C)(C)C2CCC(C)CC2)C1,train
100,CHEMBL1874750,,C(=O)(N1CCN(CC(=O)N2CCCC2)CC1)/C=C/c3cc(OC)c(OC)c(OC)c3,C(=O)(N1CCN(CC(=O)N2CCCC2)CC1)C=Cc3cc(OC)c(OC)c(OC)c3,COc1cc(/C=C/C(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC,417.50837,0,,no,yes,,1.0,1.0,WD,2,1,1,0,COc1cc(C=CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC,CCC1CC(CCC(C)C2CCC(CC(C)C3CCCC3)CC2)CC(CC)C1CC,train
905,CHEMBL153479,DB06742,Brc1c(c(cc(Br)c1)CNC2CCC(O)CC2)N,Brc1c(c(cc(Br)c1)CNC2CCC(O)CC2)N,NC1=C(Br)C=C(Br)C=C1CN[C@H]1CC[C@H](O)CC1,378.11856,0,,yes,yes,0,,,AD,0,0,0,0,Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,CC1CCC(CCC2CC(C)CC(C)C2C)CC1,train
86,CHEMBL1454,DB00848,C12=N[C@@H](c3ccccc3)CN1CCS2,C12=NC(c3ccccc3)CN1CCS2,c1ccc([C@H]2CN3CCSC3=N2)cc1,204.29514,0,,yes,yes,1,0.0,1.0,WD,2,1,1,0,c1ccc(C2CN3CCSC3=N2)cc1,C1CCC(C2CC3CCCC3C2)CC1,train
871,CHEMBL1492500,DB09167,N(CC/C=C1/c2c(SCc3c/1cccc3)cccc2)(C)C,N(CCC=C1c2c(SCc3c1cccc3)cccc2)(C)C,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,295.44897000000003,0,,yes,yes,0,0.0,,AD,0,0,0,0,CN(C)CCC=C1c2ccccc2CSc2ccccc21,CC(C)CCCC1C2CCCCC2CCC2CCCCC21,train
906,CHEMBL1535,DB01611,N(CCO)(CCCC(Nc1c2c(ncc1)cc(Cl)cc2)C)CC,N(CCO)(CCCC(Nc1c2c(ncc1)cc(Cl)cc2)C)CC,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,335.87952,0,,yes,yes,0,0.0,,AD,0,0,0,0,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CCCC(CC)CCCC(C)CC1CCCC2CC(C)CCC12,train
894,CHEMBL1522,DB01198,C(=O)(O[C@H]1c2c(C(=O)N1c3ncc(Cl)cc3)nccn2)N4CCN(CC4)C,C(=O)(OC1c2c(C(=O)N1c3ncc(Cl)cc3)nccn2)N4CCN(CC4)C,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,388.81559,0,,yes,yes,0,0.0,,AD,0,0,0,0,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CC1CCC(C(C)CC2C3CCCCC3C(C)C2C2CCC(C)CC2)CC1,train
907,CHEMBL1536,DB00153,C1(/C(=C\C=C2\[C@H]3[C@@]([C@@H]([C@@H](/C=C/[C@@H](C(C)C)C)C)CC3)(CCC\2)C)/C[C@@H](O)CC1)=C,C1(C(=C)CCC(O)C1)=CC=C2C3C(C(C(C=CC(C(C)C)C)C)CC3)(CCC2)C,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,396.66087999999996,1,LP,yes,yes,0,0.0,,AD,0,0,0,0,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,CC1CCC(C)C(CCC2CCCC3(C)C(C(C)CCC(C)C(C)C)CCC23)C1,train
869,CHEMBL1491,DB00381,C(=O)(OCC)C1=C(NC(=C(C(=O)OC)C1c2c(Cl)cccc2)C)COCCN,C(=O)(OCC)C1=C(NC(=C(C(=O)OC)C1c2c(Cl)cccc2)C)COCCN,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,408.88465,0,,yes,yes,0,0.0,,AD,0,0,0,0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,CCCCCC1CC(C)C(C(C)CC)C(C2CCCCC2C)C1C(C)CCC,train
104,CHEMBL1909282,,C(=O)(O)Cc1nc(-c2ccc(Cl)cc2)sc1,C(=O)(O)Cc1nc(-c2ccc(Cl)cc2)sc1,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,253.70836,0,,no,yes,,1.0,1.0,WD,2,1,1,0,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,CC(C)CC1CCC(C2CCC(C)CC2)C1,train
898,CHEMBL1525,DB04930,C(=O)(OCc1cc(Oc2ccccc2)ccc1)C3C(C3C=C(Cl)Cl)(C)C,C(=O)(OCc1cc(Oc2ccccc2)ccc1)C3C(C3C=C(Cl)Cl)(C)C,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,391.2967,1,LP,yes,yes,0,0.0,,AD,0,0,0,0,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,CC(C)CC1C(C(C)CCC2CCCC(CC3CCCCC3)C2)C1(C)C,train
868,CHEMBL1490,DB00376,C(c1ccccc1)(O)(C2CCCCC2)CCN3CCCCC3,C(c1ccccc1)(O)(C2CCCCC2)CCN3CCCCC3,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,301.47517,0,,yes,yes,0,0.0,,AD,0,0,0,0,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,CC(CCC1CCCCC1)(C1CCCCC1)C1CCCCC1,train
89,CHEMBL1463345,,O=C1O[C@@]2([C@@]3([C@H]([C@@H]4C=CC5[C@@]([C@H]4CC3)(CCC(=O)C=5)C)CC2)C)CC1,O=C1OC2(C3(C(C4C=CC5C(C4CC3)(CCC(=O)C=5)C)CC2)C)CC1,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]21CCC(=O)O1,340.46556,0,,no,yes,,1.0,1.0,WD,2,1,1,0,CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,CC1CCC2(C)C(CCC3C2CCC2(C)C3CCC23CCC(C)C3)C1,train
85,CHEMBL1452696,,C(=CCC1C(=O)N(c2ccccc2)N(C1=O)c3ccccc3)(C)C,C(=CCC1C(=O)N(c2ccccc2)N(C1=O)c3ccccc3)(C)C,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,320.3936,0,,no,yes,,1.0,1.0,WD,2,1,1,0,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CC(C)CCC1C(C)C(C2CCCCC2)C(C2CCCCC2)C1C,train
896,CHEMBL1524273,DB13248,C(=O)(c1c(C(=O)O)cccc1)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2,C(=O)(c1c(C(=O)O)cccc1)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,403.43741,0,,yes,yes,0,0.0,,AD,0,0,0,0,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,CC(C)C1CCCCC1C(C)CC1CCC(C(C)(C)CC2CCCC2)CC1,train
98,CHEMBL1697837,DB08968,C(=O)(c1ccccc1)Nc2c(c(Cl)ccc2)CN(CC(=O)N3CCOCC3)C,C(=O)(c1ccccc1)Nc2c(c(Cl)ccc2)CN(CC(=O)N3CCOCC3)C,CN(CC(=O)N1CCOCC1)CC1=C(Cl)C=CC=C1NC(=O)C1=CC=CC=C1,401.89567999999997,0,,yes,yes,1,,1.0,WD,2,1,1,0,CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1,CC(CC(C)C1CCCCC1)CC1C(C)CCCC1CC(C)C1CCCCC1,train
875,CHEMBL1501,DB01047,C(=O)(OCC(=O)[C@]12[C@@]3([C@H]([C@H]4[C@@](F)([C@@]5(C(=CC(=O)C=C5)[C@@H](F)C4)C)[C@@H](O)C3)C[C@H]1OC(O2)(C)C)C)C,C(=O)(OCC(=O)C12C3(C(C4C(F)(C5(C(=CC(=O)C=C5)C(F)C4)C)C(O)C3)CC1OC(O2)(C)C)C)C,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,494.53624,0,,yes,yes,0,0.0,,AD,0,0,0,0,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,CC(C)CCC(C)C12CC(C)(C)CC1CC1C3CC(C)C4CC(C)CCC4(C)C3(C)C(C)CC12C,train
876,CHEMBL1502,DB00213,O=S(c1nc2c(cc(OC(F)F)cc2)[nH]1)Cc3c(OC)c(OC)ccn3,O=S(c1nc2c(cc(OC(F)F)cc2)[nH]1)Cc3c(OC)c(OC)ccn3,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,383.37565,0,,yes,yes,0,0.0,,AD,0,0,0,0,COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,CCC1CCCC(CC(C)C2CC3CCC(CC(C)C)CC3C2)C1CC,train
902,CHEMBL1532734,DB15679,C(=O)(O[Al](OC(=O)C)O)C,C(=O)(O[Al](OC(=O)C)O)C,CC(=O)O[Al](O)OC(C)=O,162.07869,0,,yes,yes,0,,,AD,0,0,0,0,C(=O)(O[Al](OC(=O)C)O)C,CCC1CC(C)C2CC(C(C)(C)C)C(C)CC2C1,train
900,CHEMBL1531,DB00294,C([C@]1([C@@]2([C@H]([C@H]3[C@H](C(=C)C2)[C@@H]4C(=CC(=O)CC4)CC3)CC1)CC)O)#C,C(C1(C2(C(C3C(C(=C)C2)C4C(=CC(=O)CC4)CC3)CC1)CC)O)#C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,324.46616,1,LP,yes,yes,0,0.0,,AD,0,0,0,0,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC,CCC1(C)CCC2C3CCC4CC(C)CCC4C3C(C)CC21CC,train
901,CHEMBL1532,DB01325,O=S(=O)(c1c(Cl)cc2c(C(=O)NC(N2)CC)c1)N,O=S(=O)(c1c(Cl)cc2c(C(=O)NC(N2)CC)c1)N,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,289.74194,0,,yes,yes,0,0.0,,AD,0,0,0,0,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,CCC1CC(C)C2CC(C(C)(C)C)C(C)CC2C1,train
94,CHEMBL159226,DB09205,C(=O)(Oc1c(cc(OCCN(C)C)c(C(C)C)c1)C)C,C(=O)(Oc1c(cc(OCCN(C)C)c(C(C)C)c1)C)C,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,279.38175,0,,yes,yes,0,1.0,1.0,WD,2,1,1,0,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,CC(C)CCCC1CC(C)C(CC(C)C)CC1C(C)C,train
93,CHEMBL15677,,C(=O)(O)Cc1c(Oc2c(Cl)cc(Cl)cc2)cccc1,C(=O)(O)Cc1c(Oc2c(Cl)cc(Cl)cc2)cccc1,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,297.1393,0,,no,yes,,1.0,1.0,WD,2,1,1,0,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,CC(C)CC1CCCCC1CC1CCC(C)CC1C,train
848,CHEMBL1469,DB06819,C(=O)(O)CCCc1ccccc1,C(=O)(O)CCCc1ccccc1,O=C(O)CCCc1ccccc1,164.20543999999998,0,,yes,yes,0,0.0,,AD,0,0,0,0,O=C(O)CCCc1ccccc1,CC(C)CCCC1CCCCC1,train
884,CHEMBL1512677,DB13908,c1(c(ccc(c1)C)CCCCC)O,c1(c(ccc(c1)C)CCCCC)O,CCCCCc1ccc(C)cc1O,178.27606,0,,yes,yes,0,0.0,,AD,0,0,0,0,CCCCCc1ccc(C)cc1O,CCCCCC1CCC(C)CC1C,train
883,CHEMBL1512,DB00180,C(=O)([C@]12[C@@]3([C@H]([C@H]4[C@@H]([C@@]5(C(=CC(=O)C=C5)[C@@H](F)C4)C)[C@@H](O)C3)C[C@H]1OC(O2)(C)C)C)CO,C(=O)(C12C3(C(C4C(C5(C(=CC(=O)C=C5)C(F)C4)C)C(O)C3)CC1OC(O2)(C)C)C)CO,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,434.50827000000004,0,,yes,yes,0,0.0,,AD,0,0,0,0,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,CCC(C)C12CC(C)(C)CC1CC1C3CC(C)C4CC(C)CCC4(C)C3C(C)CC12C,train
887,CHEMBL1516,DB00275,C(=O)(c1c(C(O)(C)C)nc(n1Cc2ccc(-c3c(-c4nnn[nH]4)cccc3)cc2)CCC)O,C(=O)(c1c(C(O)(C)C)nc(n1Cc2ccc(-c3c(-c4nnn[nH]4)cccc3)cc2)CCC)O,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,446.51202,0,,yes,yes,0,,,AD,0,0,0,0,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCCC1CC(C(C)(C)C)C(C(C)C)C1CC1CCC(C2CCCCC2C2CCCC2)CC1,train
95,CHEMBL1615350,,N(CCCC1c2c(ccc(Cl)c2)Nc3c1cccc3)(C)C,N(CCCC1c2c(ccc(Cl)c2)Nc3c1cccc3)(C)C,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,300.83357,0,,no,yes,,1.0,1.0,WD,2,1,1,0,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,CC(C)CCCC1C2CCCCC2CC2CCC(C)CC21,train
97,CHEMBL1697686,,C(=O)(OCC)NC(Cc1ccc(Cl)cc1)(C)C,C(=O)(OCC)NC(Cc1ccc(Cl)cc1)(C)C,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,255.74626,0,,no,yes,,1.0,1.0,WD,2,1,1,0,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,CCCC(C)CC(C)(C)CC1CCC(C)CC1,train
903,CHEMBL1533,DB00304,C([C@]1([C@@]2([C@H]([C@H]3[C@H](C(=C)C2)[C@@H]4C(=CCCC4)CC3)CC1)CC)O)#C,C(C1(C2(C(C3C(C(=C)C2)C4C(=CCCC4)CC3)CC1)CC)O)#C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,310.4827,1,LP,yes,yes,0,0.0,,AD,0,0,0,0,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,CCC1(C)CCC2C3CCC4CCCCC4C3C(C)CC21CC,train
904,CHEMBL1534,,O=C1C2C(=NC(=O)N1)N(c3c(N=2)cc(c(c3)C)C)C[C@@H]([C@@H]([C@H](O)CO)O)O,O=C1C2C(=NC(=O)N1)N(c3c(N=2)cc(c(c3)C)C)CC(C(C(O)CO)O)O,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,376.3713,0,,no,yes,0,0.0,,AD,0,0,0,0,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,CCC(C)C(C)C(C)CC1C2CC(C)C(C)CC2CC2C(C)CC(C)CC21,train
