,atc_code,chembl_id
2378,A01AB21,CHEMBL404520
2379,C04AE02,CHEMBL1372950
2380,J01DB04,CHEMBL1435
2381,A04AD14,CHEMBL3707331
2382,C10AA05,CHEMBL1487
2383,A06AX08,CHEMBL3304485
2384,N02AF01,CHEMBL33986
2385,L01XX03,CHEMBL1455
2386,C10AX15,CHEMBL3545313
2387,L02BG04,CHEMBL1444
2388,M01AE11,CHEMBL365795
2389,N06BX03,CHEMBL36715
2390,C02DB02,CHEMBL276832
2391,N03AB02,CHEMBL16
2392,N03AB52,CHEMBL16
2393,S01XA18,CHEMBL160
2394,L04AD01,CHEMBL160
2395,J01XX01,CHEMBL1757
2396,L04AA37,CHEMBL2105759
2397,A16AX02,CHEMBL178862
2398,P01AC03,CHEMBL1788393
2399,B05CA07,CHEMBL2106441
2400,D07AC03,CHEMBL1766
2401,D07XC02,CHEMBL1766
2402,C01BB03,CHEMBL1762
2403,C03XA02,CHEMBL1755
2404,S01EC04,CHEMBL220491
2405,S01EC54,CHEMBL220491
2406,L01CA05,CHEMBL2110725
2407,N06BX15,CHEMBL2110938
2408,H01BA04,CHEMBL2135460
2409,J01CA01,CHEMBL174
2410,J01CA51,CHEMBL174
2411,S01AA19,CHEMBL174
2412,N06AA21,CHEMBL21731
2413,L01ED03,CHEMBL1738797
2414,J01MA23,CHEMBL2105637
2415,B05CA05,CHEMBL2105420
2416,G03XC05,CHEMBL2105395
2417,R01AX05,CHEMBL2105322
2418,L01EX14,CHEMBL1983268
2419,V09AX04,CHEMBL2042122
2420,S01XA25,CHEMBL2048028
2421,G04BE52,CHEMBL19224
2422,G04BE02,CHEMBL19224
2423,A03AD01,CHEMBL19224
2424,G04BD12,CHEMBL2095212
2425,D09AA05,CHEMBL1907001
2426,N07XX08,CHEMBL2103837
2427,G03XB02,CHEMBL2103846
2428,G03AD02,CHEMBL2103846
2429,A06AX07,CHEMBL2103867
2430,C02KX04,CHEMBL2103873
2431,L01EE01,CHEMBL2103875
2432,A03FA03,CHEMBL219916
2433,N03AX11,CHEMBL220492
2434,J02AA01,CHEMBL267345
2435,A01AB04,CHEMBL267345
2436,A07AA07,CHEMBL267345
2437,G01AA03,CHEMBL267345
2438,C01AA04,CHEMBL254219
2439,J05AE03,CHEMBL163
2440,J05AJ04,CHEMBL2403238
2441,S01AX06,CHEMBL24147
2442,D10AX02,CHEMBL24147
2443,P02CC01,CHEMBL1626223
2444,R06AE55,CHEMBL1623
2445,R06AE05,CHEMBL1623
2446,N06BX13,CHEMBL252556
2447,S01FA05,CHEMBL1618018
2448,J05AJ01,CHEMBL254316
2449,J01DD01,CHEMBL1730
2450,L02BX03,CHEMBL254328
2451,L01EA03,CHEMBL255863
2452,J01CE05,CHEMBL1614637
2453,L01CA03,CHEMBL238071
2454,A03AX10,CHEMBL1697841
2455,L04AA29,CHEMBL221959
2456,J05AE09,CHEMBL222559
2457,D07AC14,CHEMBL1697782
2458,R05CB15,CHEMBL1697744
2459,L01BA04,CHEMBL225072
2460,C05CA01,CHEMBL226335
2461,C05CA51,CHEMBL226335
2462,C05AE03,CHEMBL23
2463,C08DB01,CHEMBL23
2464,H01CB02,CHEMBL1680
2465,L01DB11,CHEMBL167731
2466,L01XX23,CHEMBL1670
2467,D05AX05,CHEMBL1657
2468,L02BA02,CHEMBL1655
2469,C03BA11,CHEMBL406
2470,C03AA06,CHEMBL1054
2471,L01XX35,CHEMBL760
2472,P03AX06,CHEMBL720
2473,G01AF08,CHEMBL1200438
2474,D01AC07,CHEMBL1200438
2475,G03CA03,CHEMBL1200430
2476,G03CA53,CHEMBL1200430
2477,N01AF01,CHEMBL7413
2478,N05CA15,CHEMBL7413
2479,N07XX02,CHEMBL744
2480,H02AB05,CHEMBL1200342
2481,N05AH04,CHEMBL716
2482,N05CM18,CHEMBL778
2483,A10BX03,CHEMBL783
2484,R03DC53,CHEMBL787
2485,R03DC03,CHEMBL787
2486,R02AD02,CHEMBL79
2487,D04AB01,CHEMBL79
2488,N01BB02,CHEMBL79
2489,S01HA07,CHEMBL79
2490,C01BB01,CHEMBL79
2491,N01BB52,CHEMBL79
2492,S02DA01,CHEMBL79
2493,C05AD01,CHEMBL79
2494,J01MA02,CHEMBL8
2495,S03AA07,CHEMBL8
2496,S01AE03,CHEMBL8
2497,S02AA15,CHEMBL8
2498,D06BB11,CHEMBL1200453
2499,N05AH03,CHEMBL715
2500,D06BX01,CHEMBL137
2501,P01AB51,CHEMBL137
2502,G01AF01,CHEMBL137
2503,A01AB17,CHEMBL137
2504,P01AB01,CHEMBL137
2505,J01XD01,CHEMBL137
2506,D11AH02,CHEMBL1200686
2507,D01AE22,CHEMBL626
2508,S01XA11,CHEMBL1200946
2509,A14AB01,CHEMBL1200946
2510,N06BA09,CHEMBL641
2511,C07AB04,CHEMBL642
2512,V09CX02,CHEMBL1200763
2513,J01DE02,CHEMBL65794
2514,D05AX02,CHEMBL1200666
2515,D05AX52,CHEMBL1200666
2516,C10AB05,CHEMBL672
2517,N05AE04,CHEMBL708
2518,P03AX03,CHEMBL1200468
2519,B01AA02,CHEMBL711
2520,R07AB07,CHEMBL1183717
2521,L01AX03,CHEMBL810
2522,N06AB08,CHEMBL814
2523,C03DB01,CHEMBL945
2524,N03AX07,CHEMBL918
2525,J05AF08,CHEMBL922
2526,M05BA08,CHEMBL924
2527,R03AC18,CHEMBL1095777
2528,C01CA07,CHEMBL926
2529,J01DD15,CHEMBL927
2530,P02BX04,CHEMBL1086440
2531,L01EB03,CHEMBL1173655
2532,N05BC01,CHEMBL979
2533,N05BC51,CHEMBL979
2534,N05CX01,CHEMBL979
2535,L01XH01,CHEMBL98
2536,A10BB07,CHEMBL1073
2537,C03CA02,CHEMBL1072
2538,M01AX01,CHEMBL1070
2539,M04AC01,CHEMBL107
2540,R03CC14,CHEMBL1095607
2541,R03AC15,CHEMBL1095607
2542,R06AX28,CHEMBL91397
2543,N05CF02,CHEMBL911
2544,N02CC04,CHEMBL905
2545,N04AA02,CHEMBL1101
2546,D01AE15,CHEMBL822
2547,D01BA02,CHEMBL822
2548,M04AB02,CHEMBL832
2549,D07AD01,CHEMBL1159650
2550,L04AX04,CHEMBL848
2551,N05AX08,CHEMBL85
2552,J01DC03,CHEMBL1146
2553,R06AX07,CHEMBL855
2554,V04CC03,CHEMBL1121
2555,B02AA02,CHEMBL877
2556,N04BD02,CHEMBL887
2557,J01CF02,CHEMBL891
2558,P01BX01,CHEMBL1107
2559,D03AX03,CHEMBL1200979
2560,A11HA30,CHEMBL1200979
2561,S01XA12,CHEMBL1200979
2562,S01BA11,CHEMBL1201109
2563,D07AB08,CHEMBL1201109
2564,L01XX40,CHEMBL46286
2565,L01AB02,CHEMBL455186
2566,C10AB04,CHEMBL457
2567,L01XD07,CHEMBL4594284
2568,C05BB02,CHEMBL1231723
2569,A10BB02,CHEMBL498
2570,P01AB02,CHEMBL1220
2571,J01XD02,CHEMBL1220
2572,L01AX04,CHEMBL476
2573,L01XH03,CHEMBL483254
2574,M01AH04,CHEMBL1206690
2575,N02CA04,CHEMBL485253
2576,N02AX06,CHEMBL1201776
2577,L01XG02,CHEMBL451887
2578,N05CH01,CHEMBL45
2579,J05AX24,CHEMBL1257073
2580,C01CX09,CHEMBL408403
2581,A16AX04,CHEMBL1337
2582,L01EX18,CHEMBL4204794
2583,L01CD01,CHEMBL428647
2584,V03AB34,CHEMBL1308
2585,A16AX17,CHEMBL4297585
2586,C07AB02,CHEMBL13
2587,J01DC07,CHEMBL1296
2588,C01BA01,CHEMBL1294
2589,C01BA51,CHEMBL1294
2590,C01BA71,CHEMBL1294
2591,D02BB02,CHEMBL441738
2592,C01DX06,CHEMBL127300
2593,L01CB01,CHEMBL44657
2594,B01AC11,CHEMBL494
2595,P01AB07,CHEMBL498847
2596,N03AX23,CHEMBL607400
2597,N04AC01,CHEMBL1201203
2598,L02AE03,CHEMBL1201247
2599,J01FA08,CHEMBL564085
2600,C10AB01,CHEMBL565
2601,C09AA02,CHEMBL578
2602,N05BA56,CHEMBL580
2603,N05BA06,CHEMBL580
2604,N04BC04,CHEMBL589
2605,C07AA06,CHEMBL499
2606,S01ED51,CHEMBL499
2607,S01ED01,CHEMBL499
2608,L02AE02,CHEMBL1201199
2609,J01DC09,CHEMBL1201195
2610,J05AX09,CHEMBL1201187
2611,H01CB03,CHEMBL1201185
2612,S01GX06,CHEMBL594
2613,G02AD06,CHEMBL606
2614,A02BB01,CHEMBL606
2615,C01CA22,CHEMBL1201251
2616,L02AE05,CHEMBL1201255
2617,C01BB02,CHEMBL558
2618,A03AB07,CHEMBL1201264
2619,G04BD11,CHEMBL1201764
2620,J01MB02,CHEMBL5
2621,L01BA05,CHEMBL1201746
2622,H03BB01,CHEMBL508102
2623,S01EB03,CHEMBL1201341
2624,S01FA54,CHEMBL1201338
2625,S01FA04,CHEMBL1201338
2626,N03AB05,CHEMBL1201336
2627,D11AA01,CHEMBL1201335
2628,C02BA01,CHEMBL1201329
2629,N01AX10,CHEMBL526
2630,V08AB03,CHEMBL1201291
2631,D11AX06,CHEMBL544
2632,C07AA02,CHEMBL546
2633,N06AB04,CHEMBL549
2634,N07AX01,CHEMBL550
2635,S01EB01,CHEMBL550
2636,S01EB51,CHEMBL550
2637,M02AA11,CHEMBL1089221
2638,S01BC07,CHEMBL1089221
