,chembl_id,atc_code
4083,CHEMBL1549,S01CB03
4084,CHEMBL1549,S02BA01
4094,CHEMBL1521,N05CF03
4096,CHEMBL1550,B02BA01
4097,CHEMBL1475,D05AD01
4098,CHEMBL1475,D05BA01
4101,CHEMBL1473,D07AC17
4102,CHEMBL1473,R01AD08
4103,CHEMBL1473,R03BA05
4107,CHEMBL1473,R01AD58
4108,CHEMBL1472,V04CJ02
4110,CHEMBL1554,L01DA01
4111,CHEMBL1471,A04AD12
4113,CHEMBL1520,G04BE09
4115,CHEMBL1488,L01AD08
4117,CHEMBL1519,C09AA10
4119,CHEMBL1484,C08CA04
4121,CHEMBL1483,P02CA03
4123,CHEMBL1538,J05AF07
4124,CHEMBL1482,N07AB02
4125,CHEMBL1479,G03XA01
4127,CHEMBL1481,A10BB12
4128,CHEMBL152,J05AB12
4129,CHEMBL154,G02CC02
4130,CHEMBL154,M01AE02
4131,CHEMBL154,M02AA12
4135,CHEMBL1540,D06BB06
4136,CHEMBL1540,J05AB13
4139,CHEMBL1480987,C04AX01
4141,CHEMBL1480,C08CA02
4143,CHEMBL282052,N05CM01
4145,CHEMBL282052,N05CX02
4146,CHEMBL1644,J01DB05
4148,CHEMBL111,A08AX01
4150,CHEMBL1500276,R05DB09
4152,CHEMBL2105842,H02AB17
4154,CHEMBL468,L04AX02
4156,CHEMBL370252,J01MB07
4158,CHEMBL1184360,D01AE17
4159,CHEMBL13280,N05CD03
4161,CHEMBL1024,L01AA06
4163,CHEMBL1213351,N02AC04
4165,CHEMBL45816,C08CX01
4167,CHEMBL363295,G04BD05
4168,CHEMBL1589896,R03AC06
4169,CHEMBL1589896,R03CC05
4172,CHEMBL1200692,C09CA08
4174,CHEMBL1256841,N06AF02
4176,CHEMBL776,R03AB03
4177,CHEMBL776,R03CB03
4180,CHEMBL2106939,D08AC05
4181,CHEMBL85231,N06AX13
4183,CHEMBL1697856,N02BE04
4184,CHEMBL1697856,N02BE74
4186,CHEMBL1697856,N02BE54
4187,CHEMBL652,C01BC04
4189,CHEMBL1200647,G01AA04
4190,CHEMBL2105002,R05DB04
4192,CHEMBL32479,N05CD09
4194,CHEMBL305187,C04AX28
4196,CHEMBL2105735,J05AP06
4198,CHEMBL2105345,N01AX04
4200,CHEMBL292707,M01AE13
4202,CHEMBL1075,C01BG01
4204,CHEMBL2146161,J01FG01
4205,CHEMBL254832,C08EA01
4207,CHEMBL2303613,J01DD09
4208,CHEMBL1442422,N06AA08
4210,CHEMBL288470,N02BB03
4211,CHEMBL288470,N02BB73
4213,CHEMBL288470,N02BB53
4214,CHEMBL1497,A07EA04
4215,CHEMBL1497,C05AA05
4216,CHEMBL1497,D07AC01
4217,CHEMBL1497,D07XC01
4218,CHEMBL1497,H02AB01
4219,CHEMBL1497,R01AD06
4220,CHEMBL1497,R03BA04
4221,CHEMBL1497,S01BA06
4222,CHEMBL1497,S01CB04
4223,CHEMBL1497,S02BA07
4224,CHEMBL1497,S03BA03
4236,CHEMBL315838,C01BC08
4238,CHEMBL7728,N01AF02
4239,CHEMBL7728,N05CA16
4242,CHEMBL315795,N05CM02
4244,CHEMBL315795,N05CX04
4245,CHEMBL1625607,R06AX15
4247,CHEMBL279516,C02CA02
4249,CHEMBL51,C02KD01
4251,CHEMBL1200878,A01AC01
4252,CHEMBL1200878,C05AA12
4253,CHEMBL1200878,D07AB09
4254,CHEMBL1200878,D07XB02
4255,CHEMBL1200878,H02AB08
4256,CHEMBL1200878,R01AD11
4257,CHEMBL1200878,R03BA06
4258,CHEMBL1200878,S01BA05
4267,CHEMBL2106988,J01CE06
4269,CHEMBL1697851,N05AB05
4271,CHEMBL1200986,N05AD01
4273,CHEMBL530,J01CA11
4274,CHEMBL850,J01MA09
4276,CHEMBL604608,V06DC02
4277,CHEMBL64195,N03AX30
4279,CHEMBL116943,R07AB03
4281,CHEMBL116943,R07AB53
4282,CHEMBL75880,C08EX02
4284,CHEMBL752,C01EB10
4285,CHEMBL53418,A06AB03
4286,CHEMBL53418,A06AB53
4288,CHEMBL531,N04BC02
4290,CHEMBL19490,M01AB04
4291,CHEMBL188952,M01AE08
4293,CHEMBL1201116,J01CA18
4295,CHEMBL2105458,D04AA03
4296,CHEMBL2105458,R06AX03
4297,CHEMBL2105458,R06AX53
4300,CHEMBL444,N05CA04
4302,CHEMBL20,S01EC01
4304,CHEMBL1511,G03CA03
4305,CHEMBL1511,G03CA53
4307,CHEMBL15245,G04BE04
4309,CHEMBL152408,R06AX23
4311,CHEMBL314854,L04AA27
4313,CHEMBL1518,H03BA02
4315,CHEMBL3184437,R02AA03
4316,CHEMBL1510,N02CC06
4318,CHEMBL3188267,L01EX17
4320,CHEMBL1505,N02CC05
4322,CHEMBL328190,G03XC03
4323,CHEMBL328560,N03AX03
4325,CHEMBL3286830,L01ED05
4327,CHEMBL3099695,H02CA02
4329,CHEMBL305660,R06AX22
4331,CHEMBL1370,A07EA06
4332,CHEMBL1370,D07AC09
4333,CHEMBL1370,R01AD05
4334,CHEMBL1370,R03BA02
4339,CHEMBL158,J01DF01
4340,CHEMBL159776,N06BX16
4342,CHEMBL277522,M01AE05
4344,CHEMBL278623,V04CD06
4346,CHEMBL1591,D06AA01
4347,CHEMBL1591,J01AA01
4348,CHEMBL1585,L01AX02
4350,CHEMBL1580,L01XX08
4352,CHEMBL29,J01CE01
4353,CHEMBL29,S01AA14
4356,CHEMBL1542,L04AX01
4358,CHEMBL1574,A08AA01
4360,CHEMBL290962,G02CB04
4361,CHEMBL157138,G02CB02
4362,CHEMBL157138,N02CA07
4365,CHEMBL294951,N02CX01
4367,CHEMBL1569487,M01AC05
4369,CHEMBL1566,A10BF01
4370,CHEMBL3,N07BA01
4372,CHEMBL3301594,J05AX29
4374,CHEMBL1492,R06AA07
4376,CHEMBL1492,R06AA57
4377,CHEMBL3301612,L01EC03
4379,CHEMBL376140,J01AA12
4380,CHEMBL382301,G02CX01
4381,CHEMBL3989506,D06BB02
4382,CHEMBL3989506,J05AC03
4385,CHEMBL139,D11AX18
4386,CHEMBL139,M01AB05
4387,CHEMBL139,M02AA15
4388,CHEMBL139,S01BC03
4389,CHEMBL139,M01AB55
4394,CHEMBL1382,G04BD07
4396,CHEMBL1380,J05AF06
4398,CHEMBL4,J01MA01
4399,CHEMBL4,S01AE01
4400,CHEMBL4,S02AA16
4404,CHEMBL403,J01CG01
4406,CHEMBL404520,D06AA02
4407,CHEMBL404520,J01AA03
4408,CHEMBL404520,S01AA02
4409,CHEMBL404520,A01AB21
4410,CHEMBL1372950,C04AE02
4412,CHEMBL1435,J01DB04
4414,CHEMBL3707331,A04AD14
4416,CHEMBL1487,C10AA05
4418,CHEMBL3304485,A06AX08
4420,CHEMBL33986,N02AF01
4422,CHEMBL1476022,G03DB04
4423,CHEMBL1456,L04AA06
4424,CHEMBL1455,L01XX03
4426,CHEMBL3545313,C10AX15
4428,CHEMBL1444,L02BG04
4430,CHEMBL365795,M01AE11
4432,CHEMBL36715,N06BX03
4434,CHEMBL276832,C02DB02
4436,CHEMBL16,N03AB02
4438,CHEMBL16,N03AB52
4439,CHEMBL160,S01XA18
4440,CHEMBL160,L04AD01
4441,CHEMBL1757,J01XX01
4443,CHEMBL2105669,J01XX11
4444,CHEMBL2105759,L04AA37
4446,CHEMBL178862,A16AX02
4448,CHEMBL1788393,P01AC03
4450,CHEMBL2106441,B05CA07
4452,CHEMBL1766,D07AC03
4453,CHEMBL1766,D07XC02
4456,CHEMBL1762,C01BB03
4458,CHEMBL1755,C03XA02
4460,CHEMBL220491,S01EC04
4462,CHEMBL220491,S01EC54
4463,CHEMBL2110725,L01CA05
4464,CHEMBL2110938,N06BX15
4465,CHEMBL2135460,H01BA04
4467,CHEMBL174,J01CA01
4468,CHEMBL174,S01AA19
4470,CHEMBL174,J01CA51
4472,CHEMBL21731,N06AA21
4474,CHEMBL1738797,L01ED03
4476,CHEMBL2105637,J01MA23
4478,CHEMBL2105420,B05CA05
4480,CHEMBL2105395,G03XC05
4482,CHEMBL2105322,R01AX05
4484,CHEMBL1983268,L01EX14
4486,CHEMBL2042122,V09AX04
4488,CHEMBL2048028,S01XA25
4490,CHEMBL19224,A03AD01
4491,CHEMBL19224,G04BE02
4492,CHEMBL19224,G04BE52
4495,CHEMBL2095212,G04BD12
4497,CHEMBL1907001,D09AA05
4498,CHEMBL2103837,N07XX08
4500,CHEMBL2103846,G03AD02
4501,CHEMBL2103846,G03XB02
4504,CHEMBL2103867,A06AX07
4505,CHEMBL2103873,C02KX04
4507,CHEMBL2103875,L01EE01
4509,CHEMBL219916,A03FA03
4511,CHEMBL220492,N03AX11
4513,CHEMBL267345,A01AB04
4514,CHEMBL267345,A07AA07
4515,CHEMBL267345,G01AA03
4516,CHEMBL267345,J02AA01
4521,CHEMBL254219,C01AA04
4523,CHEMBL163,J05AE03
4525,CHEMBL2403238,J05AJ04
4527,CHEMBL24147,D10AX02
4528,CHEMBL24147,S01AX06
4531,CHEMBL1626223,P02CC01
4533,CHEMBL1623,R06AE05
4534,CHEMBL1623,R06AE55
4536,CHEMBL252556,N06BX13
4538,CHEMBL1618018,S01FA05
4539,CHEMBL254316,J05AJ01
4541,CHEMBL1730,J01DD01
4542,CHEMBL254328,L02BX03
4543,CHEMBL255863,L01EA03
4545,CHEMBL1614637,J01CE05
4547,CHEMBL238071,L01CA03
4548,CHEMBL1697841,A03AX10
4549,CHEMBL221959,L04AA29
4551,CHEMBL222559,J05AE09
4553,CHEMBL1697782,D07AA01
4554,CHEMBL1697782,D07AC14
4555,CHEMBL1697782,D10AA02
4556,CHEMBL1697782,H02AB04
4558,CHEMBL1697744,R05CB15
4560,CHEMBL225072,L01BA04
4562,CHEMBL226335,C05CA01
4564,CHEMBL226335,C05CA51
4565,CHEMBL23,C05AE03
4566,CHEMBL23,C08DB01
4569,CHEMBL1680,H01CB02
4570,CHEMBL167731,L01DB11
4572,CHEMBL1670,L01XX23
4574,CHEMBL1657,D05AX05
4576,CHEMBL1655,L02BA02
4578,CHEMBL406,C03BA11
4580,CHEMBL1054,C03AA06
4582,CHEMBL760,L01XX35
4584,CHEMBL720,P03AX06
4586,CHEMBL1200438,D01AC07
4587,CHEMBL1200438,G01AF08
4590,CHEMBL1200430,G03CA03
4592,CHEMBL1200430,G03CA53
4593,CHEMBL7413,N01AF01
4594,CHEMBL7413,N05CA15
4597,CHEMBL744,N07XX02
4599,CHEMBL1200342,H02AB05
4601,CHEMBL716,N05AH04
4603,CHEMBL778,N05CM18
4605,CHEMBL783,A10BX03
4606,CHEMBL787,R03DC03
4607,CHEMBL787,R03DC53
4609,CHEMBL79,C01BB01
4610,CHEMBL79,C05AD01
4611,CHEMBL79,D04AB01
4612,CHEMBL79,N01BB02
4613,CHEMBL79,R02AD02
4614,CHEMBL79,S01HA07
4615,CHEMBL79,S02DA01
4621,CHEMBL79,N01BB52
4624,CHEMBL8,J01MA02
4625,CHEMBL8,S01AE03
4626,CHEMBL8,S02AA15
4627,CHEMBL8,S03AA07
4632,CHEMBL1200453,D06BB11
4634,CHEMBL715,N05AH03
4636,CHEMBL137,A01AB17
4637,CHEMBL137,D06BX01
4638,CHEMBL137,G01AF01
4639,CHEMBL137,J01XD01
4640,CHEMBL137,P01AB01
4642,CHEMBL137,P01AB51
4647,CHEMBL1200686,D11AH02
4649,CHEMBL626,D01AE22
4651,CHEMBL1200946,A14AB01
4652,CHEMBL1200946,S01XA11
4655,CHEMBL641,N06BA09
4657,CHEMBL642,C07AB04
4659,CHEMBL1200763,V09CX02
4661,CHEMBL65794,J01DE02
4662,CHEMBL1200666,D05AX02
4664,CHEMBL1200666,D05AX52
4665,CHEMBL672,C10AB05
4667,CHEMBL1200608,D02BA02
4668,CHEMBL708,N05AE04
4670,CHEMBL1200468,P03AX03
4672,CHEMBL711,B01AA02
4674,CHEMBL1183717,R07AB07
4676,CHEMBL810,L01AX03
4678,CHEMBL814,N06AB08
4679,CHEMBL945,C03DB01
4681,CHEMBL918,N03AX07
4683,CHEMBL92,L01CD02
4684,CHEMBL922,J05AF08
4686,CHEMBL924,M05BA08
4688,CHEMBL1095777,R03AC18
4690,CHEMBL926,C01CA07
4692,CHEMBL927,J01DD15
4693,CHEMBL1086440,P02BX04
4695,CHEMBL1173655,L01EB03
4697,CHEMBL979,N05BC01
4699,CHEMBL979,N05BC51
4700,CHEMBL979,N05CX01
4701,CHEMBL98,L01XH01
4703,CHEMBL1073,A10BB07
4705,CHEMBL1072,C03CA02
4707,CHEMBL1070,M01AX01
4709,CHEMBL107,M04AC01
4711,CHEMBL1095607,R03AC15
4712,CHEMBL1095607,R03CC14
4715,CHEMBL91397,R06AX28
4717,CHEMBL911,N05CF02
4719,CHEMBL905,N02CC04
4721,CHEMBL1101,N04AA02
4723,CHEMBL822,D01AE15
4724,CHEMBL822,D01BA02
4727,CHEMBL832,M04AB02
4729,CHEMBL1159650,D07AD01
4731,CHEMBL848,L04AX04
4733,CHEMBL85,N05AX08
4735,CHEMBL1146,J01DC03
4737,CHEMBL855,R06AX07
4739,CHEMBL1121,V04CC03
4740,CHEMBL1121,V04CK02
4742,CHEMBL877,B02AA02
4743,CHEMBL887,N04BD02
4745,CHEMBL891,J01CF02
4747,CHEMBL1107,P01BX01
4749,CHEMBL1200979,A11HA30
4750,CHEMBL1200979,D03AX03
4751,CHEMBL1200979,S01XA12
4755,CHEMBL1201109,D07AB08
4756,CHEMBL1201109,S01BA11
4759,CHEMBL46286,L01XX40
4761,CHEMBL455186,L01AB02
4763,CHEMBL457,C10AB04
4765,CHEMBL459324,N07BC06
4766,CHEMBL4594284,L01XD07
4767,CHEMBL1231723,C05BB02
4768,CHEMBL498,A10BB02
4770,CHEMBL1220,J01XD02
4771,CHEMBL1220,P01AB02
4774,CHEMBL476,L01AX04
4776,CHEMBL483254,L01XH03
4778,CHEMBL1206690,M01AH04
4780,CHEMBL485253,N02CA04
4781,CHEMBL1201776,N02AX06
4783,CHEMBL451887,L01XG02
4785,CHEMBL45,N05CH01
4787,CHEMBL1257073,J05AX24
4788,CHEMBL408403,C01CX09
4790,CHEMBL1337,A16AX04
4792,CHEMBL4204794,L01EX18
4794,CHEMBL428647,L01CD01
4796,CHEMBL1308,V03AB34
4798,CHEMBL4297585,A16AX17
4800,CHEMBL13,C07AB02
4802,CHEMBL1296,J01DC07
4804,CHEMBL1294,C01BA01
4805,CHEMBL1294,C01BA51
4806,CHEMBL1294,C01BA71
4807,CHEMBL441738,D02BB02
4809,CHEMBL127300,C01DX06
4811,CHEMBL44657,L01CB01
4813,CHEMBL494,B01AC11
4815,CHEMBL498847,P01AB07
4817,CHEMBL607400,N03AX23
4819,CHEMBL1201203,N04AC01
4820,CHEMBL1201247,L02AE03
4822,CHEMBL564085,J01FA08
4824,CHEMBL565,C10AB01
4826,CHEMBL578,C09AA02
4828,CHEMBL580,N05BA06
4829,CHEMBL580,N05BA56
4831,CHEMBL589,N04BC04
4833,CHEMBL499,C07AA06
4834,CHEMBL499,S01ED01
4836,CHEMBL499,S01ED51
4838,CHEMBL1201199,L02AE02
4839,CHEMBL1201195,J01DC09
4841,CHEMBL1201187,J05AX09
4842,CHEMBL1201185,H01CB03
4843,CHEMBL594,S01GX06
4845,CHEMBL606,A02BB01
4846,CHEMBL606,G02AD06
4849,CHEMBL1201251,C01CA22
4850,CHEMBL1201255,L02AE05
4852,CHEMBL558,C01BB02
4854,CHEMBL1201264,A03AB07
4855,CHEMBL1201764,G04BD11
4857,CHEMBL5,J01MB02
4859,CHEMBL1201746,L01BA05
4861,CHEMBL508102,H03BB01
4863,CHEMBL1201341,S01EB03
4864,CHEMBL1201338,S01FA04
4865,CHEMBL1201338,S01FA54
4867,CHEMBL1201336,N03AB05
4869,CHEMBL1201335,D11AA01
4871,CHEMBL1201329,C02BA01
4872,CHEMBL526,N01AX10
4874,CHEMBL1201291,V08AB03
4876,CHEMBL544,D11AX06
4878,CHEMBL546,C07AA02
4880,CHEMBL549,N06AB04
4882,CHEMBL550,N07AX01
4883,CHEMBL550,S01EB01
4886,CHEMBL550,S01EB51
4887,CHEMBL1089221,M02AA11
4888,CHEMBL1089221,S01BC07
