,chembl_id,Phase,Smiles,market
5455,CHEMBL2105362,0,O=C(O)C1CCSCN1,0
5456,CHEMBL771,4,N[C@@H]1CONC1=O,1
5457,CHEMBL4297448,1,c1ccc(-c2cc(-c3ccncc3)c(N3CCN(c4ncccn4)CC3)nn2)cc1,0
5458,CHEMBL2104177,0,C/C=C/C(=O)N(CC)C(CC)C(=O)N(C)C,0
5459,CHEMBL2106965,0,COC(=O)CC/C=C\CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)/C=C/C1=CCCC1,0
5460,CHEMBL579217,2,COc1cc2c(cc1OCCCF)CCN1C[C@@H](CC(C)C)[C@H](O)C[C@H]21,0
5461,CHEMBL1740857,0,COc1ccc2c(c1)c(CCN)c(C)n2Cc1ccccc1,0
5462,CHEMBL2106960,0,CCCCCCCCc1ccc(C(=O)CCN2CCCCC2)cc1,0
5463,CHEMBL82700,0,c1ccc2c(c1)ncc1ncnnc12,0
5464,CHEMBL23330,2,NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],0
5465,CHEMBL84158,3,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,0
5466,CHEMBL1625,4,COc1ccc(C(=O)c2ccccc2)c(O)c1,1
5467,CHEMBL572878,2,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,0
5468,CHEMBL1742483,1,CC[C@@H](O)/C=C/C=C\C[C@@H](O)/C=C/C=C/C=C\[C@@H](O)CCCC(=O)O,0
5469,CHEMBL3353410,4,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,1
5470,CHEMBL830,4,NCCCC(N)(C(=O)O)C(F)F,1
5471,CHEMBL1201290,3,[K],0
5472,CHEMBL1200472,4,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,1
5473,CHEMBL273019,0,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,0
5474,CHEMBL571948,1,C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1,0
5475,CHEMBL197585,0,CCN(CC)CC[n+]1ccc2c(C)c3[nH]c4ccc(O)cc4c3c(C)c2c1,0
5476,CHEMBL2107762,2,CCCN(c1ccncc1F)n1cc(C)c2ccccc21,0
5477,CHEMBL447686,2,CC(=O)Oc1c(OC(C)=O)c(C=O)c2c(OC(C)=O)c(-c3c(C)cc4c(C(C)C)c(OC(C)=O)c(OC(C)=O)c(C=O)c4c3OC(C)=O)c(C)cc2c1C(C)C,0
5478,CHEMBL1474889,4,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,1
5479,CHEMBL4297493,2,CC1(C)CC(=C(c2ccc(O)cc2)c2ccc(C(=O)O)cc2)CC(C)(C)C1,0
5480,CHEMBL2107239,0,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c1I,0
5481,CHEMBL2397450,2,OC[C@H]1O[C@@H](c2cc(Cc3cc4cccccc-4c3)ccc2O)[C@H](O)[C@@H](O)[C@@H]1O,0
5482,CHEMBL596009,0,O=C(O)CCc1nc2ccccc2[nH]1,0
5483,CHEMBL2104042,0,O=C(O)[C@@H]1CCCC[C@@]1(O)c1ccccc1,0
5484,CHEMBL17344,0,O=S(=O)(Nc1cccc(OCc2ccc3ccccc3n2)c1)C(F)(F)F,0
5485,CHEMBL2165191,1,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,0
5486,CHEMBL3787344,2,Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,0
5487,CHEMBL279785,3,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C,0
5488,CHEMBL2110696,0,CCC1(C(C)C)C(=O)NC(=O)NC1=O,0
5489,CHEMBL471737,4,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,1
5490,CHEMBL46516,4,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,1
5491,CHEMBL2104407,0,CCCC(=O)OCC/C(SS/C(CCOC(=O)CCC)=C(\C)N(C=O)Cc1cnc(C)nc1N)=C(/C)N(C=O)Cc1cnc(C)nc1N,0
5492,CHEMBL2105722,4,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1
5493,CHEMBL1254709,1,Clc1ccc2c(NCCCN3CCC(NC(c4ccccn4)c4ccccn4)CC3)ccnc2c1,0
5494,CHEMBL4299851,3,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)c1ccc(F)nc1)C(=O)O)C(=O)O,0
5495,CHEMBL2111001,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@]2(O)CCC(=O)O)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,0
5496,CHEMBL2107610,0,NS(=O)(=O)c1cc(C(=O)c2ccc(OCC(=O)O)c(Cl)c2Cl)ccc1Cl,0
5497,CHEMBL117391,0,C[N+](C)([O-])CCNc1ccc(NCC[N+](C)(C)[O-])c2c1C(=O)c1c(O)ccc(O)c1C2=O,0
5498,CHEMBL2111119,0,COc1ccc(Cl)c2c1CCCC2N(C)C,0
5499,CHEMBL74355,3,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,0
5500,CHEMBL566315,4,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)O)[C@@H]2[C@@H]1O,1
5501,CHEMBL2105661,2,CCNCCS(=O)(=O)NC[C@@]1(c2ccccc2)SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C,0
5502,CHEMBL1257096,2,COc1c(N2CCC/C(=C(\F)CN)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0
5503,CHEMBL1908365,3,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0
5504,CHEMBL403664,4,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1,1
5505,CHEMBL3989789,0,CCCC(=O)O[C@H]1[C@H](O[C@H]2[C@@H](C)[C@H](O)CC(=O)O[C@H](CC)[C@@H](C)[C@@H]3O[C@@]3(C)/C=C/C(=O)[C@H](C)C[C@@H]2CC=O)O[C@H](C)C[C@@H]1N(C)C,0
5506,CHEMBL312109,0,O=C(O)Cc1ccc2c(c1)OCc1ccccc1C2=O,0
5507,CHEMBL2103782,0,CC(=O)OC1C=CC(=O)OC1C1OC1C,0
5508,CHEMBL513,4,O=NN(CCCl)C(=O)NCCCl,1
5509,CHEMBL1200963,4,CCNC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCc1ccccc1,1
5510,CHEMBL2152047,2,O=C(O)[C@H](O)[C@@H](O)CO,0
5511,CHEMBL22,4,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1
5512,CHEMBL2105103,0,CC(=O)[C@@]12C[C@@H]1C[C@H]1[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]12C,0
5513,CHEMBL222863,4,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,1
5514,CHEMBL3338194,1,CS(=O)(=O)c1ccc(-n2cc(Cl)c(OC3CCN(c4ncc(Cl)cn4)CC3)cc2=O)c(F)c1,0
5515,CHEMBL495,4,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,1
5516,CHEMBL2107010,0,CCCOC(=O)c1ccc(N)cc1,0
5517,CHEMBL3544785,2,CCNCC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,0
5518,CHEMBL190461,4,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,1
5519,CHEMBL1437390,0,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,0
5520,CHEMBL1237123,4,COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,1
5521,CHEMBL2105402,0,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C(C(=O)O)=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0
5522,CHEMBL2041933,1,NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,0
5523,CHEMBL1200539,4,O=C([O-])[O-].[Ca+2],1
5524,CHEMBL584852,0,CCOC(=O)c1cnc2cc(OCC(C)C)c(OCC(C)C)cc2c1O,0
5525,CHEMBL4297494,2,O=C(CCc1ccc(CN[C@H](C(=O)OC2CCCC2)C2CCCCC2)cn1)NO,0
5526,CHEMBL58832,0,NC(=O)C[C@H](N)C(=O)O,0
5527,CHEMBL1451173,0,CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O,0
5528,CHEMBL816,3,NCCN,0
5529,CHEMBL2104224,0,CC(=O)Oc1ccc2c(c1)CC=C1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)c1ccoc1,0
5530,CHEMBL821,4,N=C(N)N,1
5531,CHEMBL1072,4,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,1
5532,CHEMBL3707307,0,CCOc1ccc2nc(SCCN3CCOCC3)[nH]c2c1,0
5533,CHEMBL2105544,0,CC(Cc1ccccc1)/N=C/C(Cl)(Cl)Cl,0
5534,CHEMBL3809489,2,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,0
5535,CHEMBL1652,4,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,1
5536,CHEMBL2104750,0,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccc(F)cc1)c1ccc(F)cc1,0
5537,CHEMBL2107439,0,COC(=O)C(C)c1cccc(C(c2ccccc2)n2ccnc2)c1,0
5538,CHEMBL4297522,4,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,1
5539,CHEMBL3301601,3,CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,0
5540,CHEMBL1697686,4,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,1
5541,CHEMBL2107669,0,C=CC(O)(C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)OC)CCCC,0
5542,CHEMBL1199324,4,C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1
5543,CHEMBL1683,4,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
5544,CHEMBL2105181,0,C=C(C#N)C(=O)OCCCCCCCC,0
5545,CHEMBL4297210,3,CC(C)(O)c1nc2ccc(Cl)cc2cc1N,0
5546,CHEMBL1237046,0,CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0
5547,CHEMBL449317,3,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,0
5548,CHEMBL1358619,0,NC(=O)C(=O)N/N=C/c1ccc([N+](=O)[O-])o1,0
5549,CHEMBL643,4,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,1
5550,CHEMBL1276010,0,C=CCCCCCCCCC(=O)O,0
5551,CHEMBL64545,0,CN(C)CCOC(=O)COc1ccc(Cl)cc1,0
5552,CHEMBL3120215,2,COc1cccc2cc(-c3nc([C@H]4CC[C@H](C(=O)O)CC4)n4ncnc(N)c34)[nH]c12,0
5553,CHEMBL8659,2,CCCCCCCC/C=C\CCCCCCCC(=O)O,0
5554,CHEMBL2325741,3,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,0
5555,CHEMBL1232461,2,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,0
5556,CHEMBL3545289,2,C[C@@H](NC(=O)Cc1c(Cl)ccc(NCC(F)(F)c2cccc[n+]2O)[n+]1O)c1cccc(Cl)c1,0
5557,CHEMBL1697836,0,O=C1CN2CCOC2(c2ccccc2F)c2cc(Cl)ccc2N1CCO,0
5558,CHEMBL3661115,1,CCc1cc(C(N)=O)ccc1-n1nc(C(C)C)c2c(-n3cnc(-c4cnn(C)c4)c3)ccnc21,0
5559,CHEMBL2110700,0,CC[N+](C)(CC)CCOC(=O)C(O)(c1cccs1)C1CCCC1,0
5560,CHEMBL508102,4,CCOC(=O)n1ccn(C)c1=S,1
5561,CHEMBL4297069,0,CN=C1SCC(O)(c2ccc(Cl)c(S(N)(=O)=O)c2)N1C,0
5562,CHEMBL2105032,1,COC(=O)C[C@@H]1C[C@@H](COc2ccc(-c3ccc(C(=N)NC(=O)OC)cc3)cc2)NC1=O,0
5563,CHEMBL898,4,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,1
5564,CHEMBL2110944,0,CCCCCCCC/C(I)=C(/I)CCCCCCCC(=O)O,0
5565,CHEMBL1201191,4,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,1
5566,CHEMBL462393,0,C1OC1CN1CCC(C2CCN(CC3CO3)CC2)CC1,0
5567,CHEMBL40356,0,CN1CCC/C1=N\C(=N\c1ccccc1)N1CCOCC1,0
5568,CHEMBL3989459,0,CNCC[C@@H](O)[C@@H]1C[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)CN1,0
5569,CHEMBL2105597,0,COc1cc(C2(C)OCC(CN3CCOCC3)O2)cc(OC)c1OC,0
5570,CHEMBL334786,0,CC(C)c1ncc([N+](=O)[O-])n1C,0
5571,CHEMBL2106664,0,CCC(=O)O[C@@H]1C=C2CC[C@@H]3[C@H](CC[C@]4(C)[C@@H](OC(=O)CC)CC[C@@H]34)C2CC1,0
5572,CHEMBL284642,1,Cc1c[nH]c2c(O)cc3c(c12)[C@H](CCl)CN3C(=O)c1cc2cc(NC(=O)Nc3ccc4[nH]c(C(=O)N5C[C@@H](CCl)c6c5cc(O)c5[nH]cc(C)c65)cc4c3)ccc2[nH]1,0
5573,CHEMBL2105453,0,OC(CN1CCCCC1)c1cc(-c2ccccc2)on1,0
5574,CHEMBL3716057,3,COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1S(N)(=O)=O,0
5575,CHEMBL408,4,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,1
5576,CHEMBL38224,0,CC1(C)C(=O)Nc2ccc(C3=NNC(=O)CC3)cc21,0
5577,CHEMBL2105391,0,CCCOC(=O)c1sc(C(=O)OCCC)c(O)c1O,0
5578,CHEMBL170630,1,CS(=O)(=O)OCCOS(C)(=O)=O,0
5579,CHEMBL2105565,0,Cc1ccc(S(=O)(=O)NC(=O)N[C@@H](C)Cc2ccccc2)cc1,0
5580,CHEMBL1779046,2,O=C(O[C@H]1CN2CCC1CC2)N(Cc1cc(F)c(F)c(F)c1)c1cccc(F)c1,0
5581,CHEMBL2106740,0,CN(Cc1cccnc1)C(=O)C(CO)c1ccccc1,0
5582,CHEMBL34259,4,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,1
5583,CHEMBL1708232,0,CC12CCC(C[N+](C)(CCC[N+](C)(C)C)C1)C2(C)C,0
5584,CHEMBL3235620,2,COC1=C(OC)[C@H](O)[C@H](C/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@@H](C)C1=O,0
5585,CHEMBL2103764,0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,0
5586,CHEMBL84446,0,NC(=O)[C@@H]1C[C@]2(NC(=O)NC2=O)c2cc(F)ccc2O1,0
5587,CHEMBL321993,0,Nc1ncnc2c1ncn2Cc1c(F)cccc1Cl,0
5588,CHEMBL83628,0,O=C(O)c1cc(=O)c2ccccc2o1,0
5589,CHEMBL589,4,CCCN(CCC)CCc1cccc2c1CC(=O)N2,1
5590,CHEMBL506569,4,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1
5591,CHEMBL3889654,4,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,1
5592,CHEMBL2104805,0,CC1CN2CC(=O)Nc3ccc(Cl)cc3C2(c2ccccc2)O1,0
5593,CHEMBL241782,0,COc1ccc(C(=O)/C=C/c2ccncc2)c(OC)c1,0
5594,CHEMBL2104861,0,Cc1cc2c(cc1CC1=NCCN1)C1CCC2CC1,0
5595,CHEMBL2104592,0,CCOCn1cc(F)c(=O)n(C(=O)c2cccc(C(=O)Oc3nc(OC(=O)c4ccccc4)ccc3C#N)c2)c1=O,0
5596,CHEMBL2104856,0,Cc1cc(-n2c(=O)[nH]c(=O)n(C)c2=O)ccc1Oc1ccc(S(=O)(=O)C(F)(F)F)cc1,0
5597,CHEMBL1200810,4,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C[C@@H](O)C[C@@H]1O,1
5598,CHEMBL1742456,0,Cc1cc2c(OCC(O)CNC(C)CCn3cnc4c3c(=O)n(C)c(=O)n4C)cccc2[nH]1,0
5599,CHEMBL56337,2,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,0
5600,CHEMBL592868,3,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,0
5601,CHEMBL1208257,0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@]3(C)CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,0
5602,CHEMBL870,4,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,1
5603,CHEMBL2106463,0,O=C(O)C1CCN1C12CC3CC(CC(C3)C1)C2,0
5604,CHEMBL4297595,1,N#CCCNc1nonc1-c1nc2ccccc2n1CC(=O)c1ccc(NC(=O)[C@@H](N)CCCCN)cc1,0
5605,CHEMBL507361,2,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,0
5606,CHEMBL1229,4,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,1
5607,CHEMBL2105122,0,COc1ncccc1C(=O)NCCC1CCN(S(=O)(=O)NC(=O)NCC2CC3C=CC2C3)CC1,0
5608,CHEMBL4297280,2,N[C@@H](CNC(=O)CC[C@@H](NC(=O)c1ccc(NCc2c[nH]c3ncnc(=O)c-3n2)cc1)C(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CS)C(=O)O,0
5609,CHEMBL4297539,2,CC(=O)N[C@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,0
5610,CHEMBL1614713,2,c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4nnc[nH]4)cc23)c1,0
5611,CHEMBL4537239,1,CC(C)Oc1ccc(-n2cnc3cc(/C=C\c4ccc(C(C)(C)O)cc4)ccc32)cc1,0
5612,CHEMBL2218886,0,O=C(CCC1CCC(=O)C1CCCCCCCO)COc1ccccc1,0
5613,CHEMBL1873475,4,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1
5614,CHEMBL2106229,0,COc1ccc(C2=NNC(=O)CC2CO)cc1OC,0
5615,CHEMBL304432,0,O=[N+]([O-])c1ccc(Oc2ccc(N=C=S)cc2)cc1,0
5616,CHEMBL27759,3,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,0
5617,CHEMBL2105442,0,CN(C)CCCN1c2ccccc2C=Cc2sccc21,0
5618,CHEMBL473841,1,CN(CC(=O)NC(c1cccc([N+](=O)[O-])c1)c1cc(Cl)c2cccnc2c1O)c1ccccc1,0
5619,CHEMBL351585,0,Oc1ccc(Cc2nccc3cc(O)c(O)cc23)cc1O,0
5620,CHEMBL2104840,0,O=P([O-])(O)O.O=P([O-])([O-])O.O=S(=O)([O-])[O-].[Cl-].[Cl-].[K+].[K+].[Mg+2].[Na+].[Na+].[Na+],0
5621,CHEMBL2105224,4,CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,1
5622,CHEMBL267225,2,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@H]12,0
5623,CHEMBL2104197,0,CC(C)CC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0
5624,CHEMBL1743,0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,0
5625,CHEMBL1742409,0,CNCc1ccc(CSCCN/C(=N/S(C)(=O)=O)NCC(O)c2ccc(O)cc2)o1,0
5626,CHEMBL4597200,2,Cl[TeH]1(Cl)(Cl)OCCO1,0
5627,CHEMBL1909285,4,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,1
5628,CHEMBL2106586,0,C/C(=C1\CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N,0
5629,CHEMBL1377,4,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,1
5630,CHEMBL1893913,2,CCCCNC(=O)OCC#CI,0
5631,CHEMBL1200596,4,Oc1c(Cl)cc(Cl)c2cccnc12,1
5632,CHEMBL2106449,0,CC1=C[C@H]2C(=O)O[C@H]3C[C@@H](C/C=C(\C)[C@H](OCCc4ccc(N(C)S(C)(=O)=O)cc4)[C@@H](C)/C=C/C=C4\CO[C@H]([C@@H]1O)[C@@]42O)O[C@@]1(CC[C@H](C)[C@@H](C)O1)C3,0
5633,CHEMBL109,4,CCCC(CCC)C(=O)O,1
5634,CHEMBL2104031,0,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1,0
5635,CHEMBL3824393,2,C[N+](C)(C)CCCOc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OCCC[N+](C)(C)C)cc4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)cc1,0
5636,CHEMBL98034,0,NCCCNCCCCNC(=O)OCC(=O)NCCCCCCN=C(N)N,0
5637,CHEMBL19344,1,Oc1ccc(CC2NCCc3cc(O)c(O)cc32)cc1,0
5638,CHEMBL2110952,0,Cc1[nH]cnc1C[C@H]1CCc2c(c3ccccc3n2C)C1=O,0
5639,CHEMBL2105188,0,CCC(=O)C(CCN1CCCCC1)(c1ccccc1)c1ccccc1,0
5640,CHEMBL2104184,0,CO/N=C/[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C,0
5641,CHEMBL224060,0,Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21,0
5642,CHEMBL2104379,0,COc1cc(/C=C/C(=O)OC(Cc2c(C)c3ccc(NC(=O)N4CCOCC4)cc3oc2=O)CN2CCOCC2)cc(OC)c1OC,0
5643,CHEMBL569713,4,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,1
5644,CHEMBL1697791,0,CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CC)CC[C@@H]12,0
5645,CHEMBL2104923,0,CN1CCN(C23CCC(c4ccccc42)c2ccccc23)CC1,0
5646,CHEMBL187927,3,c1cnc2c(c1)O[C@H]1CCN3CC[C@@]1(C2)C3,0
5647,CHEMBL87697,0,N#Cc1ccccc1OCC(O)CNCCNC(=O)Cc1ccc(O)cc1,0
5648,CHEMBL2105073,0,CCN1CCCC1CNS(=O)(=O)c1cc(Cl)c(N)cc1OC,0
5649,CHEMBL2105124,0,Clc1cccc(SCCN2CCOCC2)n1,0
5650,CHEMBL1096380,3,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,0
5651,CHEMBL1618128,0,CN1CCC(=C(c2ccc(Cl)cc2)c2ccccn2)CC1,0
5652,CHEMBL1201146,4,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1
5653,CHEMBL3039520,4,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,1
5654,CHEMBL2104536,0,CCN(CC)CCN1C(=O)c2ccccc2C1c1ccccc1,0
5655,CHEMBL4297504,3,CO[C@H]1[C@H]([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)/C=C/c1ccc(OCCN(C)C)cc1)CO2,0
5656,CHEMBL2146145,0,C[N+]1([O-])[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,0
5657,CHEMBL146624,2,CCc1ccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,0
